Investigator,Ghislaine,Time (s),Electrode,Amplitude(mV),,,,,,,,,,,,,,,,,,,,
   Post-Spike Duration,2.16 ms,0.6836,A1_22,0.016,,,,,,,,,,,,,,,,,,,,
   Coincident Event Filter,Default (Well),0.69248,A2_43,0.028,,,,,,,,,,,,,,,,,,,,
   Coincidence Occurrence Threshold,4 Electrodes,0.70304,A1_32,0.015,,,,,,,,,,,,,,,,,,,,
   Coincidence Event Window,160 µs,0.708,A2_22,0.033,,,,,,,,,,,,,,,,,,,,
   Allow Sample Overlap,FALSE,0.72336,A5_33,0.017,,,,,,,,,,,,,,,,,,,,
   Spike Count Interval,1 s,0.72496,B6_23,0.015,,,,,,,,,,,,,,,,,,,,
,,0.75544,D2_31,0.024,,,,,,,,,,,,,,,,,,,,
,,0.79568,D2_31,0.03,,,,,,,,,,,,,,,,,,,,
,,0.81224,A5_33,0.017,,,,,,,,,,,,,,,,,,,,
,,0.83336,D3_34,0.023,,,,,,,,,,,,,,,,,,,,
,,0.83664,A3_32,0.032,,,,,,,,,,,,,,,,,,,,
,,0.86424,A2_12,0.04,,,,,,,,,,,,,,,,,,,,
,,0.86424,D3_34,0.023,,,,,,,,,,,,,,,,,,,,
,,0.8732,A1_22,0.021,,,,,,,,,,,,,,,,,,,,
,,0.87984,A5_22,0.018,,,,,,,,,,,,,,,,,,,,
,,0.90512,A3_32,0.02,,,,,,,,,,,,,,,,,,,,
,,0.90936,D6_23,0.016,,,,,,,,,,,,,,,,,,,,
,,0.91272,A2_43,0.022,,,,,,,,,,,,,,,,,,,,
,,0.92016,B5_24,0.013,,,,,,,,,,,,,,,,,,,,
,,0.92384,A5_33,0.017,,,,,,,,,,,,,,,,,,,,
,,0.93488,D3_34,0.026,,,,,,,,,,,,,,,,,,,,
,,0.9792,A4_14,0.015,,,,,,,,,,,,,,,,,,,,
,,0.99008,A2_12,0.034,,,,,,,,,,,,,,,,,,,,
,,1.00768,D3_34,0.033,,,,,,,,,,,,,,,,,,,,
,,1.02176,A2_12,0.035,,,,,,,,,,,,,,,,,,,,
,,1.15032,A5_33,0.012,,,,,,,,,,,,,,,,,,,,
,,1.1516,D6_24,0.015,,,,,,,,,,,,,,,,,,,,
,,1.16936,A4_14,0.02,,,,,,,,,,,,,,,,,,,,
,,1.22288,A4_14,0.017,,,,,,,,,,,,,,,,,,,,
,,1.24984,A4_14,0.018,,,,,,,,,,,,,,,,,,,,
,,1.28728,A3_22,0.012,,,,,,,,,,,,,,,,,,,,
,,1.29376,A5_43,0.019,,,,,,,,,,,,,,,,,,,,
,,1.33136,A3_33,0.02,,,,,,,,,,,,,,,,,,,,
,,1.3728,A2_42,0.051,,,,,,,,,,,,,,,,,,,,
,,1.37432,A5_33,0.02,,,,,,,,,,,,,,,,,,,,
,,1.39672,B5_24,0.013,,,,,,,,,,,,,,,,,,,,
,,1.43296,A2_31,0.019,,,,,,,,,,,,,,,,,,,,
,,1.44712,A3_32,0.022,,,,,,,,,,,,,,,,,,,,
,,1.45632,A5_33,0.021,,,,,,,,,,,,,,,,,,,,
,,1.45648,A1_43,0.015,,,,,,,,,,,,,,,,,,,,
,,1.45912,A3_32,0.019,,,,,,,,,,,,,,,,,,,,
,,1.5028,A5_32,0.014,,,,,,,,,,,,,,,,,,,,
,,1.504,A4_14,0.021,,,,,,,,,,,,,,,,,,,,
,,1.52752,D2_32,0.022,,,,,,,,,,,,,,,,,,,,
,,1.57648,A3_32,0.022,,,,,,,,,,,,,,,,,,,,
,,1.59952,A5_43,0.023,,,,,,,,,,,,,,,,,,,,
,,1.59992,A5_22,0.025,,,,,,,,,,,,,,,,,,,,
,,1.61368,D2_31,0.029,,,,,,,,,,,,,,,,,,,,
,,1.61392,A3_32,0.018,,,,,,,,,,,,,,,,,,,,
,,1.61832,D3_34,0.038,,,,,,,,,,,,,,,,,,,,
,,1.65872,D4_44,0.018,,,,,,,,,,,,,,,,,,,,
,,1.71,B6_33,0.015,,,,,,,,,,,,,,,,,,,,
,,1.7128,A5_43,0.024,,,,,,,,,,,,,,,,,,,,
,,1.72608,A5_22,0.016,,,,,,,,,,,,,,,,,,,,
,,1.73576,A5_32,0.02,,,,,,,,,,,,,,,,,,,,
,,1.7744,A1_22,0.02,,,,,,,,,,,,,,,,,,,,
,,1.77888,A2_12,0.022,,,,,,,,,,,,,,,,,,,,
,,1.80704,D6_23,0.018,,,,,,,,,,,,,,,,,,,,
,,1.82528,A4_14,0.012,,,,,,,,,,,,,,,,,,,,
,,1.83136,C4_32,0.016,,,,,,,,,,,,,,,,,,,,
,,1.8336,A3_32,0.027,,,,,,,,,,,,,,,,,,,,
,,1.87512,A4_14,0.013,,,,,,,,,,,,,,,,,,,,
,,1.89904,B4_42,0.013,,,,,,,,,,,,,,,,,,,,
,,1.91872,A4_14,0.023,,,,,,,,,,,,,,,,,,,,
,,1.94736,A3_32,0.028,,,,,,,,,,,,,,,,,,,,
,,1.94912,A2_13,0.023,,,,,,,,,,,,,,,,,,,,
,,1.94976,A4_21,0.017,,,,,,,,,,,,,,,,,,,,
,,1.96672,A2_43,0.014,,,,,,,,,,,,,,,,,,,,
,,1.9812,A1_43,0.012,,,,,,,,,,,,,,,,,,,,
,,1.98408,A5_22,0.016,,,,,,,,,,,,,,,,,,,,
,,1.9872,A4_31,0.015,,,,,,,,,,,,,,,,,,,,
,,2.00464,A3_32,0.024,,,,,,,,,,,,,,,,,,,,
,,2.02912,A3_32,0.022,,,,,,,,,,,,,,,,,,,,
,,2.05752,A3_32,0.025,,,,,,,,,,,,,,,,,,,,
,,2.0744,D4_44,0.016,,,,,,,,,,,,,,,,,,,,
,,2.08984,A5_22,0.013,,,,,,,,,,,,,,,,,,,,
,,2.0988,A1_22,0.022,,,,,,,,,,,,,,,,,,,,
,,2.11504,A5_33,0.014,,,,,,,,,,,,,,,,,,,,
,,2.13272,A3_32,0.016,,,,,,,,,,,,,,,,,,,,
,,2.13616,D2_31,0.019,,,,,,,,,,,,,,,,,,,,
,,2.16256,B4_42,0.015,,,,,,,,,,,,,,,,,,,,
,,2.1872,D2_31,0.02,,,,,,,,,,,,,,,,,,,,
,,2.2176,A2_42,0.039,,,,,,,,,,,,,,,,,,,,
,,2.23208,A2_11,0.013,,,,,,,,,,,,,,,,,,,,
,,2.2516,A4_14,0.018,,,,,,,,,,,,,,,,,,,,
,,2.25184,A3_32,0.016,,,,,,,,,,,,,,,,,,,,
,,2.2624,D2_31,0.029,,,,,,,,,,,,,,,,,,,,
,,2.30128,D6_23,0.021,,,,,,,,,,,,,,,,,,,,
,,2.32768,A1_22,0.018,,,,,,,,,,,,,,,,,,,,
,,2.33832,A6_31,0.021,,,,,,,,,,,,,,,,,,,,
,,2.35648,A4_14,0.015,,,,,,,,,,,,,,,,,,,,
,,2.37232,A3_32,0.017,,,,,,,,,,,,,,,,,,,,
,,2.38712,A3_32,0.038,,,,,,,,,,,,,,,,,,,,
,,2.3944,A2_12,0.021,,,,,,,,,,,,,,,,,,,,
,,2.40088,A1_43,0.019,,,,,,,,,,,,,,,,,,,,
,,2.40808,A5_22,0.022,,,,,,,,,,,,,,,,,,,,
,,2.42456,A2_11,0.018,,,,,,,,,,,,,,,,,,,,
,,2.42664,A5_43,0.019,,,,,,,,,,,,,,,,,,,,
,,2.4428,A3_32,0.021,,,,,,,,,,,,,,,,,,,,
,,2.4492,D2_31,0.026,,,,,,,,,,,,,,,,,,,,
,,2.46248,A2_22,0.017,,,,,,,,,,,,,,,,,,,,
,,2.4748,A3_31,0.015,,,,,,,,,,,,,,,,,,,,
,,2.48,A3_32,0.019,,,,,,,,,,,,,,,,,,,,
,,2.50168,A3_32,0.016,,,,,,,,,,,,,,,,,,,,
,,2.51944,A3_32,0.027,,,,,,,,,,,,,,,,,,,,
,,2.52088,A3_31,0.022,,,,,,,,,,,,,,,,,,,,
,,2.52688,A2_12,0.035,,,,,,,,,,,,,,,,,,,,
,,2.56704,A2_22,0.031,,,,,,,,,,,,,,,,,,,,
,,2.58096,A4_14,0.023,,,,,,,,,,,,,,,,,,,,
,,2.58904,A4_21,0.013,,,,,,,,,,,,,,,,,,,,
,,2.5924,A3_32,0.019,,,,,,,,,,,,,,,,,,,,
,,2.60536,D3_34,0.021,,,,,,,,,,,,,,,,,,,,
,,2.6432,A1_43,0.017,,,,,,,,,,,,,,,,,,,,
,,2.6524,A1_43,0.015,,,,,,,,,,,,,,,,,,,,
,,2.6736,A2_12,0.024,,,,,,,,,,,,,,,,,,,,
,,2.72728,A5_43,0.016,,,,,,,,,,,,,,,,,,,,
,,2.72736,A2_12,0.023,,,,,,,,,,,,,,,,,,,,
,,2.74352,D2_32,0.019,,,,,,,,,,,,,,,,,,,,
,,2.76672,A3_32,0.018,,,,,,,,,,,,,,,,,,,,
,,2.81912,D2_32,0.018,,,,,,,,,,,,,,,,,,,,
,,2.81968,A2_23,0.022,,,,,,,,,,,,,,,,,,,,
,,2.82768,A5_33,0.015,,,,,,,,,,,,,,,,,,,,
,,2.84032,A2_33,0.028,,,,,,,,,,,,,,,,,,,,
,,2.85192,D2_31,0.03,,,,,,,,,,,,,,,,,,,,
,,2.89096,D6_23,0.022,,,,,,,,,,,,,,,,,,,,
,,2.91856,A1_22,0.019,,,,,,,,,,,,,,,,,,,,
,,2.9256,A5_33,0.012,,,,,,,,,,,,,,,,,,,,
,,2.95336,A5_22,0.02,,,,,,,,,,,,,,,,,,,,
,,2.99552,A4_21,0.018,,,,,,,,,,,,,,,,,,,,
,,3.03536,A3_32,0.021,,,,,,,,,,,,,,,,,,,,
,,3.04312,A2_33,0.025,,,,,,,,,,,,,,,,,,,,
,,3.0596,D3_34,0.028,,,,,,,,,,,,,,,,,,,,
,,3.06104,A5_32,0.019,,,,,,,,,,,,,,,,,,,,
,,3.08704,B4_42,0.016,,,,,,,,,,,,,,,,,,,,
,,3.09608,D2_31,0.027,,,,,,,,,,,,,,,,,,,,
,,3.1076,A3_32,0.019,,,,,,,,,,,,,,,,,,,,
,,3.13376,A2_12,0.026,,,,,,,,,,,,,,,,,,,,
,,3.1744,A6_31,0.025,,,,,,,,,,,,,,,,,,,,
,,3.19176,D6_23,0.02,,,,,,,,,,,,,,,,,,,,
,,3.19224,A5_43,0.022,,,,,,,,,,,,,,,,,,,,
,,3.23968,D6_23,0.019,,,,,,,,,,,,,,,,,,,,
,,3.25304,A3_32,0.024,,,,,,,,,,,,,,,,,,,,
,,3.26368,A5_43,0.022,,,,,,,,,,,,,,,,,,,,
,,3.31776,A5_22,0.016,,,,,,,,,,,,,,,,,,,,
,,3.33672,A3_32,0.045,,,,,,,,,,,,,,,,,,,,
,,3.33888,A1_22,0.019,,,,,,,,,,,,,,,,,,,,
,,3.34232,A2_33,0.022,,,,,,,,,,,,,,,,,,,,
,,3.37,A5_22,0.017,,,,,,,,,,,,,,,,,,,,
,,3.37136,A5_32,0.016,,,,,,,,,,,,,,,,,,,,
,,3.37656,D2_31,0.019,,,,,,,,,,,,,,,,,,,,
,,3.37792,A4_14,0.02,,,,,,,,,,,,,,,,,,,,
,,3.39736,A5_43,0.016,,,,,,,,,,,,,,,,,,,,
,,3.39944,A2_33,0.015,,,,,,,,,,,,,,,,,,,,
,,3.40592,A4_14,0.013,,,,,,,,,,,,,,,,,,,,
,,3.40648,A5_32,0.02,,,,,,,,,,,,,,,,,,,,
,,3.45576,A4_14,0.019,,,,,,,,,,,,,,,,,,,,
,,3.52024,A3_32,0.034,,,,,,,,,,,,,,,,,,,,
,,3.54136,D3_34,0.021,,,,,,,,,,,,,,,,,,,,
,,3.60216,A4_14,0.022,,,,,,,,,,,,,,,,,,,,
,,3.60952,A5_33,0.015,,,,,,,,,,,,,,,,,,,,
,,3.624,A5_22,0.026,,,,,,,,,,,,,,,,,,,,
,,3.64128,D6_23,0.023,,,,,,,,,,,,,,,,,,,,
,,3.64864,D2_31,0.019,,,,,,,,,,,,,,,,,,,,
,,3.67064,A4_14,0.016,,,,,,,,,,,,,,,,,,,,
,,3.68144,A4_14,0.029,,,,,,,,,,,,,,,,,,,,
,,3.71016,C4_32,0.016,,,,,,,,,,,,,,,,,,,,
,,3.71664,A4_14,0.018,,,,,,,,,,,,,,,,,,,,
,,3.73408,A5_33,0.029,,,,,,,,,,,,,,,,,,,,
,,3.74704,A5_43,0.023,,,,,,,,,,,,,,,,,,,,
,,3.75176,A1_22,0.019,,,,,,,,,,,,,,,,,,,,
,,3.76656,A5_22,0.027,,,,,,,,,,,,,,,,,,,,
,,3.76872,D3_34,0.025,,,,,,,,,,,,,,,,,,,,
,,3.78848,D6_23,0.02,,,,,,,,,,,,,,,,,,,,
,,3.80928,D6_23,0.017,,,,,,,,,,,,,,,,,,,,
,,3.82224,A5_22,0.015,,,,,,,,,,,,,,,,,,,,
,,3.83264,D6_23,0.017,,,,,,,,,,,,,,,,,,,,
,,3.84664,A5_33,0.01,,,,,,,,,,,,,,,,,,,,
,,3.84952,A5_33,0.02,,,,,,,,,,,,,,,,,,,,
,,3.88112,A3_31,0.025,,,,,,,,,,,,,,,,,,,,
,,3.88712,D6_23,0.021,,,,,,,,,,,,,,,,,,,,
,,3.90656,A3_32,0.025,,,,,,,,,,,,,,,,,,,,
,,3.91704,A3_31,0.016,,,,,,,,,,,,,,,,,,,,
,,3.92792,A2_43,0.019,,,,,,,,,,,,,,,,,,,,
,,3.954,A3_32,0.024,,,,,,,,,,,,,,,,,,,,
,,3.95856,A5_33,0.015,,,,,,,,,,,,,,,,,,,,
,,3.96544,A2_12,0.032,,,,,,,,,,,,,,,,,,,,
,,3.97144,A4_14,0.019,,,,,,,,,,,,,,,,,,,,
,,3.98744,A1_43,0.016,,,,,,,,,,,,,,,,,,,,
,,3.9976,A2_12,0.024,,,,,,,,,,,,,,,,,,,,
,,4,A3_32,0.027,,,,,,,,,,,,,,,,,,,,
,,4.00976,A2_42,0.029,,,,,,,,,,,,,,,,,,,,
,,4.01896,A2_11,0.011,,,,,,,,,,,,,,,,,,,,
,,4.07184,A3_32,0.02,,,,,,,,,,,,,,,,,,,,
,,4.08744,A4_14,0.016,,,,,,,,,,,,,,,,,,,,
,,4.09304,D6_23,0.019,,,,,,,,,,,,,,,,,,,,
,,4.10344,A3_32,0.026,,,,,,,,,,,,,,,,,,,,
,,4.12632,A3_32,0.027,,,,,,,,,,,,,,,,,,,,
,,4.1264,A5_22,0.017,,,,,,,,,,,,,,,,,,,,
,,4.1312,A5_22,0.022,,,,,,,,,,,,,,,,,,,,
,,4.1392,D3_34,0.024,,,,,,,,,,,,,,,,,,,,
,,4.13984,A1_22,0.017,,,,,,,,,,,,,,,,,,,,
,,4.14008,A5_22,0.019,,,,,,,,,,,,,,,,,,,,
,,4.15488,A5_33,0.025,,,,,,,,,,,,,,,,,,,,
,,4.15568,A5_22,0.018,,,,,,,,,,,,,,,,,,,,
,,4.16384,A5_43,0.019,,,,,,,,,,,,,,,,,,,,
,,4.16976,A5_22,0.037,,,,,,,,,,,,,,,,,,,,
,,4.17096,D6_23,0.018,,,,,,,,,,,,,,,,,,,,
,,4.17456,A5_22,0.028,,,,,,,,,,,,,,,,,,,,
,,4.17904,A5_22,0.023,,,,,,,,,,,,,,,,,,,,
,,4.18072,A5_33,0.023,,,,,,,,,,,,,,,,,,,,
,,4.18584,A5_33,0.021,,,,,,,,,,,,,,,,,,,,
,,4.1864,A5_22,0.032,,,,,,,,,,,,,,,,,,,,
,,4.1912,A5_43,0.025,,,,,,,,,,,,,,,,,,,,
,,4.19152,A5_22,0.022,,,,,,,,,,,,,,,,,,,,
,,4.19544,A5_22,0.029,,,,,,,,,,,,,,,,,,,,
,,4.19808,A5_22,0.034,,,,,,,,,,,,,,,,,,,,
,,4.19832,A5_33,0.023,,,,,,,,,,,,,,,,,,,,
,,4.19832,A5_43,0.024,,,,,,,,,,,,,,,,,,,,
,,4.20056,A5_22,0.023,,,,,,,,,,,,,,,,,,,,
,,4.20192,A5_33,0.044,,,,,,,,,,,,,,,,,,,,
,,4.20352,A5_23,0.017,,,,,,,,,,,,,,,,,,,,
,,4.20368,A5_32,0.025,,,,,,,,,,,,,,,,,,,,
,,4.20432,A5_22,0.04,,,,,,,,,,,,,,,,,,,,
,,4.20664,A5_22,0.048,,,,,,,,,,,,,,,,,,,,
,,4.20888,A5_22,0.021,,,,,,,,,,,,,,,,,,,,
,,4.20896,A5_33,0.026,,,,,,,,,,,,,,,,,,,,
,,4.20904,A5_42,0.016,,,,,,,,,,,,,,,,,,,,
,,4.21152,A5_33,0.015,,,,,,,,,,,,,,,,,,,,
,,4.21216,A5_22,0.029,,,,,,,,,,,,,,,,,,,,
,,4.21216,A5_43,0.027,,,,,,,,,,,,,,,,,,,,
,,4.21424,A5_33,0.021,,,,,,,,,,,,,,,,,,,,
,,4.21704,A5_22,0.035,,,,,,,,,,,,,,,,,,,,
,,4.21744,A5_42,0.011,,,,,,,,,,,,,,,,,,,,
,,4.21816,A5_32,0.033,,,,,,,,,,,,,,,,,,,,
,,4.21984,A5_22,0.024,,,,,,,,,,,,,,,,,,,,
,,4.2208,A5_33,0.019,,,,,,,,,,,,,,,,,,,,
,,4.2224,A5_43,0.022,,,,,,,,,,,,,,,,,,,,
,,4.2228,A5_22,0.027,,,,,,,,,,,,,,,,,,,,
,,4.22512,A5_22,0.028,,,,,,,,,,,,,,,,,,,,
,,4.22704,A5_33,0.025,,,,,,,,,,,,,,,,,,,,
,,4.22752,A5_22,0.033,,,,,,,,,,,,,,,,,,,,
,,4.22784,A5_43,0.02,,,,,,,,,,,,,,,,,,,,
,,4.23024,A5_22,0.028,,,,,,,,,,,,,,,,,,,,
,,4.23248,A5_43,0.032,,,,,,,,,,,,,,,,,,,,
,,4.23304,A5_32,0.021,,,,,,,,,,,,,,,,,,,,
,,4.23328,A5_33,0.027,,,,,,,,,,,,,,,,,,,,
,,4.23344,A5_22,0.032,,,,,,,,,,,,,,,,,,,,
,,4.23472,A5_43,0.029,,,,,,,,,,,,,,,,,,,,
,,4.23568,A5_22,0.023,,,,,,,,,,,,,,,,,,,,
,,4.2364,A5_33,0.037,,,,,,,,,,,,,,,,,,,,
,,4.23752,A5_43,0.024,,,,,,,,,,,,,,,,,,,,
,,4.23792,A5_22,0.034,,,,,,,,,,,,,,,,,,,,
,,4.23888,A5_33,0.015,,,,,,,,,,,,,,,,,,,,
,,4.24048,A5_22,0.023,,,,,,,,,,,,,,,,,,,,
,,4.24112,A5_43,0.022,,,,,,,,,,,,,,,,,,,,
,,4.24152,A5_33,0.03,,,,,,,,,,,,,,,,,,,,
,,4.24168,A5_32,0.031,,,,,,,,,,,,,,,,,,,,
,,4.24272,A5_22,0.03,,,,,,,,,,,,,,,,,,,,
,,4.24416,A5_32,0.024,,,,,,,,,,,,,,,,,,,,
,,4.24528,A5_43,0.025,,,,,,,,,,,,,,,,,,,,
,,4.24568,A5_22,0.017,,,,,,,,,,,,,,,,,,,,
,,4.2464,A5_33,0.028,,,,,,,,,,,,,,,,,,,,
,,4.24872,A5_33,0.026,,,,,,,,,,,,,,,,,,,,
,,4.24896,A5_22,0.037,,,,,,,,,,,,,,,,,,,,
,,4.24928,A5_23,0.016,,,,,,,,,,,,,,,,,,,,
,,4.24992,A5_43,0.022,,,,,,,,,,,,,,,,,,,,
,,4.252,A5_32,0.025,,,,,,,,,,,,,,,,,,,,
,,4.2524,A5_22,0.026,,,,,,,,,,,,,,,,,,,,
,,4.25256,A5_42,0.011,,,,,,,,,,,,,,,,,,,,
,,4.25416,A2_12,0.025,,,,,,,,,,,,,,,,,,,,
,,4.25488,A5_32,0.021,,,,,,,,,,,,,,,,,,,,
,,4.25544,A5_22,0.034,,,,,,,,,,,,,,,,,,,,
,,4.2556,A5_33,0.046,,,,,,,,,,,,,,,,,,,,
,,4.25784,A5_23,0.012,,,,,,,,,,,,,,,,,,,,
,,4.25872,A5_32,0.024,,,,,,,,,,,,,,,,,,,,
,,4.25888,A5_33,0.023,,,,,,,,,,,,,,,,,,,,
,,4.25888,A5_43,0.017,,,,,,,,,,,,,,,,,,,,
,,4.26016,A5_22,0.033,,,,,,,,,,,,,,,,,,,,
,,4.26168,A5_43,0.016,,,,,,,,,,,,,,,,,,,,
,,4.26288,A5_33,0.023,,,,,,,,,,,,,,,,,,,,
,,4.26312,A5_22,0.039,,,,,,,,,,,,,,,,,,,,
,,4.26584,A5_32,0.03,,,,,,,,,,,,,,,,,,,,
,,4.266,A5_33,0.026,,,,,,,,,,,,,,,,,,,,
,,4.26648,A5_22,0.034,,,,,,,,,,,,,,,,,,,,
,,4.26648,A5_23,0.013,,,,,,,,,,,,,,,,,,,,
,,4.2688,A5_33,0.026,,,,,,,,,,,,,,,,,,,,
,,4.26912,A5_43,0.022,,,,,,,,,,,,,,,,,,,,
,,4.27,A5_22,0.024,,,,,,,,,,,,,,,,,,,,
,,4.27232,A5_33,0.029,,,,,,,,,,,,,,,,,,,,
,,4.2724,A5_43,0.018,,,,,,,,,,,,,,,,,,,,
,,4.2732,A5_23,0.012,,,,,,,,,,,,,,,,,,,,
,,4.27376,A5_32,0.024,,,,,,,,,,,,,,,,,,,,
,,4.27488,A5_43,0.029,,,,,,,,,,,,,,,,,,,,
,,4.27664,A5_22,0.036,,,,,,,,,,,,,,,,,,,,
,,4.2768,A3_32,0.021,,,,,,,,,,,,,,,,,,,,
,,4.2768,A5_42,0.014,,,,,,,,,,,,,,,,,,,,
,,4.27728,A5_33,0.023,,,,,,,,,,,,,,,,,,,,
,,4.27984,A5_33,0.02,,,,,,,,,,,,,,,,,,,,
,,4.28024,A5_22,0.026,,,,,,,,,,,,,,,,,,,,
,,4.28336,A5_33,0.03,,,,,,,,,,,,,,,,,,,,
,,4.28368,A5_22,0.023,,,,,,,,,,,,,,,,,,,,
,,4.28392,A5_32,0.018,,,,,,,,,,,,,,,,,,,,
,,4.28568,A5_33,0.016,,,,,,,,,,,,,,,,,,,,
,,4.28648,A5_22,0.028,,,,,,,,,,,,,,,,,,,,
,,4.28832,A5_33,0.021,,,,,,,,,,,,,,,,,,,,
,,4.28872,A5_22,0.026,,,,,,,,,,,,,,,,,,,,
,,4.29104,A5_33,0.02,,,,,,,,,,,,,,,,,,,,
,,4.29152,A5_23,0.014,,,,,,,,,,,,,,,,,,,,
,,4.29272,A5_32,0.016,,,,,,,,,,,,,,,,,,,,
,,4.294,A5_43,0.028,,,,,,,,,,,,,,,,,,,,
,,4.29568,A5_33,0.023,,,,,,,,,,,,,,,,,,,,
,,4.29608,A5_22,0.027,,,,,,,,,,,,,,,,,,,,
,,4.29872,A5_33,0.024,,,,,,,,,,,,,,,,,,,,
,,4.29928,A5_22,0.022,,,,,,,,,,,,,,,,,,,,
,,4.30224,A5_22,0.034,,,,,,,,,,,,,,,,,,,,
,,4.30328,A1_43,0.014,,,,,,,,,,,,,,,,,,,,
,,4.30456,A5_22,0.023,,,,,,,,,,,,,,,,,,,,
,,4.30864,A5_22,0.028,,,,,,,,,,,,,,,,,,,,
,,4.30872,A5_33,0.017,,,,,,,,,,,,,,,,,,,,
,,4.31096,A5_33,0.015,,,,,,,,,,,,,,,,,,,,
,,4.31328,A5_33,0.018,,,,,,,,,,,,,,,,,,,,
,,4.31336,A5_43,0.029,,,,,,,,,,,,,,,,,,,,
,,4.314,A5_32,0.021,,,,,,,,,,,,,,,,,,,,
,,4.31576,A5_22,0.033,,,,,,,,,,,,,,,,,,,,
,,4.31592,A5_43,0.028,,,,,,,,,,,,,,,,,,,,
,,4.32088,A5_33,0.024,,,,,,,,,,,,,,,,,,,,
,,4.32128,A5_22,0.022,,,,,,,,,,,,,,,,,,,,
,,4.32616,A5_22,0.021,,,,,,,,,,,,,,,,,,,,
,,4.32928,A5_22,0.02,,,,,,,,,,,,,,,,,,,,
,,4.33,A5_33,0.015,,,,,,,,,,,,,,,,,,,,
,,4.33064,A5_32,0.019,,,,,,,,,,,,,,,,,,,,
,,4.3336,A5_43,0.021,,,,,,,,,,,,,,,,,,,,
,,4.33536,A5_22,0.028,,,,,,,,,,,,,,,,,,,,
,,4.3392,A5_22,0.016,,,,,,,,,,,,,,,,,,,,
,,4.33928,A3_32,0.041,,,,,,,,,,,,,,,,,,,,
,,4.3424,A5_22,0.031,,,,,,,,,,,,,,,,,,,,
,,4.3496,A5_33,0.012,,,,,,,,,,,,,,,,,,,,
,,4.36696,A5_22,0.018,,,,,,,,,,,,,,,,,,,,
,,4.37536,A5_33,0.029,,,,,,,,,,,,,,,,,,,,
,,4.38168,A5_22,0.032,,,,,,,,,,,,,,,,,,,,
,,4.3852,A5_43,0.025,,,,,,,,,,,,,,,,,,,,
