Investigator,Ghislaine,Time (s),Electrode,Amplitude(mV),,,,,,,,,,,,,,,,,,,,
   Actual CO2 Conc.,6.80%,0.29568,A2_21,0.028,,,,,,,,,,,,,,,,,,,,
   Gas Mixer Status,Regulating,0.30536,A2_22,0.017,,,,,,,,,,,,,,,,,,,,
   AxIS Version,1.5.1.12,0.31864,B3_42,0.014,,,,,,,,,,,,,,,,,,,,
   Maestro Edge Firmware,1.5.1.12,0.32048,D3_33,0.015,,,,,,,,,,,,,,,,,,,,
   Maestro Edge BioCore Version,4B,0.32792,B4_22,0.015,,,,,,,,,,,,,,,,,,,,
,,0.33232,A2_23,0.023,,,,,,,,,,,,,,,,,,,,
Spike Detector Settings,,0.36696,C5_21,0.078,,,,,,,,,,,,,,,,,,,,
   Method,Adaptive Threshold Crossing,0.37128,A2_23,0.028,,,,,,,,,,,,,,,,,,,,
   Threshold,6,0.38544,D2_33,0.025,,,,,,,,,,,,,,,,,,,,
   Threshold Status,Variable,0.44208,A5_32,0.025,,,,,,,,,,,,,,,,,,,,
   Threshold Crossing Only,TRUE,0.46176,A2_21,0.024,,,,,,,,,,,,,,,,,,,,
   Pre-Spike Duration,0.84 ms,0.46312,C4_42,0.015,,,,,,,,,,,,,,,,,,,,
   Post-Spike Duration,2.16 ms,0.48456,A2_22,0.017,,,,,,,,,,,,,,,,,,,,
   Coincident Event Filter,Default (Well),0.50224,A2_31,0.041,,,,,,,,,,,,,,,,,,,,
   Coincidence Occurrence Threshold,4 Electrodes,0.52504,A2_31,0.03,,,,,,,,,,,,,,,,,,,,
   Coincidence Event Window,160 µs,0.53432,C5_21,0.051,,,,,,,,,,,,,,,,,,,,
   Allow Sample Overlap,FALSE,0.54384,C1_31,0.028,,,,,,,,,,,,,,,,,,,,
   Spike Count Interval,1 s,0.57208,B4_22,0.016,,,,,,,,,,,,,,,,,,,,
,,0.596,A2_23,0.021,,,,,,,,,,,,,,,,,,,,
,,0.60432,B4_22,0.016,,,,,,,,,,,,,,,,,,,,
,,0.6116,C5_21,0.07,,,,,,,,,,,,,,,,,,,,
,,0.62552,C4_42,0.016,,,,,,,,,,,,,,,,,,,,
,,0.6476,A2_23,0.03,,,,,,,,,,,,,,,,,,,,
,,0.6668,A2_23,0.023,,,,,,,,,,,,,,,,,,,,
,,0.67232,B4_32,0.012,,,,,,,,,,,,,,,,,,,,
,,0.68272,A2_21,0.02,,,,,,,,,,,,,,,,,,,,
,,0.68688,C2_33,0.013,,,,,,,,,,,,,,,,,,,,
,,0.68856,A2_23,0.057,,,,,,,,,,,,,,,,,,,,
,,0.69176,C5_21,0.064,,,,,,,,,,,,,,,,,,,,
,,0.71496,A2_13,0.021,,,,,,,,,,,,,,,,,,,,
,,0.71512,A2_31,0.023,,,,,,,,,,,,,,,,,,,,
,,0.73368,A2_31,0.034,,,,,,,,,,,,,,,,,,,,
,,0.73928,A2_23,0.024,,,,,,,,,,,,,,,,,,,,
,,0.75336,D4_31,0.017,,,,,,,,,,,,,,,,,,,,
,,0.75432,A2_12,0.024,,,,,,,,,,,,,,,,,,,,
,,0.77408,B4_32,0.013,,,,,,,,,,,,,,,,,,,,
,,0.81752,A5_32,0.026,,,,,,,,,,,,,,,,,,,,
,,0.82856,D2_21,0.018,,,,,,,,,,,,,,,,,,,,
,,0.82896,B4_32,0.011,,,,,,,,,,,,,,,,,,,,
,,0.85952,C5_21,0.055,,,,,,,,,,,,,,,,,,,,
,,0.88872,D2_21,0.039,,,,,,,,,,,,,,,,,,,,
,,0.90352,A2_31,0.019,,,,,,,,,,,,,,,,,,,,
,,0.92448,C5_21,0.06,,,,,,,,,,,,,,,,,,,,
,,0.93368,B3_33,0.013,,,,,,,,,,,,,,,,,,,,
,,0.93808,B3_42,0.015,,,,,,,,,,,,,,,,,,,,
,,0.94512,C5_21,0.062,,,,,,,,,,,,,,,,,,,,
,,1.01456,D2_21,0.037,,,,,,,,,,,,,,,,,,,,
,,1.02784,B3_33,0.016,,,,,,,,,,,,,,,,,,,,
,,1.0428,A2_12,0.034,,,,,,,,,,,,,,,,,,,,
,,1.05408,C5_21,0.062,,,,,,,,,,,,,,,,,,,,
,,1.06424,C5_21,0.045,,,,,,,,,,,,,,,,,,,,
,,1.08696,B4_32,0.013,,,,,,,,,,,,,,,,,,,,
,,1.08912,A2_23,0.023,,,,,,,,,,,,,,,,,,,,
,,1.09632,C5_21,0.043,,,,,,,,,,,,,,,,,,,,
,,1.11056,D2_21,0.026,,,,,,,,,,,,,,,,,,,,
,,1.11648,C5_31,0.015,,,,,,,,,,,,,,,,,,,,
,,1.14688,A4_43,0.021,,,,,,,,,,,,,,,,,,,,
,,1.14936,A2_31,0.052,,,,,,,,,,,,,,,,,,,,
,,1.16248,A2_21,0.024,,,,,,,,,,,,,,,,,,,,
,,1.17752,C5_21,0.06,,,,,,,,,,,,,,,,,,,,
,,1.18112,A5_32,0.023,,,,,,,,,,,,,,,,,,,,
,,1.20304,A2_21,0.032,,,,,,,,,,,,,,,,,,,,
,,1.20472,C2_33,0.02,,,,,,,,,,,,,,,,,,,,
,,1.21664,A2_31,0.028,,,,,,,,,,,,,,,,,,,,
,,1.30664,A2_22,0.019,,,,,,,,,,,,,,,,,,,,
,,1.32136,C5_21,0.05,,,,,,,,,,,,,,,,,,,,
,,1.34032,D2_21,0.021,,,,,,,,,,,,,,,,,,,,
,,1.35136,C5_21,0.038,,,,,,,,,,,,,,,,,,,,
,,1.3588,A2_12,0.031,,,,,,,,,,,,,,,,,,,,
,,1.36712,A2_31,0.023,,,,,,,,,,,,,,,,,,,,
,,1.37048,D4_31,0.024,,,,,,,,,,,,,,,,,,,,
,,1.37384,B4_22,0.017,,,,,,,,,,,,,,,,,,,,
,,1.39392,C1_31,0.017,,,,,,,,,,,,,,,,,,,,
,,1.39984,A5_32,0.024,,,,,,,,,,,,,,,,,,,,
,,1.40152,B3_42,0.016,,,,,,,,,,,,,,,,,,,,
,,1.43224,A5_41,0.011,,,,,,,,,,,,,,,,,,,,
,,1.452,D5_12,0.017,,,,,,,,,,,,,,,,,,,,
,,1.46312,D4_31,0.018,,,,,,,,,,,,,,,,,,,,
,,1.4656,B4_32,0.013,,,,,,,,,,,,,,,,,,,,
,,1.53208,C5_21,0.035,,,,,,,,,,,,,,,,,,,,
,,1.54184,C5_21,0.055,,,,,,,,,,,,,,,,,,,,
,,1.54528,C5_21,0.057,,,,,,,,,,,,,,,,,,,,
,,1.55176,A4_42,0.024,,,,,,,,,,,,,,,,,,,,
,,1.55408,B3_42,0.018,,,,,,,,,,,,,,,,,,,,
,,1.56024,D5_31,0.013,,,,,,,,,,,,,,,,,,,,
,,1.58472,A2_23,0.024,,,,,,,,,,,,,,,,,,,,
,,1.58728,A2_31,0.036,,,,,,,,,,,,,,,,,,,,
,,1.59328,C2_33,0.013,,,,,,,,,,,,,,,,,,,,
,,1.59536,A2_31,0.02,,,,,,,,,,,,,,,,,,,,
,,1.59648,A5_32,0.021,,,,,,,,,,,,,,,,,,,,
,,1.61272,A2_21,0.03,,,,,,,,,,,,,,,,,,,,
,,1.61824,A2_12,0.03,,,,,,,,,,,,,,,,,,,,
,,1.6352,C1_31,0.02,,,,,,,,,,,,,,,,,,,,
,,1.63592,A2_23,0.032,,,,,,,,,,,,,,,,,,,,
,,1.63712,D5_31,0.014,,,,,,,,,,,,,,,,,,,,
,,1.6416,D4_31,0.02,,,,,,,,,,,,,,,,,,,,
,,1.7312,C5_21,0.047,,,,,,,,,,,,,,,,,,,,
,,1.7448,C5_21,0.051,,,,,,,,,,,,,,,,,,,,
,,1.80568,D2_33,0.024,,,,,,,,,,,,,,,,,,,,
,,1.83056,B3_42,0.016,,,,,,,,,,,,,,,,,,,,
,,1.83432,A2_42,0.031,,,,,,,,,,,,,,,,,,,,
,,1.84248,C5_21,0.033,,,,,,,,,,,,,,,,,,,,
,,1.85648,C5_21,0.045,,,,,,,,,,,,,,,,,,,,
,,1.86192,D2_33,0.016,,,,,,,,,,,,,,,,,,,,
,,1.86272,A4_42,0.017,,,,,,,,,,,,,,,,,,,,
,,1.89248,A4_42,0.017,,,,,,,,,,,,,,,,,,,,
,,1.90248,B4_22,0.02,,,,,,,,,,,,,,,,,,,,
,,1.92544,C5_21,0.044,,,,,,,,,,,,,,,,,,,,
,,1.92832,A4_42,0.023,,,,,,,,,,,,,,,,,,,,
,,1.97352,A2_12,0.019,,,,,,,,,,,,,,,,,,,,
,,1.97496,B4_22,0.027,,,,,,,,,,,,,,,,,,,,
,,1.98088,C4_42,0.013,,,,,,,,,,,,,,,,,,,,
,,1.9904,A2_23,0.026,,,,,,,,,,,,,,,,,,,,
,,1.99584,A4_42,0.016,,,,,,,,,,,,,,,,,,,,
,,2.00536,C5_21,0.056,,,,,,,,,,,,,,,,,,,,
,,2.04008,A2_31,0.035,,,,,,,,,,,,,,,,,,,,
,,2.05232,D4_31,0.022,,,,,,,,,,,,,,,,,,,,
,,2.09928,D4_31,0.022,,,,,,,,,,,,,,,,,,,,
,,2.10072,A2_42,0.023,,,,,,,,,,,,,,,,,,,,
,,2.13504,A1_31,0.013,,,,,,,,,,,,,,,,,,,,
,,2.15888,C5_21,0.047,,,,,,,,,,,,,,,,,,,,
,,2.1644,C5_21,0.021,,,,,,,,,,,,,,,,,,,,
,,2.17616,D3_34,0.015,,,,,,,,,,,,,,,,,,,,
,,2.18088,A2_21,0.03,,,,,,,,,,,,,,,,,,,,
,,2.2516,B2_22,0.019,,,,,,,,,,,,,,,,,,,,
,,2.25712,A5_32,0.02,,,,,,,,,,,,,,,,,,,,
,,2.26096,B3_42,0.018,,,,,,,,,,,,,,,,,,,,
,,2.26568,C5_21,0.05,,,,,,,,,,,,,,,,,,,,
,,2.2684,C5_21,0.026,,,,,,,,,,,,,,,,,,,,
,,2.28528,D4_31,0.023,,,,,,,,,,,,,,,,,,,,
,,2.29992,A2_22,0.022,,,,,,,,,,,,,,,,,,,,
,,2.30376,B4_32,0.013,,,,,,,,,,,,,,,,,,,,
,,2.326,A2_31,0.035,,,,,,,,,,,,,,,,,,,,
,,2.36072,C5_21,0.047,,,,,,,,,,,,,,,,,,,,
,,2.37864,D2_21,0.025,,,,,,,,,,,,,,,,,,,,
,,2.41936,A4_42,0.026,,,,,,,,,,,,,,,,,,,,
,,2.42072,A2_31,0.056,,,,,,,,,,,,,,,,,,,,
,,2.43936,B3_42,0.016,,,,,,,,,,,,,,,,,,,,
,,2.48936,A2_31,0.038,,,,,,,,,,,,,,,,,,,,
,,2.4984,D2_33,0.016,,,,,,,,,,,,,,,,,,,,
,,2.51152,D5_12,0.02,,,,,,,,,,,,,,,,,,,,
,,2.51216,A2_31,0.045,,,,,,,,,,,,,,,,,,,,
,,2.52056,D1_33,0.01,,,,,,,,,,,,,,,,,,,,
,,2.5248,D4_31,0.023,,,,,,,,,,,,,,,,,,,,
,,2.5468,C5_21,0.052,,,,,,,,,,,,,,,,,,,,
,,2.56232,A5_41,0.011,,,,,,,,,,,,,,,,,,,,
,,2.56656,C5_21,0.054,,,,,,,,,,,,,,,,,,,,
,,2.57288,B4_32,0.012,,,,,,,,,,,,,,,,,,,,
,,2.5824,A5_32,0.018,,,,,,,,,,,,,,,,,,,,
,,2.60384,C5_21,0.033,,,,,,,,,,,,,,,,,,,,
,,2.61064,D3_22,0.036,,,,,,,,,,,,,,,,,,,,
,,2.62752,C5_21,0.086,,,,,,,,,,,,,,,,,,,,
,,2.6504,C5_21,0.059,,,,,,,,,,,,,,,,,,,,
,,2.69096,A2_42,0.016,,,,,,,,,,,,,,,,,,,,
,,2.74104,B3_42,0.015,,,,,,,,,,,,,,,,,,,,
,,2.7452,D2_33,0.014,,,,,,,,,,,,,,,,,,,,
,,2.7632,D5_31,0.021,,,,,,,,,,,,,,,,,,,,
,,2.78168,B4_22,0.021,,,,,,,,,,,,,,,,,,,,
,,2.78664,A2_22,0.017,,,,,,,,,,,,,,,,,,,,
,,2.79416,C5_21,0.062,,,,,,,,,,,,,,,,,,,,
,,2.81976,D2_33,0.018,,,,,,,,,,,,,,,,,,,,
,,2.82216,C2_33,0.013,,,,,,,,,,,,,,,,,,,,
,,2.82328,D4_31,0.024,,,,,,,,,,,,,,,,,,,,
,,2.82704,A2_31,0.022,,,,,,,,,,,,,,,,,,,,
,,2.84696,C5_21,0.05,,,,,,,,,,,,,,,,,,,,
,,2.86688,A2_32,0.018,,,,,,,,,,,,,,,,,,,,
,,2.88224,C4_32,0.016,,,,,,,,,,,,,,,,,,,,
,,2.90232,D4_31,0.026,,,,,,,,,,,,,,,,,,,,
,,2.90464,A2_21,0.035,,,,,,,,,,,,,,,,,,,,
,,2.9112,A2_22,0.022,,,,,,,,,,,,,,,,,,,,
,,2.91192,A2_31,0.022,,,,,,,,,,,,,,,,,,,,
,,2.91656,A2_12,0.037,,,,,,,,,,,,,,,,,,,,
,,2.9344,B3_32,0.105,,,,,,,,,,,,,,,,,,,,
,,2.94368,A1_31,0.015,,,,,,,,,,,,,,,,,,,,
,,2.97952,B3_32,0.079,,,,,,,,,,,,,,,,,,,,
,,2.98728,C5_21,0.075,,,,,,,,,,,,,,,,,,,,
,,3.008,B4_42,0.015,,,,,,,,,,,,,,,,,,,,
,,3.02608,D2_33,0.026,,,,,,,,,,,,,,,,,,,,
,,3.03104,C4_42,0.026,,,,,,,,,,,,,,,,,,,,
,,3.03504,C5_21,0.036,,,,,,,,,,,,,,,,,,,,
,,3.04512,C5_21,0.051,,,,,,,,,,,,,,,,,,,,
,,3.05784,B3_32,0.066,,,,,,,,,,,,,,,,,,,,
,,3.06184,C5_31,0.018,,,,,,,,,,,,,,,,,,,,
,,3.07112,A2_23,0.059,,,,,,,,,,,,,,,,,,,,
,,3.07936,A2_31,0.026,,,,,,,,,,,,,,,,,,,,
,,3.10056,D3_22,0.016,,,,,,,,,,,,,,,,,,,,
,,3.1072,A2_32,0.019,,,,,,,,,,,,,,,,,,,,
,,3.11664,A5_32,0.018,,,,,,,,,,,,,,,,,,,,
,,3.12624,A4_42,0.02,,,,,,,,,,,,,,,,,,,,
,,3.1276,B3_42,0.016,,,,,,,,,,,,,,,,,,,,
,,3.13368,D2_33,0.022,,,,,,,,,,,,,,,,,,,,
,,3.16944,C5_21,0.068,,,,,,,,,,,,,,,,,,,,
,,3.17968,C5_21,0.032,,,,,,,,,,,,,,,,,,,,
,,3.23392,A2_31,0.016,,,,,,,,,,,,,,,,,,,,
,,3.2352,C5_21,0.032,,,,,,,,,,,,,,,,,,,,
,,3.24256,B3_32,0.032,,,,,,,,,,,,,,,,,,,,
,,3.2684,A2_31,0.018,,,,,,,,,,,,,,,,,,,,
,,3.30312,B4_22,0.022,,,,,,,,,,,,,,,,,,,,
,,3.34704,A5_32,0.024,,,,,,,,,,,,,,,,,,,,
,,3.36504,D4_31,0.021,,,,,,,,,,,,,,,,,,,,
,,3.37288,B4_22,0.027,,,,,,,,,,,,,,,,,,,,
,,3.37952,D2_33,0.016,,,,,,,,,,,,,,,,,,,,
,,3.38864,C5_21,0.049,,,,,,,,,,,,,,,,,,,,
,,3.39392,C5_21,0.032,,,,,,,,,,,,,,,,,,,,
,,3.41136,B3_32,0.081,,,,,,,,,,,,,,,,,,,,
,,3.43048,D3_11,0.009,,,,,,,,,,,,,,,,,,,,
,,3.43912,A2_21,0.027,,,,,,,,,,,,,,,,,,,,
,,3.4588,A2_42,0.029,,,,,,,,,,,,,,,,,,,,
,,3.47048,B3_32,0.067,,,,,,,,,,,,,,,,,,,,
,,3.478,A2_31,0.025,,,,,,,,,,,,,,,,,,,,
,,3.49168,D3_11,0.012,,,,,,,,,,,,,,,,,,,,
,,3.49408,A2_23,0.048,,,,,,,,,,,,,,,,,,,,
,,3.53912,B3_32,0.056,,,,,,,,,,,,,,,,,,,,
,,3.54368,A2_31,0.029,,,,,,,,,,,,,,,,,,,,
,,3.58144,C1_31,0.029,,,,,,,,,,,,,,,,,,,,
,,3.59112,A2_21,0.023,,,,,,,,,,,,,,,,,,,,
,,3.60584,B3_32,0.058,,,,,,,,,,,,,,,,,,,,
,,3.60792,A2_31,0.026,,,,,,,,,,,,,,,,,,,,
,,3.62792,D2_33,0.027,,,,,,,,,,,,,,,,,,,,
,,3.64896,B3_32,0.052,,,,,,,,,,,,,,,,,,,,
,,3.65464,C1_31,0.023,,,,,,,,,,,,,,,,,,,,
,,3.67144,A2_31,0.022,,,,,,,,,,,,,,,,,,,,
,,3.68736,B3_32,0.031,,,,,,,,,,,,,,,,,,,,
,,3.68872,A2_42,0.022,,,,,,,,,,,,,,,,,,,,
,,3.6888,A2_12,0.034,,,,,,,,,,,,,,,,,,,,
,,3.69032,A2_31,0.034,,,,,,,,,,,,,,,,,,,,
,,3.7176,B3_32,0.032,,,,,,,,,,,,,,,,,,,,
,,3.72096,A2_23,0.047,,,,,,,,,,,,,,,,,,,,
,,3.7288,C1_31,0.018,,,,,,,,,,,,,,,,,,,,
,,3.73904,C4_32,0.014,,,,,,,,,,,,,,,,,,,,
,,3.73928,D4_31,0.021,,,,,,,,,,,,,,,,,,,,
,,3.73944,C5_21,0.081,,,,,,,,,,,,,,,,,,,,
,,3.74264,A2_31,0.031,,,,,,,,,,,,,,,,,,,,
,,3.77576,A2_31,0.032,,,,,,,,,,,,,,,,,,,,
,,3.83112,A2_31,0.047,,,,,,,,,,,,,,,,,,,,
,,3.85864,A2_31,0.021,,,,,,,,,,,,,,,,,,,,
,,3.86104,C5_21,0.058,,,,,,,,,,,,,,,,,,,,
,,3.86568,D2_33,0.019,,,,,,,,,,,,,,,,,,,,
,,3.87464,A2_31,0.026,,,,,,,,,,,,,,,,,,,,
,,3.87576,D3_22,0.033,,,,,,,,,,,,,,,,,,,,
,,3.90744,A2_32,0.016,,,,,,,,,,,,,,,,,,,,
,,3.9096,C4_23,0.018,,,,,,,,,,,,,,,,,,,,
,,3.91184,A2_22,0.022,,,,,,,,,,,,,,,,,,,,
,,3.92048,C5_21,0.027,,,,,,,,,,,,,,,,,,,,
,,3.92176,A2_31,0.028,,,,,,,,,,,,,,,,,,,,
,,3.9364,C5_21,0.067,,,,,,,,,,,,,,,,,,,,
,,3.946,C5_21,0.059,,,,,,,,,,,,,,,,,,,,
,,3.96184,B3_42,0.018,,,,,,,,,,,,,,,,,,,,
,,3.99288,A2_22,0.016,,,,,,,,,,,,,,,,,,,,
,,4.00352,D3_33,0.014,,,,,,,,,,,,,,,,,,,,
,,4.03128,C5_21,0.058,,,,,,,,,,,,,,,,,,,,
,,4.04872,A2_31,0.035,,,,,,,,,,,,,,,,,,,,
,,4.06184,A2_23,0.043,,,,,,,,,,,,,,,,,,,,
,,4.07184,C5_21,0.046,,,,,,,,,,,,,,,,,,,,
,,4.08384,A2_31,0.039,,,,,,,,,,,,,,,,,,,,
,,4.10384,B3_42,0.018,,,,,,,,,,,,,,,,,,,,
,,4.10392,C5_21,0.03,,,,,,,,,,,,,,,,,,,,
,,4.10448,B4_22,0.017,,,,,,,,,,,,,,,,,,,,
,,4.10568,C1_31,0.027,,,,,,,,,,,,,,,,,,,,
,,4.13232,C5_21,0.057,,,,,,,,,,,,,,,,,,,,
,,4.13624,A2_32,0.018,,,,,,,,,,,,,,,,,,,,
,,4.13712,A2_31,0.04,,,,,,,,,,,,,,,,,,,,
,,4.14624,D3_22,0.018,,,,,,,,,,,,,,,,,,,,
,,4.16688,C4_42,0.016,,,,,,,,,,,,,,,,,,,,
,,4.17304,B4_32,0.016,,,,,,,,,,,,,,,,,,,,
,,4.17664,B3_42,0.022,,,,,,,,,,,,,,,,,,,,
,,4.20624,A2_31,0.039,,,,,,,,,,,,,,,,,,,,
,,4.21856,A5_32,0.02,,,,,,,,,,,,,,,,,,,,
,,4.22816,D2_33,0.015,,,,,,,,,,,,,,,,,,,,
,,4.23976,C5_21,0.056,,,,,,,,,,,,,,,,,,,,
,,4.24984,A2_12,0.024,,,,,,,,,,,,,,,,,,,,
,,4.25512,D2_33,0.024,,,,,,,,,,,,,,,,,,,,
,,4.25648,D5_12,0.014,,,,,,,,,,,,,,,,,,,,
,,4.26728,D4_31,0.02,,,,,,,,,,,,,,,,,,,,
,,4.28992,C5_21,0.063,,,,,,,,,,,,,,,,,,,,
,,4.30896,A2_31,0.026,,,,,,,,,,,,,,,,,,,,
,,4.31392,C3_42,0.017,,,,,,,,,,,,,,,,,,,,
,,4.31408,C5_21,0.042,,,,,,,,,,,,,,,,,,,,
,,4.32368,A2_23,0.02,,,,,,,,,,,,,,,,,,,,
,,4.346,D3_22,0.032,,,,,,,,,,,,,,,,,,,,
,,4.36448,A2_31,0.035,,,,,,,,,,,,,,,,,,,,
,,4.37096,D4_31,0.019,,,,,,,,,,,,,,,,,,,,
,,4.38264,C5_21,0.052,,,,,,,,,,,,,,,,,,,,
,,4.39824,C5_21,0.058,,,,,,,,,,,,,,,,,,,,
,,4.39848,A5_32,0.014,,,,,,,,,,,,,,,,,,,,
,,4.43472,A2_31,0.033,,,,,,,,,,,,,,,,,,,,
,,4.44648,D2_21,0.016,,,,,,,,,,,,,,,,,,,,
,,4.45504,D2_21,0.027,,,,,,,,,,,,,,,,,,,,
,,4.49384,A2_23,0.023,,,,,,,,,,,,,,,,,,,,
,,4.50568,D5_31,0.02,,,,,,,,,,,,,,,,,,,,
,,4.5112,D2_32,0.016,,,,,,,,,,,,,,,,,,,,
,,4.52992,D2_21,0.025,,,,,,,,,,,,,,,,,,,,
,,4.53656,A2_31,0.031,,,,,,,,,,,,,,,,,,,,
,,4.53792,B3_42,0.015,,,,,,,,,,,,,,,,,,,,
,,4.54616,C3_42,0.016,,,,,,,,,,,,,,,,,,,,
,,4.55136,C5_21,0.056,,,,,,,,,,,,,,,,,,,,
,,4.56328,C5_21,0.06,,,,,,,,,,,,,,,,,,,,
,,4.5736,A2_31,0.033,,,,,,,,,,,,,,,,,,,,
,,4.5988,C5_21,0.036,,,,,,,,,,,,,,,,,,,,
,,4.61344,D3_22,0.019,,,,,,,,,,,,,,,,,,,,
,,4.64688,D5_22,0.016,,,,,,,,,,,,,,,,,,,,
,,4.65976,C5_21,0.038,,,,,,,,,,,,,,,,,,,,
,,4.66272,C1_31,0.028,,,,,,,,,,,,,,,,,,,,
,,4.68384,A4_42,0.018,,,,,,,,,,,,,,,,,,,,
,,4.68776,A2_31,0.027,,,,,,,,,,,,,,,,,,,,
,,4.69432,A2_22,0.02,,,,,,,,,,,,,,,,,,,,
,,4.70576,C1_31,0.023,,,,,,,,,,,,,,,,,,,,
,,4.72776,B4_22,0.017,,,,,,,,,,,,,,,,,,,,
,,4.73072,D5_31,0.015,,,,,,,,,,,,,,,,,,,,
,,4.73136,D4_31,0.015,,,,,,,,,,,,,,,,,,,,
,,4.74176,A2_42,0.024,,,,,,,,,,,,,,,,,,,,
,,4.77488,C5_21,0.048,,,,,,,,,,,,,,,,,,,,
,,4.78584,D2_21,0.017,,,,,,,,,,,,,,,,,,,,
,,4.78712,A2_23,0.03,,,,,,,,,,,,,,,,,,,,
,,4.79272,B3_42,0.016,,,,,,,,,,,,,,,,,,,,
,,4.8164,A2_23,0.021,,,,,,,,,,,,,,,,,,,,
,,4.84,C5_21,0.033,,,,,,,,,,,,,,,,,,,,
,,4.8408,A2_31,0.019,,,,,,,,,,,,,,,,,,,,
,,4.84704,D2_33,0.014,,,,,,,,,,,,,,,,,,,,
,,4.85168,C5_21,0.03,,,,,,,,,,,,,,,,,,,,
,,4.89208,C5_21,0.059,,,,,,,,,,,,,,,,,,,,
,,4.89952,D2_32,0.016,,,,,,,,,,,,,,,,,,,,
,,4.92048,A2_22,0.018,,,,,,,,,,,,,,,,,,,,
,,4.944,D3_33,0.013,,,,,,,,,,,,,,,,,,,,
,,4.94544,D2_33,0.023,,,,,,,,,,,,,,,,,,,,
,,4.95104,A2_42,0.021,,,,,,,,,,,,,,,,,,,,
,,4.96952,D2_21,0.024,,,,,,,,,,,,,,,,,,,,
,,4.99296,A2_21,0.032,,,,,,,,,,,,,,,,,,,,
,,5.00928,C5_21,0.046,,,,,,,,,,,,,,,,,,,,
,,5.0132,C5_21,0.055,,,,,,,,,,,,,,,,,,,,
,,5.01632,C5_21,0.032,,,,,,,,,,,,,,,,,,,,
,,5.0268,A2_22,0.019,,,,,,,,,,,,,,,,,,,,
,,5.06744,C5_21,0.032,,,,,,,,,,,,,,,,,,,,
,,5.07088,C5_21,0.03,,,,,,,,,,,,,,,,,,,,
,,5.08056,C5_21,0.035,,,,,,,,,,,,,,,,,,,,
,,5.14792,A2_23,0.019,,,,,,,,,,,,,,,,,,,,
,,5.14992,C5_21,0.068,,,,,,,,,,,,,,,,,,,,
,,5.1624,C5_21,0.05,,,,,,,,,,,,,,,,,,,,
,,5.19264,D2_21,0.016,,,,,,,,,,,,,,,,,,,,
,,5.20568,A2_21,0.024,,,,,,,,,,,,,,,,,,,,
,,5.20792,A2_23,0.055,,,,,,,,,,,,,,,,,,,,
,,5.21864,A2_21,0.035,,,,,,,,,,,,,,,,,,,,
,,5.23048,B3_42,0.019,,,,,,,,,,,,,,,,,,,,
,,5.25584,A2_12,0.026,,,,,,,,,,,,,,,,,,,,
,,5.27064,D2_33,0.017,,,,,,,,,,,,,,,,,,,,
,,5.27568,A2_42,0.024,,,,,,,,,,,,,,,,,,,,
,,5.27888,C5_21,0.047,,,,,,,,,,,,,,,,,,,,
,,5.28088,C2_33,0.013,,,,,,,,,,,,,,,,,,,,
,,5.33048,D5_22,0.015,,,,,,,,,,,,,,,,,,,,
,,5.3648,C5_21,0.051,,,,,,,,,,,,,,,,,,,,
,,5.37696,D4_31,0.032,,,,,,,,,,,,,,,,,,,,
,,5.37712,A1_31,0.017,,,,,,,,,,,,,,,,,,,,
,,5.38592,D4_31,0.021,,,,,,,,,,,,,,,,,,,,
