Investigator,Ghislaine,Time (s),Electrode,Amplitude(mV),,,,,,,,,,,,,,,,,,,,
,,13.87952,C5_42,0.019,,,,,,,,,,,,,,,,,,,,
,,13.89416,D5_32,0.012,,,,,,,,,,,,,,,,,,,,
,,13.96584,B3_42,0.017,,,,,,,,,,,,,,,,,,,,
,,14.27832,A2_22,0.013,,,,,,,,,,,,,,,,,,,,
,,14.2944,D5_32,0.012,,,,,,,,,,,,,,,,,,,,
,,14.4056,D4_23,0.014,,,,,,,,,,,,,,,,,,,,
,,14.5616,B5_42,0.014,,,,,,,,,,,,,,,,,,,,
,,14.79784,A2_23,0.013,,,,,,,,,,,,,,,,,,,,
,,14.86376,A3_23,0.015,,,,,,,,,,,,,,,,,,,,
,,15.56208,C5_34,0.015,,,,,,,,,,,,,,,,,,,,
,,15.7776,B3_44,0.012,,,,,,,,,,,,,,,,,,,,
,,16.7636,C1_22,0.01,,,,,,,,,,,,,,,,,,,,
,,16.80992,D3_42,0.016,,,,,,,,,,,,,,,,,,,,
,,16.87096,D3_42,0.021,,,,,,,,,,,,,,,,,,,,
,,17.26776,C3_23,0.012,,,,,,,,,,,,,,,,,,,,
,,17.50336,A1_23,0.025,,,,,,,,,,,,,,,,,,,,
,,17.59088,C1_34,0.014,,,,,,,,,,,,,,,,,,,,
,,17.72472,B1_32,0.013,,,,,,,,,,,,,,,,,,,,
,,18.22696,C5_43,0.02,,,,,,,,,,,,,,,,,,,,
,,18.66528,D5_32,0.014,,,,,,,,,,,,,,,,,,,,
,,18.96624,D1_41,0.003,,,,,,,,,,,,,,,,,,,,
,,19.01224,A2_11,0.016,,,,,,,,,,,,,,,,,,,,
,,19.1984,A2_11,0.013,,,,,,,,,,,,,,,,,,,,
,,19.44912,D1_43,0.014,,,,,,,,,,,,,,,,,,,,
,,19.70944,B5_33,0.014,,,,,,,,,,,,,,,,,,,,
,,20.254,C3_22,0.014,,,,,,,,,,,,,,,,,,,,
,,20.88216,C1_44,0.011,,,,,,,,,,,,,,,,,,,,
,,21.0128,C5_34,0.014,,,,,,,,,,,,,,,,,,,,
,,21.16816,B5_43,0.013,,,,,,,,,,,,,,,,,,,,
,,21.348,C5_43,0.015,,,,,,,,,,,,,,,,,,,,
,,21.72328,A2_11,0.015,,,,,,,,,,,,,,,,,,,,
,,21.8736,A2_21,0.013,,,,,,,,,,,,,,,,,,,,
,,22.4472,C3_23,0.013,,,,,,,,,,,,,,,,,,,,
,,22.47584,A1_34,0.016,,,,,,,,,,,,,,,,,,,,
,,22.74096,C3_23,0.012,,,,,,,,,,,,,,,,,,,,
,,23.30696,C3_23,0.013,,,,,,,,,,,,,,,,,,,,
,,23.31784,C1_44,0.013,,,,,,,,,,,,,,,,,,,,
,,23.83824,C5_42,0.018,,,,,,,,,,,,,,,,,,,,
,,24.45968,C3_23,0.013,,,,,,,,,,,,,,,,,,,,
,,25.0888,D5_32,0.015,,,,,,,,,,,,,,,,,,,,
,,25.6688,B3_42,0.014,,,,,,,,,,,,,,,,,,,,
,,25.8024,B5_42,0.013,,,,,,,,,,,,,,,,,,,,
,,26.19664,C3_23,0.012,,,,,,,,,,,,,,,,,,,,
,,26.34672,B5_22,0.011,,,,,,,,,,,,,,,,,,,,
,,26.41576,C3_23,0.013,,,,,,,,,,,,,,,,,,,,
,,26.86904,D3_42,0.017,,,,,,,,,,,,,,,,,,,,
,,27.0412,D3_42,0.019,,,,,,,,,,,,,,,,,,,,
,,27.52808,A1_23,0.017,,,,,,,,,,,,,,,,,,,,
,,28.28384,A1_23,0.014,,,,,,,,,,,,,,,,,,,,
,,28.58768,A1_23,0.017,,,,,,,,,,,,,,,,,,,,
,,28.68864,C5_34,0.021,,,,,,,,,,,,,,,,,,,,
,,28.80824,D3_42,0.019,,,,,,,,,,,,,,,,,,,,
,,29.18216,B3_43,0.014,,,,,,,,,,,,,,,,,,,,
,,29.71616,A1_34,0.016,,,,,,,,,,,,,,,,,,,,
,,30.11024,B3_13,0.011,,,,,,,,,,,,,,,,,,,,
,,30.19768,B5_21,0.015,,,,,,,,,,,,,,,,,,,,
,,30.36056,A3_23,0.016,,,,,,,,,,,,,,,,,,,,
,,31.02808,C1_44,0.013,,,,,,,,,,,,,,,,,,,,
,,31.63184,B3_43,0.011,,,,,,,,,,,,,,,,,,,,
,,31.77192,D4_23,0.016,,,,,,,,,,,,,,,,,,,,
,,31.85888,B3_43,0.011,,,,,,,,,,,,,,,,,,,,
,,32.02576,C5_43,0.015,,,,,,,,,,,,,,,,,,,,
,,32.05648,C3_32,0.014,,,,,,,,,,,,,,,,,,,,
,,32.05728,D1_24,0.013,,,,,,,,,,,,,,,,,,,,
,,32.38784,B4_33,0.011,,,,,,,,,,,,,,,,,,,,
,,32.47856,C3_23,0.012,,,,,,,,,,,,,,,,,,,,
,,32.85496,C5_42,0.019,,,,,,,,,,,,,,,,,,,,
,,33.08384,B3_43,0.012,,,,,,,,,,,,,,,,,,,,
,,33.25256,C5_42,0.019,,,,,,,,,,,,,,,,,,,,
,,33.27048,C1_31,0.011,,,,,,,,,,,,,,,,,,,,
,,33.35352,D3_13,0.017,,,,,,,,,,,,,,,,,,,,
,,33.58648,C3_23,0.013,,,,,,,,,,,,,,,,,,,,
,,33.95872,C5_42,0.02,,,,,,,,,,,,,,,,,,,,
,,33.96056,A2_31,0.017,,,,,,,,,,,,,,,,,,,,
,,34.7224,A3_23,0.014,,,,,,,,,,,,,,,,,,,,
,,34.72408,D3_13,0.016,,,,,,,,,,,,,,,,,,,,
,,34.96712,D4_34,0.016,,,,,,,,,,,,,,,,,,,,
,,35.48392,B2_24,0.012,,,,,,,,,,,,,,,,,,,,
,,35.8076,A1_23,0.018,,,,,,,,,,,,,,,,,,,,
,,36.3304,A1_23,0.026,,,,,,,,,,,,,,,,,,,,
,,36.36096,C1_34,0.013,,,,,,,,,,,,,,,,,,,,
,,36.67856,C5_43,0.019,,,,,,,,,,,,,,,,,,,,
,,36.82312,A2_12,0.015,,,,,,,,,,,,,,,,,,,,
,,36.9096,B3_43,0.014,,,,,,,,,,,,,,,,,,,,
,,37.07504,D5_32,0.013,,,,,,,,,,,,,,,,,,,,
,,37.07872,C5_42,0.017,,,,,,,,,,,,,,,,,,,,
,,37.44664,B6_22,0.014,,,,,,,,,,,,,,,,,,,,
,,37.58056,A2_12,0.017,,,,,,,,,,,,,,,,,,,,
,,37.66,C5_43,0.018,,,,,,,,,,,,,,,,,,,,
,,37.76064,A2_31,0.015,,,,,,,,,,,,,,,,,,,,
,,37.76664,B5_33,0.013,,,,,,,,,,,,,,,,,,,,
,,38.31256,A3_23,0.011,,,,,,,,,,,,,,,,,,,,
,,38.65336,A1_23,0.014,,,,,,,,,,,,,,,,,,,,
,,38.86528,B3_43,0.012,,,,,,,,,,,,,,,,,,,,
,,38.922,C5_42,0.018,,,,,,,,,,,,,,,,,,,,
,,39.43168,C5_42,0.014,,,,,,,,,,,,,,,,,,,,
,,39.648,B3_43,0.011,,,,,,,,,,,,,,,,,,,,
,,39.71464,B3_43,0.011,,,,,,,,,,,,,,,,,,,,
,,40.32616,A1_34,0.017,,,,,,,,,,,,,,,,,,,,
,,40.68224,A3_23,0.017,,,,,,,,,,,,,,,,,,,,
,,40.77592,D2_44,0.016,,,,,,,,,,,,,,,,,,,,
,,40.94208,C3_32,0.013,,,,,,,,,,,,,,,,,,,,
,,41.12328,A3_23,0.016,,,,,,,,,,,,,,,,,,,,
,,42.86888,A2_23,0.013,,,,,,,,,,,,,,,,,,,,
,,42.90184,C5_34,0.013,,,,,,,,,,,,,,,,,,,,
,,43.6456,B3_22,0.011,,,,,,,,,,,,,,,,,,,,
,,43.7552,D2_32,0.014,,,,,,,,,,,,,,,,,,,,
,,44.38328,A1_23,0.013,,,,,,,,,,,,,,,,,,,,
,,44.41824,A5_23,0.011,,,,,,,,,,,,,,,,,,,,
,,44.56376,B3_43,0.012,,,,,,,,,,,,,,,,,,,,
,,44.70704,A5_42,0.014,,,,,,,,,,,,,,,,,,,,
,,44.95184,B3_43,0.013,,,,,,,,,,,,,,,,,,,,
,,45.02968,C5_42,0.018,,,,,,,,,,,,,,,,,,,,
,,45.15592,C5_43,0.015,,,,,,,,,,,,,,,,,,,,
,,45.90768,A3_23,0.013,,,,,,,,,,,,,,,,,,,,
,,45.93,A1_44,0.014,,,,,,,,,,,,,,,,,,,,
,,46.11544,C3_22,0.016,,,,,,,,,,,,,,,,,,,,
,,46.16768,B1_32,0.015,,,,,,,,,,,,,,,,,,,,
,,47.11496,B3_43,0.012,,,,,,,,,,,,,,,,,,,,
,,47.75088,C5_42,0.014,,,,,,,,,,,,,,,,,,,,
,,47.75344,A3_23,0.013,,,,,,,,,,,,,,,,,,,,
,,48.12952,C5_34,0.016,,,,,,,,,,,,,,,,,,,,
,,48.16656,D2_24,0.012,,,,,,,,,,,,,,,,,,,,
,,48.2012,A1_34,0.016,,,,,,,,,,,,,,,,,,,,
,,48.20864,A3_23,0.014,,,,,,,,,,,,,,,,,,,,
,,48.40576,B3_33,0.013,,,,,,,,,,,,,,,,,,,,
,,48.62576,C1_34,0.013,,,,,,,,,,,,,,,,,,,,
,,48.74896,C1_34,0.015,,,,,,,,,,,,,,,,,,,,
,,48.85184,C3_23,0.016,,,,,,,,,,,,,,,,,,,,
,,49.1856,A1_23,0.021,,,,,,,,,,,,,,,,,,,,
,,50.06264,A5_31,0.013,,,,,,,,,,,,,,,,,,,,
,,50.066,D4_23,0.02,,,,,,,,,,,,,,,,,,,,
,,50.13536,C5_42,0.018,,,,,,,,,,,,,,,,,,,,
,,50.24736,C1_44,0.014,,,,,,,,,,,,,,,,,,,,
,,50.25536,C6_22,0.014,,,,,,,,,,,,,,,,,,,,
,,50.40936,A2_11,0.014,,,,,,,,,,,,,,,,,,,,
,,50.40944,B3_33,0.013,,,,,,,,,,,,,,,,,,,,
,,50.802,D4_23,0.013,,,,,,,,,,,,,,,,,,,,
,,51.27888,C5_34,0.017,,,,,,,,,,,,,,,,,,,,
,,51.468,C3_23,0.013,,,,,,,,,,,,,,,,,,,,
,,51.598,C5_42,0.015,,,,,,,,,,,,,,,,,,,,
,,51.69912,B3_43,0.013,,,,,,,,,,,,,,,,,,,,
,,51.7748,A2_13,0.013,,,,,,,,,,,,,,,,,,,,
,,52.18936,B5_21,0.014,,,,,,,,,,,,,,,,,,,,
,,52.3824,A2_21,0.016,,,,,,,,,,,,,,,,,,,,
,,52.73664,C5_42,0.017,,,,,,,,,,,,,,,,,,,,
,,52.74784,D5_32,0.011,,,,,,,,,,,,,,,,,,,,
,,52.7572,B3_43,0.012,,,,,,,,,,,,,,,,,,,,
,,52.7956,B3_43,0.012,,,,,,,,,,,,,,,,,,,,
,,52.84016,C6_21,0.014,,,,,,,,,,,,,,,,,,,,
,,52.88568,B1_32,0.012,,,,,,,,,,,,,,,,,,,,
,,53.02144,A2_13,0.017,,,,,,,,,,,,,,,,,,,,
,,53.03104,A2_12,0.015,,,,,,,,,,,,,,,,,,,,
,,53.302,B5_21,0.018,,,,,,,,,,,,,,,,,,,,
,,53.38088,B3_43,0.014,,,,,,,,,,,,,,,,,,,,
,,53.48064,B3_43,0.011,,,,,,,,,,,,,,,,,,,,
,,53.64648,C5_43,0.016,,,,,,,,,,,,,,,,,,,,
,,54.5604,B1_32,0.015,,,,,,,,,,,,,,,,,,,,
,,54.6072,A1_23,0.021,,,,,,,,,,,,,,,,,,,,
,,54.71216,C5_34,0.012,,,,,,,,,,,,,,,,,,,,
,,54.994,B2_24,0.014,,,,,,,,,,,,,,,,,,,,
,,55.20176,C1_43,0.012,,,,,,,,,,,,,,,,,,,,
,,55.67048,B4_33,0.012,,,,,,,,,,,,,,,,,,,,
,,55.7304,A1_23,0.017,,,,,,,,,,,,,,,,,,,,
,,55.96896,C5_42,0.02,,,,,,,,,,,,,,,,,,,,
,,56.6284,C3_22,0.017,,,,,,,,,,,,,,,,,,,,
,,56.99824,C3_23,0.017,,,,,,,,,,,,,,,,,,,,
,,57.46472,D5_32,0.016,,,,,,,,,,,,,,,,,,,,
,,58.19872,A5_23,0.013,,,,,,,,,,,,,,,,,,,,
,,58.2164,A2_11,0.014,,,,,,,,,,,,,,,,,,,,
,,58.23568,A1_34,0.017,,,,,,,,,,,,,,,,,,,,
,,58.284,A5_23,0.012,,,,,,,,,,,,,,,,,,,,
,,58.4128,A1_12,0.012,,,,,,,,,,,,,,,,,,,,
,,59.36488,D5_32,0.013,,,,,,,,,,,,,,,,,,,,
,,59.41136,A1_23,0.023,,,,,,,,,,,,,,,,,,,,
,,59.52192,C5_32,0.014,,,,,,,,,,,,,,,,,,,,
,,59.54072,D1_43,0.014,,,,,,,,,,,,,,,,,,,,
,,59.84936,B2_24,0.013,,,,,,,,,,,,,,,,,,,,
,,60.99096,A3_23,0.014,,,,,,,,,,,,,,,,,,,,
,,61.15968,D2_32,0.015,,,,,,,,,,,,,,,,,,,,
,,61.42088,A2_13,0.015,,,,,,,,,,,,,,,,,,,,
,,61.88048,B5_21,0.013,,,,,,,,,,,,,,,,,,,,
,,62.23176,D4_34,0.014,,,,,,,,,,,,,,,,,,,,
,,62.6232,D4_23,0.015,,,,,,,,,,,,,,,,,,,,
,,62.70456,A2_12,0.016,,,,,,,,,,,,,,,,,,,,
,,62.76896,B2_24,0.014,,,,,,,,,,,,,,,,,,,,
,,62.8256,C5_34,0.016,,,,,,,,,,,,,,,,,,,,
,,62.97824,D1_43,0.013,,,,,,,,,,,,,,,,,,,,
,,63.08584,A3_23,0.015,,,,,,,,,,,,,,,,,,,,
,,63.20192,A5_23,0.015,,,,,,,,,,,,,,,,,,,,
,,63.30032,A5_23,0.012,,,,,,,,,,,,,,,,,,,,
,,63.4192,C1_44,0.014,,,,,,,,,,,,,,,,,,,,
,,63.5788,A5_23,0.012,,,,,,,,,,,,,,,,,,,,
,,63.58944,C5_43,0.016,,,,,,,,,,,,,,,,,,,,
,,64.03864,C1_44,0.013,,,,,,,,,,,,,,,,,,,,
,,64.08128,B3_23,0.013,,,,,,,,,,,,,,,,,,,,
,,64.11936,A3_23,0.014,,,,,,,,,,,,,,,,,,,,
,,64.14432,B2_24,0.016,,,,,,,,,,,,,,,,,,,,
,,64.25768,B2_24,0.01,,,,,,,,,,,,,,,,,,,,
,,64.43616,C1_44,0.013,,,,,,,,,,,,,,,,,,,,
,,64.72448,C3_33,0.014,,,,,,,,,,,,,,,,,,,,
,,64.75928,B3_34,0.015,,,,,,,,,,,,,,,,,,,,
,,65.0172,A5_31,0.009,,,,,,,,,,,,,,,,,,,,
,,65.2808,C5_43,0.017,,,,,,,,,,,,,,,,,,,,
,,65.6004,C3_33,0.013,,,,,,,,,,,,,,,,,,,,
,,65.6428,A1_34,0.016,,,,,,,,,,,,,,,,,,,,
,,65.70848,B4_33,0.014,,,,,,,,,,,,,,,,,,,,
,,65.81104,A3_23,0.014,,,,,,,,,,,,,,,,,,,,
,,66.25376,B3_43,0.012,,,,,,,,,,,,,,,,,,,,
,,66.2948,C5_34,0.016,,,,,,,,,,,,,,,,,,,,
,,66.3412,C3_22,0.016,,,,,,,,,,,,,,,,,,,,
,,66.94448,C5_42,0.015,,,,,,,,,,,,,,,,,,,,
,,67.166,C6_22,0.013,,,,,,,,,,,,,,,,,,,,
,,67.97152,A3_23,0.017,,,,,,,,,,,,,,,,,,,,
,,67.98944,B1_44,0.016,,,,,,,,,,,,,,,,,,,,
,,68.11832,A5_23,0.013,,,,,,,,,,,,,,,,,,,,
,,68.22856,A1_23,0.021,,,,,,,,,,,,,,,,,,,,
,,68.41672,B1_32,0.012,,,,,,,,,,,,,,,,,,,,
,,68.5272,B5_42,0.014,,,,,,,,,,,,,,,,,,,,
,,68.58208,B3_43,0.012,,,,,,,,,,,,,,,,,,,,
,,68.60656,C5_22,0.011,,,,,,,,,,,,,,,,,,,,
,,69.36368,A1_23,0.015,,,,,,,,,,,,,,,,,,,,
,,70.03816,A5_23,0.012,,,,,,,,,,,,,,,,,,,,
,,70.6596,D2_24,0.018,,,,,,,,,,,,,,,,,,,,
,,70.86992,C1_43,0.012,,,,,,,,,,,,,,,,,,,,
,,71.13288,D2_24,0.016,,,,,,,,,,,,,,,,,,,,
,,71.41248,B3_43,0.012,,,,,,,,,,,,,,,,,,,,
,,71.79136,C5_34,0.013,,,,,,,,,,,,,,,,,,,,
,,72.11976,A2_14,0.01,,,,,,,,,,,,,,,,,,,,
,,72.13784,A5_23,0.012,,,,,,,,,,,,,,,,,,,,
,,72.42312,A1_23,0.024,,,,,,,,,,,,,,,,,,,,
,,72.7496,C3_33,0.015,,,,,,,,,,,,,,,,,,,,
,,72.75048,B1_32,0.015,,,,,,,,,,,,,,,,,,,,
,,73.13032,A3_23,0.014,,,,,,,,,,,,,,,,,,,,
,,73.22496,A2_12,0.016,,,,,,,,,,,,,,,,,,,,
,,73.49696,B4_24,0.014,,,,,,,,,,,,,,,,,,,,
,,73.79912,C5_42,0.018,,,,,,,,,,,,,,,,,,,,
,,73.80256,C5_43,0.015,,,,,,,,,,,,,,,,,,,,
,,74.17408,A3_23,0.015,,,,,,,,,,,,,,,,,,,,
,,74.38144,D2_32,0.016,,,,,,,,,,,,,,,,,,,,
,,74.4692,A6_33,0.016,,,,,,,,,,,,,,,,,,,,
,,74.67848,C3_23,0.015,,,,,,,,,,,,,,,,,,,,
,,74.76248,C3_23,0.015,,,,,,,,,,,,,,,,,,,,
,,75.0644,C5_43,0.015,,,,,,,,,,,,,,,,,,,,
,,75.26048,D1_41,0.005,,,,,,,,,,,,,,,,,,,,
,,75.62256,D4_34,0.015,,,,,,,,,,,,,,,,,,,,
,,75.73496,B5_22,0.012,,,,,,,,,,,,,,,,,,,,
,,75.93664,C5_43,0.016,,,,,,,,,,,,,,,,,,,,
,,75.96432,A1_23,0.014,,,,,,,,,,,,,,,,,,,,
,,76.36112,B5_42,0.015,,,,,,,,,,,,,,,,,,,,
,,76.93672,A3_23,0.012,,,,,,,,,,,,,,,,,,,,
,,77.04376,C3_22,0.015,,,,,,,,,,,,,,,,,,,,
,,77.09552,C5_42,0.016,,,,,,,,,,,,,,,,,,,,
,,77.33536,C3_32,0.013,,,,,,,,,,,,,,,,,,,,
,,77.7508,A2_23,0.013,,,,,,,,,,,,,,,,,,,,
,,78.07144,C5_34,0.014,,,,,,,,,,,,,,,,,,,,
,,78.17408,C5_42,0.015,,,,,,,,,,,,,,,,,,,,
,,78.17864,C5_34,0.016,,,,,,,,,,,,,,,,,,,,
,,78.80952,B2_24,0.011,,,,,,,,,,,,,,,,,,,,
,,79.2436,D4_34,0.014,,,,,,,,,,,,,,,,,,,,
,,79.6272,A2_11,0.014,,,,,,,,,,,,,,,,,,,,
,,79.93104,B5_42,0.014,,,,,,,,,,,,,,,,,,,,
,,80.06456,D4_34,0.02,,,,,,,,,,,,,,,,,,,,
,,80.13336,C5_42,0.021,,,,,,,,,,,,,,,,,,,,
,,80.4788,B2_24,0.013,,,,,,,,,,,,,,,,,,,,
,,80.62128,A2_11,0.016,,,,,,,,,,,,,,,,,,,,
,,80.698,C1_44,0.011,,,,,,,,,,,,,,,,,,,,
,,80.74448,C3_33,0.013,,,,,,,,,,,,,,,,,,,,
,,81.62616,D5_33,0.015,,,,,,,,,,,,,,,,,,,,
,,81.6984,A2_11,0.015,,,,,,,,,,,,,,,,,,,,
,,81.97992,A2_11,0.015,,,,,,,,,,,,,,,,,,,,
,,82.206,A5_23,0.012,,,,,,,,,,,,,,,,,,,,
,,82.28464,A5_23,0.012,,,,,,,,,,,,,,,,,,,,
,,82.514,A5_23,0.012,,,,,,,,,,,,,,,,,,,,
,,82.73624,D4_23,0.018,,,,,,,,,,,,,,,,,,,,
,,82.7868,B3_43,0.014,,,,,,,,,,,,,,,,,,,,
,,82.9712,D2_32,0.013,,,,,,,,,,,,,,,,,,,,
,,83.2328,A5_23,0.011,,,,,,,,,,,,,,,,,,,,
,,83.31368,A2_31,0.019,,,,,,,,,,,,,,,,,,,,
,,83.49056,A5_23,0.014,,,,,,,,,,,,,,,,,,,,
,,83.70272,A1_23,0.019,,,,,,,,,,,,,,,,,,,,
,,83.73496,C3_23,0.012,,,,,,,,,,,,,,,,,,,,
,,84.03512,C5_42,0.012,,,,,,,,,,,,,,,,,,,,
,,84.1164,A2_11,0.013,,,,,,,,,,,,,,,,,,,,
,,84.11904,A1_23,0.016,,,,,,,,,,,,,,,,,,,,
,,84.61448,C5_42,0.013,,,,,,,,,,,,,,,,,,,,
,,84.66472,C5_34,0.014,,,,,,,,,,,,,,,,,,,,
,,84.75024,C1_34,0.015,,,,,,,,,,,,,,,,,,,,
,,85.45048,B3_43,0.015,,,,,,,,,,,,,,,,,,,,
,,85.54272,B4_43,0.017,,,,,,,,,,,,,,,,,,,,
,,85.75048,A3_23,0.014,,,,,,,,,,,,,,,,,,,,
,,85.76528,C5_43,0.015,,,,,,,,,,,,,,,,,,,,
,,86.0624,C5_42,0.014,,,,,,,,,,,,,,,,,,,,
,,86.10424,B5_33,0.012,,,,,,,,,,,,,,,,,,,,
,,87.37208,C3_33,0.017,,,,,,,,,,,,,,,,,,,,
,,87.70464,B4_24,0.015,,,,,,,,,,,,,,,,,,,,
,,88.7284,B3_43,0.01,,,,,,,,,,,,,,,,,,,,
,,89.34384,D1_43,0.014,,,,,,,,,,,,,,,,,,,,
,,89.62544,A2_11,0.015,,,,,,,,,,,,,,,,,,,,
,,90.404,C5_34,0.014,,,,,,,,,,,,,,,,,,,,
,,90.63664,B3_43,0.013,,,,,,,,,,,,,,,,,,,,
,,90.88424,D2_32,0.015,,,,,,,,,,,,,,,,,,,,
,,91.03864,A2_21,0.014,,,,,,,,,,,,,,,,,,,,
,,91.18832,A2_23,0.015,,,,,,,,,,,,,,,,,,,,
,,92.3032,B1_31,0.012,,,,,,,,,,,,,,,,,,,,
,,92.64344,A1_23,0.02,,,,,,,,,,,,,,,,,,,,
,,92.73448,D4_34,0.02,,,,,,,,,,,,,,,,,,,,
,,93.14192,B5_21,0.013,,,,,,,,,,,,,,,,,,,,
,,93.924,B3_43,0.011,,,,,,,,,,,,,,,,,,,,
,,93.99312,D1_41,0.003,,,,,,,,,,,,,,,,,,,,
,,94.03312,A2_13,0.014,,,,,,,,,,,,,,,,,,,,
,,94.18416,C5_42,0.017,,,,,,,,,,,,,,,,,,,,
,,94.2012,B3_14,0.011,,,,,,,,,,,,,,,,,,,,
,,94.23352,C5_42,0.017,,,,,,,,,,,,,,,,,,,,
,,94.63752,A2_11,0.017,,,,,,,,,,,,,,,,,,,,
,,94.7248,D3_14,0.012,,,,,,,,,,,,,,,,,,,,
,,95.11376,C5_43,0.014,,,,,,,,,,,,,,,,,,,,
,,95.45104,B3_43,0.01,,,,,,,,,,,,,,,,,,,,
,,95.7224,C3_23,0.013,,,,,,,,,,,,,,,,,,,,
,,95.86776,C5_43,0.017,,,,,,,,,,,,,,,,,,,,
,,96.13152,C5_42,0.016,,,,,,,,,,,,,,,,,,,,
,,96.36336,A5_23,0.012,,,,,,,,,,,,,,,,,,,,
,,96.63048,B3_43,0.012,,,,,,,,,,,,,,,,,,,,
,,96.65376,C5_42,0.016,,,,,,,,,,,,,,,,,,,,
,,96.74864,A1_23,0.021,,,,,,,,,,,,,,,,,,,,
,,97.08192,C5_42,0.019,,,,,,,,,,,,,,,,,,,,
,,97.14112,A1_23,0.016,,,,,,,,,,,,,,,,,,,,
,,97.2972,D2_44,0.013,,,,,,,,,,,,,,,,,,,,
,,97.41864,C5_34,0.014,,,,,,,,,,,,,,,,,,,,
,,97.85456,B4_43,0.018,,,,,,,,,,,,,,,,,,,,
,,98.40992,C5_42,0.016,,,,,,,,,,,,,,,,,,,,
,,98.43696,A2_13,0.015,,,,,,,,,,,,,,,,,,,,
,,98.43976,B3_43,0.013,,,,,,,,,,,,,,,,,,,,
,,98.66312,C3_33,0.013,,,,,,,,,,,,,,,,,,,,
,,99.19576,D2_32,0.015,,,,,,,,,,,,,,,,,,,,
