Investigator,Ghislaine,Time (s),Electrode,Amplitude(mV),,,,,,,,,,,,,,,,,,,,
,,38.52184,D1_43,0.015,,,,,,,,,,,,,,,,,,,,
,,38.57048,D1_43,0.014,,,,,,,,,,,,,,,,,,,,
,,38.60336,C6_44,0.019,,,,,,,,,,,,,,,,,,,,
,,39.662,D1_43,0.016,,,,,,,,,,,,,,,,,,,,
,,40.90408,C6_33,0.011,,,,,,,,,,,,,,,,,,,,
,,42.08856,D1_44,0.022,,,,,,,,,,,,,,,,,,,,
,,42.51592,A3_34,0.012,,,,,,,,,,,,,,,,,,,,
,,43.01624,D6_44,0.011,,,,,,,,,,,,,,,,,,,,
,,43.07272,B3_21,0.007,,,,,,,,,,,,,,,,,,,,
,,43.22856,A3_34,0.014,,,,,,,,,,,,,,,,,,,,
,,43.86336,B3_21,0.013,,,,,,,,,,,,,,,,,,,,
,,44.05488,D1_43,0.019,,,,,,,,,,,,,,,,,,,,
,,44.09568,B1_23,0.013,,,,,,,,,,,,,,,,,,,,
,,45.29952,D1_24,0.014,,,,,,,,,,,,,,,,,,,,
,,46.30512,A3_34,0.015,,,,,,,,,,,,,,,,,,,,
,,46.57552,B3_21,0.007,,,,,,,,,,,,,,,,,,,,
,,47.23616,D1_43,0.016,,,,,,,,,,,,,,,,,,,,
,,47.38888,A6_42,0.012,,,,,,,,,,,,,,,,,,,,
,,48.54688,C6_44,0.019,,,,,,,,,,,,,,,,,,,,
,,49.5548,A6_12,0.015,,,,,,,,,,,,,,,,,,,,
,,49.58248,D1_24,0.019,,,,,,,,,,,,,,,,,,,,
,,49.66976,A6_42,0.012,,,,,,,,,,,,,,,,,,,,
,,50.52728,A6_12,0.016,,,,,,,,,,,,,,,,,,,,
,,51.21544,A6_12,0.011,,,,,,,,,,,,,,,,,,,,
,,52.12176,A6_12,0.015,,,,,,,,,,,,,,,,,,,,
,,52.25776,D1_43,0.019,,,,,,,,,,,,,,,,,,,,
,,57.20368,A6_12,0.019,,,,,,,,,,,,,,,,,,,,
,,58.15728,B3_21,0.009,,,,,,,,,,,,,,,,,,,,
,,59.134,C6_43,0.01,,,,,,,,,,,,,,,,,,,,
,,59.93648,D1_43,0.017,,,,,,,,,,,,,,,,,,,,
,,60.28872,B3_21,0.01,,,,,,,,,,,,,,,,,,,,
,,60.29752,A4_31,0.011,,,,,,,,,,,,,,,,,,,,
,,61.5128,D1_42,0.012,,,,,,,,,,,,,,,,,,,,
,,61.94184,A6_42,0.013,,,,,,,,,,,,,,,,,,,,
,,61.9564,D1_43,0.017,,,,,,,,,,,,,,,,,,,,
,,62.3092,D1_24,0.015,,,,,,,,,,,,,,,,,,,,
,,63.02184,D1_24,0.014,,,,,,,,,,,,,,,,,,,,
,,63.41616,D1_43,0.016,,,,,,,,,,,,,,,,,,,,
,,64.51072,A4_31,0.01,,,,,,,,,,,,,,,,,,,,
,,64.5792,B3_21,0.015,,,,,,,,,,,,,,,,,,,,
,,65.3256,D1_43,0.016,,,,,,,,,,,,,,,,,,,,
,,66.29976,D1_43,0.016,,,,,,,,,,,,,,,,,,,,
,,66.664,A6_42,0.013,,,,,,,,,,,,,,,,,,,,
,,67.23816,A5_12,0.011,,,,,,,,,,,,,,,,,,,,
,,67.67128,B3_21,0.009,,,,,,,,,,,,,,,,,,,,
,,68.24848,D1_43,0.016,,,,,,,,,,,,,,,,,,,,
,,68.31648,B3_21,0.011,,,,,,,,,,,,,,,,,,,,
,,69.4112,B3_21,0.014,,,,,,,,,,,,,,,,,,,,
,,69.55712,D1_42,0.017,,,,,,,,,,,,,,,,,,,,
,,71.526,D1_43,0.017,,,,,,,,,,,,,,,,,,,,
,,71.93848,C4_11,0.011,,,,,,,,,,,,,,,,,,,,
,,71.96712,D1_42,0.013,,,,,,,,,,,,,,,,,,,,
,,72.25952,D1_24,0.013,,,,,,,,,,,,,,,,,,,,
,,73.8364,A5_12,0.008,,,,,,,,,,,,,,,,,,,,
,,74.76432,A6_12,0.015,,,,,,,,,,,,,,,,,,,,
,,74.76744,D1_24,0.015,,,,,,,,,,,,,,,,,,,,
,,75.44216,D1_24,0.014,,,,,,,,,,,,,,,,,,,,
,,75.47256,D1_23,0.01,,,,,,,,,,,,,,,,,,,,
,,75.7408,A3_34,0.016,,,,,,,,,,,,,,,,,,,,
,,75.85008,B3_21,0.011,,,,,,,,,,,,,,,,,,,,
,,76.21216,D1_24,0.017,,,,,,,,,,,,,,,,,,,,
,,76.56152,B3_21,0.011,,,,,,,,,,,,,,,,,,,,
,,76.87632,D1_21,0.01,,,,,,,,,,,,,,,,,,,,
,,76.95752,B3_21,0.011,,,,,,,,,,,,,,,,,,,,
,,77.22768,D1_43,0.019,,,,,,,,,,,,,,,,,,,,
,,77.34632,D1_24,0.015,,,,,,,,,,,,,,,,,,,,
,,77.89344,C6_33,0.015,,,,,,,,,,,,,,,,,,,,
,,78.82984,D1_24,0.016,,,,,,,,,,,,,,,,,,,,
,,78.98024,B3_21,0.01,,,,,,,,,,,,,,,,,,,,
,,79.64856,B3_21,0.015,,,,,,,,,,,,,,,,,,,,
,,79.69504,B3_21,0.008,,,,,,,,,,,,,,,,,,,,
,,80.05984,D1_43,0.017,,,,,,,,,,,,,,,,,,,,
,,80.36056,C6_33,0.016,,,,,,,,,,,,,,,,,,,,
,,80.42872,D1_33,0.014,,,,,,,,,,,,,,,,,,,,
,,81.29712,D1_24,0.016,,,,,,,,,,,,,,,,,,,,
,,81.35848,C6_33,0.019,,,,,,,,,,,,,,,,,,,,
,,82.50056,A3_34,0.016,,,,,,,,,,,,,,,,,,,,
,,82.66792,D1_43,0.011,,,,,,,,,,,,,,,,,,,,
,,83.51768,D1_42,0.013,,,,,,,,,,,,,,,,,,,,
,,83.6032,D1_24,0.015,,,,,,,,,,,,,,,,,,,,
,,83.84528,A3_34,0.012,,,,,,,,,,,,,,,,,,,,
,,84.28136,B3_21,0.01,,,,,,,,,,,,,,,,,,,,
,,84.29584,D1_43,0.015,,,,,,,,,,,,,,,,,,,,
,,84.5328,A6_42,0.014,,,,,,,,,,,,,,,,,,,,
,,84.58744,B3_21,0.01,,,,,,,,,,,,,,,,,,,,
,,84.8428,A4_31,0.011,,,,,,,,,,,,,,,,,,,,
,,85.11016,D1_33,0.016,,,,,,,,,,,,,,,,,,,,
,,85.45872,D1_24,0.014,,,,,,,,,,,,,,,,,,,,
,,87.29696,B3_21,0.009,,,,,,,,,,,,,,,,,,,,
,,88.41352,A6_12,0.02,,,,,,,,,,,,,,,,,,,,
,,88.91896,D1_24,0.016,,,,,,,,,,,,,,,,,,,,
,,88.9252,D1_43,0.01,,,,,,,,,,,,,,,,,,,,
,,89.47272,A3_34,0.013,,,,,,,,,,,,,,,,,,,,
,,90.01752,D1_24,0.014,,,,,,,,,,,,,,,,,,,,
,,90.58872,D1_24,0.015,,,,,,,,,,,,,,,,,,,,
,,91.83784,D1_24,0.015,,,,,,,,,,,,,,,,,,,,
,,91.84136,A6_12,0.012,,,,,,,,,,,,,,,,,,,,
,,92.88528,A4_31,0.011,,,,,,,,,,,,,,,,,,,,
,,93.66368,D1_42,0.013,,,,,,,,,,,,,,,,,,,,
,,93.69512,D1_43,0.016,,,,,,,,,,,,,,,,,,,,
,,93.7288,D1_24,0.015,,,,,,,,,,,,,,,,,,,,
,,94.49352,D1_42,0.012,,,,,,,,,,,,,,,,,,,,
,,95.05864,B1_32,0.008,,,,,,,,,,,,,,,,,,,,
,,96.454,D1_42,0.015,,,,,,,,,,,,,,,,,,,,
,,96.55184,A6_12,0.021,,,,,,,,,,,,,,,,,,,,
,,97.49472,D1_24,0.014,,,,,,,,,,,,,,,,,,,,
,,97.49936,A6_12,0.012,,,,,,,,,,,,,,,,,,,,
,,97.88216,D1_43,0.012,,,,,,,,,,,,,,,,,,,,
,,98.14328,D1_24,0.014,,,,,,,,,,,,,,,,,,,,
,,99.29712,A6_42,0.013,,,,,,,,,,,,,,,,,,,,
,,99.95072,D1_43,0.015,,,,,,,,,,,,,,,,,,,,
,,100.93976,A3_34,0.018,,,,,,,,,,,,,,,,,,,,
,,101.42376,D5_31,0.011,,,,,,,,,,,,,,,,,,,,
,,101.85704,D1_24,0.013,,,,,,,,,,,,,,,,,,,,
,,102.23168,D1_24,0.015,,,,,,,,,,,,,,,,,,,,
,,102.48896,D1_43,0.009,,,,,,,,,,,,,,,,,,,,
,,103.20984,D1_24,0.013,,,,,,,,,,,,,,,,,,,,
,,103.42392,D1_24,0.013,,,,,,,,,,,,,,,,,,,,
,,103.43408,D1_33,0.009,,,,,,,,,,,,,,,,,,,,
,,103.43704,D1_43,0.011,,,,,,,,,,,,,,,,,,,,
,,103.71088,D1_24,0.015,,,,,,,,,,,,,,,,,,,,
,,104.176,A6_42,0.011,,,,,,,,,,,,,,,,,,,,
,,104.40816,D1_24,0.015,,,,,,,,,,,,,,,,,,,,
,,104.50752,A6_12,0.014,,,,,,,,,,,,,,,,,,,,
,,105.29144,D1_43,0.015,,,,,,,,,,,,,,,,,,,,
,,105.90448,A6_12,0.013,,,,,,,,,,,,,,,,,,,,
,,106.13568,D1_24,0.015,,,,,,,,,,,,,,,,,,,,
,,107.13352,A3_34,0.015,,,,,,,,,,,,,,,,,,,,
,,107.41472,D1_24,0.016,,,,,,,,,,,,,,,,,,,,
,,108.27808,D1_24,0.015,,,,,,,,,,,,,,,,,,,,
,,108.84048,D1_24,0.016,,,,,,,,,,,,,,,,,,,,
,,109.03064,D1_33,0.013,,,,,,,,,,,,,,,,,,,,
,,109.03256,A6_12,0.011,,,,,,,,,,,,,,,,,,,,
,,110.10144,D1_43,0.016,,,,,,,,,,,,,,,,,,,,
,,110.12064,D1_44,0.021,,,,,,,,,,,,,,,,,,,,
,,111.51464,D1_24,0.014,,,,,,,,,,,,,,,,,,,,
,,111.60216,B3_21,0.009,,,,,,,,,,,,,,,,,,,,
,,111.92184,A3_34,0.013,,,,,,,,,,,,,,,,,,,,
,,112.1888,A6_23,0.01,,,,,,,,,,,,,,,,,,,,
,,112.9136,D1_24,0.013,,,,,,,,,,,,,,,,,,,,
,,113.82976,B3_21,0.01,,,,,,,,,,,,,,,,,,,,
,,115.0876,D1_24,0.013,,,,,,,,,,,,,,,,,,,,
,,115.33392,D1_42,0.011,,,,,,,,,,,,,,,,,,,,
,,115.48608,B3_21,0.009,,,,,,,,,,,,,,,,,,,,
,,115.54872,D1_24,0.014,,,,,,,,,,,,,,,,,,,,
,,116.5184,D1_24,0.015,,,,,,,,,,,,,,,,,,,,
,,116.72272,D1_42,0.012,,,,,,,,,,,,,,,,,,,,
,,118.35552,B3_21,0.01,,,,,,,,,,,,,,,,,,,,
,,118.4412,D1_24,0.017,,,,,,,,,,,,,,,,,,,,
,,118.934,A4_31,0.01,,,,,,,,,,,,,,,,,,,,
,,119.5404,A6_12,0.018,,,,,,,,,,,,,,,,,,,,
,,119.69848,A4_31,0.01,,,,,,,,,,,,,,,,,,,,
,,120.0648,D1_43,0.014,,,,,,,,,,,,,,,,,,,,
,,121.05312,A6_12,0.012,,,,,,,,,,,,,,,,,,,,
,,121.59944,A3_34,0.014,,,,,,,,,,,,,,,,,,,,
,,121.8544,D1_24,0.013,,,,,,,,,,,,,,,,,,,,
,,122.0416,B3_21,0.01,,,,,,,,,,,,,,,,,,,,
,,122.5552,D1_24,0.014,,,,,,,,,,,,,,,,,,,,
,,123.6916,D1_24,0.015,,,,,,,,,,,,,,,,,,,,
,,124.07608,D1_24,0.014,,,,,,,,,,,,,,,,,,,,
,,124.5188,A3_34,0.013,,,,,,,,,,,,,,,,,,,,
,,124.98328,D1_24,0.012,,,,,,,,,,,,,,,,,,,,
,,125.87704,D1_24,0.015,,,,,,,,,,,,,,,,,,,,
,,125.94032,A3_34,0.015,,,,,,,,,,,,,,,,,,,,
,,126.13928,B3_21,0.009,,,,,,,,,,,,,,,,,,,,
,,126.35944,D1_42,0.013,,,,,,,,,,,,,,,,,,,,
,,126.36224,B3_21,0.008,,,,,,,,,,,,,,,,,,,,
,,126.99616,D1_24,0.016,,,,,,,,,,,,,,,,,,,,
,,127.76888,D1_24,0.016,,,,,,,,,,,,,,,,,,,,
,,128.12328,D1_24,0.014,,,,,,,,,,,,,,,,,,,,
,,129.3936,D1_24,0.014,,,,,,,,,,,,,,,,,,,,
,,129.4828,D5_24,0.008,,,,,,,,,,,,,,,,,,,,
,,130.4132,D1_43,0.017,,,,,,,,,,,,,,,,,,,,
,,130.43568,D1_24,0.017,,,,,,,,,,,,,,,,,,,,
,,131.00512,A3_34,0.009,,,,,,,,,,,,,,,,,,,,
,,131.38008,C6_22,0.009,,,,,,,,,,,,,,,,,,,,
,,131.40864,D1_23,0.009,,,,,,,,,,,,,,,,,,,,
,,131.74512,D1_24,0.013,,,,,,,,,,,,,,,,,,,,
,,132.52392,A6_12,0.014,,,,,,,,,,,,,,,,,,,,
,,133.09144,D1_24,0.012,,,,,,,,,,,,,,,,,,,,
,,133.54928,B3_21,0.01,,,,,,,,,,,,,,,,,,,,
,,134.502,A6_12,0.012,,,,,,,,,,,,,,,,,,,,
,,134.60176,D1_24,0.015,,,,,,,,,,,,,,,,,,,,
,,134.87528,D1_24,0.015,,,,,,,,,,,,,,,,,,,,
,,135.3948,A3_34,0.014,,,,,,,,,,,,,,,,,,,,
,,135.91104,D1_24,0.015,,,,,,,,,,,,,,,,,,,,
,,136.41904,D1_24,0.017,,,,,,,,,,,,,,,,,,,,
,,136.77272,A6_23,0.013,,,,,,,,,,,,,,,,,,,,
,,136.83336,D1_24,0.014,,,,,,,,,,,,,,,,,,,,
,,137.4212,D1_24,0.016,,,,,,,,,,,,,,,,,,,,
,,137.58144,A6_12,0.011,,,,,,,,,,,,,,,,,,,,
,,137.79424,D1_24,0.015,,,,,,,,,,,,,,,,,,,,
,,138.03528,D1_24,0.013,,,,,,,,,,,,,,,,,,,,
,,138.934,A3_34,0.015,,,,,,,,,,,,,,,,,,,,
,,139.06752,D1_24,0.015,,,,,,,,,,,,,,,,,,,,
,,140.2612,D1_24,0.014,,,,,,,,,,,,,,,,,,,,
,,140.36552,D1_42,0.012,,,,,,,,,,,,,,,,,,,,
,,140.66624,D1_24,0.014,,,,,,,,,,,,,,,,,,,,
,,140.87432,A6_12,0.011,,,,,,,,,,,,,,,,,,,,
,,142.34408,D1_24,0.014,,,,,,,,,,,,,,,,,,,,
,,142.59808,D1_43,0.011,,,,,,,,,,,,,,,,,,,,
,,142.93984,D5_24,0.009,,,,,,,,,,,,,,,,,,,,
,,142.97168,A6_12,0.015,,,,,,,,,,,,,,,,,,,,
,,142.9732,D1_24,0.015,,,,,,,,,,,,,,,,,,,,
,,143.21104,C4_32,0.011,,,,,,,,,,,,,,,,,,,,
,,144.98328,D6_21,0.01,,,,,,,,,,,,,,,,,,,,
,,145.94912,A6_42,0.014,,,,,,,,,,,,,,,,,,,,
,,146.28264,A3_34,0.014,,,,,,,,,,,,,,,,,,,,
,,146.89192,D1_24,0.014,,,,,,,,,,,,,,,,,,,,
,,147.46184,D1_43,0.01,,,,,,,,,,,,,,,,,,,,
,,147.9976,D1_24,0.015,,,,,,,,,,,,,,,,,,,,
,,148.3808,D1_43,0.014,,,,,,,,,,,,,,,,,,,,
,,149.14408,A6_42,0.014,,,,,,,,,,,,,,,,,,,,
,,149.18896,D1_33,0.015,,,,,,,,,,,,,,,,,,,,
,,149.35552,A6_42,0.013,,,,,,,,,,,,,,,,,,,,
,,149.40552,D1_24,0.017,,,,,,,,,,,,,,,,,,,,
,,149.60672,A4_31,0.013,,,,,,,,,,,,,,,,,,,,
,,149.7696,A3_34,0.014,,,,,,,,,,,,,,,,,,,,
,,150.3568,D1_24,0.017,,,,,,,,,,,,,,,,,,,,
,,150.57136,D1_24,0.013,,,,,,,,,,,,,,,,,,,,
,,151.4436,D1_24,0.015,,,,,,,,,,,,,,,,,,,,
,,152.08912,D1_33,0.016,,,,,,,,,,,,,,,,,,,,
,,152.71248,D1_24,0.013,,,,,,,,,,,,,,,,,,,,
,,153.45584,D1_24,0.016,,,,,,,,,,,,,,,,,,,,
,,154.79536,D1_24,0.016,,,,,,,,,,,,,,,,,,,,
,,155.5224,D1_24,0.015,,,,,,,,,,,,,,,,,,,,
,,155.55384,A6_12,0.014,,,,,,,,,,,,,,,,,,,,
,,155.55528,D1_42,0.014,,,,,,,,,,,,,,,,,,,,
,,156.11448,D1_24,0.015,,,,,,,,,,,,,,,,,,,,
,,158.02832,D1_24,0.015,,,,,,,,,,,,,,,,,,,,
,,158.54888,B3_21,0.01,,,,,,,,,,,,,,,,,,,,
,,158.61784,D1_24,0.014,,,,,,,,,,,,,,,,,,,,
,,158.69368,D1_33,0.015,,,,,,,,,,,,,,,,,,,,
,,158.88792,D1_33,0.01,,,,,,,,,,,,,,,,,,,,
,,159.23096,D1_24,0.017,,,,,,,,,,,,,,,,,,,,
,,161.62112,C6_33,0.017,,,,,,,,,,,,,,,,,,,,
,,162.87816,D1_42,0.014,,,,,,,,,,,,,,,,,,,,
,,163.01216,D1_24,0.014,,,,,,,,,,,,,,,,,,,,
,,163.36224,D1_24,0.013,,,,,,,,,,,,,,,,,,,,
,,163.68,D1_42,0.011,,,,,,,,,,,,,,,,,,,,
,,163.75416,D1_24,0.014,,,,,,,,,,,,,,,,,,,,
,,164.30176,A6_12,0.014,,,,,,,,,,,,,,,,,,,,
,,164.41464,D1_43,0.009,,,,,,,,,,,,,,,,,,,,
,,165.93448,D1_42,0.012,,,,,,,,,,,,,,,,,,,,
,,165.99176,D1_24,0.016,,,,,,,,,,,,,,,,,,,,
,,166.65472,D1_24,0.014,,,,,,,,,,,,,,,,,,,,
,,166.96816,D1_24,0.018,,,,,,,,,,,,,,,,,,,,
,,167.15696,D5_24,0.011,,,,,,,,,,,,,,,,,,,,
,,167.8716,D1_24,0.013,,,,,,,,,,,,,,,,,,,,
,,168.07512,D1_24,0.013,,,,,,,,,,,,,,,,,,,,
,,168.61584,D1_44,0.02,,,,,,,,,,,,,,,,,,,,
,,168.78744,D1_24,0.015,,,,,,,,,,,,,,,,,,,,
,,169.74616,D1_24,0.014,,,,,,,,,,,,,,,,,,,,
,,170.674,D1_24,0.012,,,,,,,,,,,,,,,,,,,,
,,171.09432,B3_42,0.011,,,,,,,,,,,,,,,,,,,,
,,171.19328,D1_24,0.016,,,,,,,,,,,,,,,,,,,,
,,171.57424,C6_44,0.018,,,,,,,,,,,,,,,,,,,,
,,171.73152,A4_31,0.013,,,,,,,,,,,,,,,,,,,,
,,171.93384,B3_21,0.008,,,,,,,,,,,,,,,,,,,,
,,172.65656,D1_24,0.015,,,,,,,,,,,,,,,,,,,,
,,172.76048,D1_33,0.015,,,,,,,,,,,,,,,,,,,,
,,172.77432,A6_12,0.014,,,,,,,,,,,,,,,,,,,,
,,172.89672,D1_24,0.015,,,,,,,,,,,,,,,,,,,,
,,173.14448,D1_24,0.016,,,,,,,,,,,,,,,,,,,,
,,174.06608,D1_24,0.015,,,,,,,,,,,,,,,,,,,,
,,174.10592,A6_12,0.013,,,,,,,,,,,,,,,,,,,,
,,174.482,A4_31,0.011,,,,,,,,,,,,,,,,,,,,
,,174.72592,D1_24,0.015,,,,,,,,,,,,,,,,,,,,
,,175.55928,A4_31,0.009,,,,,,,,,,,,,,,,,,,,
,,176.17552,D1_24,0.014,,,,,,,,,,,,,,,,,,,,
,,176.83368,B3_42,0.011,,,,,,,,,,,,,,,,,,,,
,,177.15584,D6_44,0.012,,,,,,,,,,,,,,,,,,,,
,,177.19336,D1_24,0.014,,,,,,,,,,,,,,,,,,,,
,,177.86056,B5_42,0.01,,,,,,,,,,,,,,,,,,,,
,,180.6416,D1_24,0.015,,,,,,,,,,,,,,,,,,,,
,,181.25824,D1_42,0.014,,,,,,,,,,,,,,,,,,,,
,,181.756,D1_24,0.015,,,,,,,,,,,,,,,,,,,,
,,182.78672,D1_24,0.014,,,,,,,,,,,,,,,,,,,,
,,183.42192,A6_42,0.011,,,,,,,,,,,,,,,,,,,,
,,184.32464,D1_23,0.01,,,,,,,,,,,,,,,,,,,,
,,184.8168,D1_24,0.014,,,,,,,,,,,,,,,,,,,,
,,185.01224,A6_12,0.014,,,,,,,,,,,,,,,,,,,,
,,185.6816,D1_24,0.017,,,,,,,,,,,,,,,,,,,,
,,186.0288,D1_24,0.016,,,,,,,,,,,,,,,,,,,,
,,186.34008,D1_24,0.014,,,,,,,,,,,,,,,,,,,,
,,186.7404,C6_33,0.012,,,,,,,,,,,,,,,,,,,,
,,186.8176,D1_24,0.015,,,,,,,,,,,,,,,,,,,,
,,187.17672,D1_24,0.018,,,,,,,,,,,,,,,,,,,,
,,187.66576,D1_24,0.013,,,,,,,,,,,,,,,,,,,,
,,187.71736,D1_24,0.013,,,,,,,,,,,,,,,,,,,,
,,187.94064,D1_24,0.013,,,,,,,,,,,,,,,,,,,,
,,188.09416,D1_24,0.013,,,,,,,,,,,,,,,,,,,,
,,189.5452,B3_21,0.013,,,,,,,,,,,,,,,,,,,,
