Investigator,Ghislaine,Time (s),Electrode,Amplitude(mV),,,,,,,,,,,,,,,,,,,,
,,366.17624,B5_42,0.018,,,,,,,,,,,,,,,,,,,,
,,367.05864,A4_13,0.012,,,,,,,,,,,,,,,,,,,,
,,367.07496,B5_42,0.02,,,,,,,,,,,,,,,,,,,,
,,368.74536,B5_33,0.014,,,,,,,,,,,,,,,,,,,,
,,368.86544,B1_12,0.012,,,,,,,,,,,,,,,,,,,,
,,368.99608,B5_42,0.018,,,,,,,,,,,,,,,,,,,,
,,369.08136,B1_12,0.012,,,,,,,,,,,,,,,,,,,,
,,369.69616,C2_24,0.013,,,,,,,,,,,,,,,,,,,,
,,370.7828,C2_24,0.014,,,,,,,,,,,,,,,,,,,,
,,371.09296,C2_24,0.012,,,,,,,,,,,,,,,,,,,,
,,371.45256,A4_13,0.011,,,,,,,,,,,,,,,,,,,,
,,372.10056,B5_33,0.015,,,,,,,,,,,,,,,,,,,,
,,372.41448,B1_12,0.011,,,,,,,,,,,,,,,,,,,,
,,372.67768,C2_24,0.012,,,,,,,,,,,,,,,,,,,,
,,373.818,B1_12,0.008,,,,,,,,,,,,,,,,,,,,
,,375.51504,B5_42,0.017,,,,,,,,,,,,,,,,,,,,
,,375.5712,B5_42,0.017,,,,,,,,,,,,,,,,,,,,
,,375.96616,B1_12,0.014,,,,,,,,,,,,,,,,,,,,
,,376.24368,B5_42,0.016,,,,,,,,,,,,,,,,,,,,
,,376.31024,B5_24,0.01,,,,,,,,,,,,,,,,,,,,
,,378.75824,B5_13,0.011,,,,,,,,,,,,,,,,,,,,
,,379.21328,C2_24,0.012,,,,,,,,,,,,,,,,,,,,
,,379.84776,B5_24,0.011,,,,,,,,,,,,,,,,,,,,
,,380.15032,C2_24,0.013,,,,,,,,,,,,,,,,,,,,
,,380.86488,C2_24,0.015,,,,,,,,,,,,,,,,,,,,
,,381.22848,C2_24,0.013,,,,,,,,,,,,,,,,,,,,
,,383.50392,B1_12,0.009,,,,,,,,,,,,,,,,,,,,
,,383.5916,C2_24,0.014,,,,,,,,,,,,,,,,,,,,
,,385.49704,B1_12,0.009,,,,,,,,,,,,,,,,,,,,
,,385.77032,B1_12,0.009,,,,,,,,,,,,,,,,,,,,
,,386.17696,B1_12,0.01,,,,,,,,,,,,,,,,,,,,
,,388.13,B1_12,0.01,,,,,,,,,,,,,,,,,,,,
,,388.61376,A4_21,0.017,,,,,,,,,,,,,,,,,,,,
,,388.6528,A4_21,0.017,,,,,,,,,,,,,,,,,,,,
,,388.69808,A4_21,0.019,,,,,,,,,,,,,,,,,,,,
,,389.8568,A6_12,0.012,,,,,,,,,,,,,,,,,,,,
,,390.6728,A1_23,0.01,,,,,,,,,,,,,,,,,,,,
,,392.35168,A6_12,0.014,,,,,,,,,,,,,,,,,,,,
,,392.52328,B5_42,0.018,,,,,,,,,,,,,,,,,,,,
,,392.7864,B5_42,0.015,,,,,,,,,,,,,,,,,,,,
,,393.7328,B1_12,0.01,,,,,,,,,,,,,,,,,,,,
,,394.00016,B5_42,0.016,,,,,,,,,,,,,,,,,,,,
,,397.34584,B5_42,0.017,,,,,,,,,,,,,,,,,,,,
,,397.39752,B5_42,0.015,,,,,,,,,,,,,,,,,,,,
,,397.9236,B5_42,0.017,,,,,,,,,,,,,,,,,,,,
,,398.46528,B1_12,0.009,,,,,,,,,,,,,,,,,,,,
,,399.1184,B5_42,0.02,,,,,,,,,,,,,,,,,,,,
,,399.85264,B1_12,0.009,,,,,,,,,,,,,,,,,,,,
,,400.15256,B1_12,0.01,,,,,,,,,,,,,,,,,,,,
,,400.77832,B1_12,0.009,,,,,,,,,,,,,,,,,,,,
,,402.21456,B1_12,0.008,,,,,,,,,,,,,,,,,,,,
,,403.1524,B1_12,0.009,,,,,,,,,,,,,,,,,,,,
,,405.88136,B5_42,0.016,,,,,,,,,,,,,,,,,,,,
,,406.6376,B1_12,0.013,,,,,,,,,,,,,,,,,,,,
,,406.63808,B1_13,0.017,,,,,,,,,,,,,,,,,,,,
,,406.71488,B5_42,0.014,,,,,,,,,,,,,,,,,,,,
,,407.16176,B5_42,0.016,,,,,,,,,,,,,,,,,,,,
,,407.288,B1_12,0.015,,,,,,,,,,,,,,,,,,,,
,,408.20792,B5_42,0.015,,,,,,,,,,,,,,,,,,,,
,,409.03672,B1_12,0.01,,,,,,,,,,,,,,,,,,,,
,,411.25912,B1_12,0.009,,,,,,,,,,,,,,,,,,,,
,,411.74168,C2_24,0.01,,,,,,,,,,,,,,,,,,,,
,,411.75,B1_21,0.009,,,,,,,,,,,,,,,,,,,,
,,412.7108,B1_32,0.01,,,,,,,,,,,,,,,,,,,,
,,412.71128,B1_12,0.011,,,,,,,,,,,,,,,,,,,,
,,416.9148,B1_12,0.01,,,,,,,,,,,,,,,,,,,,
,,417.11744,C2_24,0.014,,,,,,,,,,,,,,,,,,,,
,,417.78912,C2_24,0.01,,,,,,,,,,,,,,,,,,,,
,,418.00248,B6_12,0.011,,,,,,,,,,,,,,,,,,,,
,,418.19744,B5_42,0.019,,,,,,,,,,,,,,,,,,,,
,,418.584,B1_12,0.009,,,,,,,,,,,,,,,,,,,,
,,419.278,B5_42,0.015,,,,,,,,,,,,,,,,,,,,
,,419.50584,A6_12,0.014,,,,,,,,,,,,,,,,,,,,
,,420.9076,B6_41,0.008,,,,,,,,,,,,,,,,,,,,
,,421.42096,B5_42,0.016,,,,,,,,,,,,,,,,,,,,
,,427.9384,A4_24,0.011,,,,,,,,,,,,,,,,,,,,
,,429.6584,B1_13,0.019,,,,,,,,,,,,,,,,,,,,
,,429.65872,B1_12,0.009,,,,,,,,,,,,,,,,,,,,
,,429.66352,B1_12,0.009,,,,,,,,,,,,,,,,,,,,
,,430.6684,B5_42,0.017,,,,,,,,,,,,,,,,,,,,
,,430.74104,C2_24,0.013,,,,,,,,,,,,,,,,,,,,
,,431.76192,A4_24,0.013,,,,,,,,,,,,,,,,,,,,
,,432.65808,C6_22,0.011,,,,,,,,,,,,,,,,,,,,
,,433.52216,B1_12,0.01,,,,,,,,,,,,,,,,,,,,
,,435.07968,A4_22,0.012,,,,,,,,,,,,,,,,,,,,
,,435.0928,A4_12,0.015,,,,,,,,,,,,,,,,,,,,
,,435.7828,A4_12,0.015,,,,,,,,,,,,,,,,,,,,
,,436.046,B5_42,0.018,,,,,,,,,,,,,,,,,,,,
,,436.29336,A4_12,0.014,,,,,,,,,,,,,,,,,,,,
,,437.05616,C2_24,0.012,,,,,,,,,,,,,,,,,,,,
,,437.19472,A4_12,0.014,,,,,,,,,,,,,,,,,,,,
,,437.2776,C2_24,0.01,,,,,,,,,,,,,,,,,,,,
,,437.77208,B5_21,0.01,,,,,,,,,,,,,,,,,,,,
,,438.164,B5_33,0.012,,,,,,,,,,,,,,,,,,,,
,,442.05744,B1_12,0.007,,,,,,,,,,,,,,,,,,,,
,,442.66504,A4_12,0.014,,,,,,,,,,,,,,,,,,,,
,,444.14912,B1_12,0.008,,,,,,,,,,,,,,,,,,,,
,,444.45656,B1_22,0.012,,,,,,,,,,,,,,,,,,,,
,,447.04512,B1_12,0.01,,,,,,,,,,,,,,,,,,,,
,,447.16592,B1_12,0.009,,,,,,,,,,,,,,,,,,,,
,,447.3272,B1_12,0.009,,,,,,,,,,,,,,,,,,,,
,,448.41096,B4_23,0.013,,,,,,,,,,,,,,,,,,,,
,,448.79936,B1_12,0.008,,,,,,,,,,,,,,,,,,,,
,,449.41224,B1_12,0.011,,,,,,,,,,,,,,,,,,,,
,,449.44936,C2_24,0.012,,,,,,,,,,,,,,,,,,,,
,,449.53608,B6_12,0.013,,,,,,,,,,,,,,,,,,,,
,,449.98656,A1_23,0.013,,,,,,,,,,,,,,,,,,,,
,,450.08336,C2_24,0.014,,,,,,,,,,,,,,,,,,,,
,,451.87696,B1_12,0.009,,,,,,,,,,,,,,,,,,,,
,,452.18456,C2_24,0.012,,,,,,,,,,,,,,,,,,,,
,,452.41336,C2_24,0.011,,,,,,,,,,,,,,,,,,,,
,,452.53304,A4_12,0.014,,,,,,,,,,,,,,,,,,,,
,,452.60072,B1_12,0.009,,,,,,,,,,,,,,,,,,,,
,,452.72488,A4_12,0.011,,,,,,,,,,,,,,,,,,,,
,,452.75856,C2_24,0.012,,,,,,,,,,,,,,,,,,,,
,,452.95384,B1_12,0.008,,,,,,,,,,,,,,,,,,,,
,,453.29592,C6_22,0.01,,,,,,,,,,,,,,,,,,,,
,,453.824,C2_24,0.011,,,,,,,,,,,,,,,,,,,,
,,454.80848,B5_42,0.017,,,,,,,,,,,,,,,,,,,,
,,455.49288,B6_11,0.018,,,,,,,,,,,,,,,,,,,,
,,455.57632,B1_12,0.008,,,,,,,,,,,,,,,,,,,,
,,457.5808,B1_12,0.012,,,,,,,,,,,,,,,,,,,,
,,457.58168,B1_13,0.014,,,,,,,,,,,,,,,,,,,,
,,457.67352,C2_24,0.013,,,,,,,,,,,,,,,,,,,,
,,458.65872,B5_42,0.014,,,,,,,,,,,,,,,,,,,,
,,459.51112,B1_12,0.009,,,,,,,,,,,,,,,,,,,,
,,460.35768,A1_24,0.009,,,,,,,,,,,,,,,,,,,,
,,461.24816,C2_24,0.013,,,,,,,,,,,,,,,,,,,,
,,464.51336,B5_24,0.009,,,,,,,,,,,,,,,,,,,,
,,465.40616,D1_43,0.009,,,,,,,,,,,,,,,,,,,,
,,466.16528,B5_42,0.018,,,,,,,,,,,,,,,,,,,,
,,466.91936,A4_21,0.015,,,,,,,,,,,,,,,,,,,,
,,469.04416,A4_12,0.015,,,,,,,,,,,,,,,,,,,,
,,469.45,B1_12,0.01,,,,,,,,,,,,,,,,,,,,
,,470.5752,A4_21,0.018,,,,,,,,,,,,,,,,,,,,
,,472.80744,B4_22,0.017,,,,,,,,,,,,,,,,,,,,
,,473.748,A1_23,0.013,,,,,,,,,,,,,,,,,,,,
,,474.0852,B1_12,0.008,,,,,,,,,,,,,,,,,,,,
,,475.18512,B1_22,0.013,,,,,,,,,,,,,,,,,,,,
,,475.4656,B1_12,0.01,,,,,,,,,,,,,,,,,,,,
,,476.37136,A4_21,0.018,,,,,,,,,,,,,,,,,,,,
,,476.44968,A4_21,0.015,,,,,,,,,,,,,,,,,,,,
,,479.59544,B5_42,0.015,,,,,,,,,,,,,,,,,,,,
,,480.37176,B1_12,0.009,,,,,,,,,,,,,,,,,,,,
,,482.98648,B1_12,0.009,,,,,,,,,,,,,,,,,,,,
,,484.5244,B1_12,0.01,,,,,,,,,,,,,,,,,,,,
,,485.53104,B5_42,0.016,,,,,,,,,,,,,,,,,,,,
,,486.48056,C2_24,0.011,,,,,,,,,,,,,,,,,,,,
,,487.7224,C3_13,0.01,,,,,,,,,,,,,,,,,,,,
,,489.50048,C2_24,0.014,,,,,,,,,,,,,,,,,,,,
,,489.71152,B4_22,0.016,,,,,,,,,,,,,,,,,,,,
,,491.25784,A4_13,0.013,,,,,,,,,,,,,,,,,,,,
,,492.0424,B1_12,0.01,,,,,,,,,,,,,,,,,,,,
,,492.13984,A6_12,0.012,,,,,,,,,,,,,,,,,,,,
,,492.87424,B1_12,0.009,,,,,,,,,,,,,,,,,,,,
,,494.2692,B1_12,0.008,,,,,,,,,,,,,,,,,,,,
,,498.51456,B5_42,0.017,,,,,,,,,,,,,,,,,,,,
,,500.01408,B6_41,0.01,,,,,,,,,,,,,,,,,,,,
,,501.36272,B2_11,0.011,,,,,,,,,,,,,,,,,,,,
,,505.24896,B1_14,0.011,,,,,,,,,,,,,,,,,,,,
,,506.2544,B5_42,0.019,,,,,,,,,,,,,,,,,,,,
,,508.2708,D1_43,0.01,,,,,,,,,,,,,,,,,,,,
,,508.72664,B1_12,0.01,,,,,,,,,,,,,,,,,,,,
,,509.40792,B1_12,0.009,,,,,,,,,,,,,,,,,,,,
,,512.9172,B5_42,0.017,,,,,,,,,,,,,,,,,,,,
,,515.5936,B1_12,0.009,,,,,,,,,,,,,,,,,,,,
,,516.56888,A1_23,0.013,,,,,,,,,,,,,,,,,,,,
,,517.92656,C2_24,0.011,,,,,,,,,,,,,,,,,,,,
,,519.9264,B1_12,0.01,,,,,,,,,,,,,,,,,,,,
,,520.09912,D1_43,0.011,,,,,,,,,,,,,,,,,,,,
,,520.11576,B1_12,0.01,,,,,,,,,,,,,,,,,,,,
,,520.2048,D5_42,0.008,,,,,,,,,,,,,,,,,,,,
,,522.64376,B1_12,0.009,,,,,,,,,,,,,,,,,,,,
,,523.26864,B5_33,0.016,,,,,,,,,,,,,,,,,,,,
,,523.50568,A1_23,0.01,,,,,,,,,,,,,,,,,,,,
,,524.7488,C2_24,0.012,,,,,,,,,,,,,,,,,,,,
,,525.29968,C2_24,0.012,,,,,,,,,,,,,,,,,,,,
,,525.79584,C6_22,0.011,,,,,,,,,,,,,,,,,,,,
,,525.87,C3_13,0.012,,,,,,,,,,,,,,,,,,,,
,,525.97768,A4_21,0.017,,,,,,,,,,,,,,,,,,,,
,,528.03944,A1_23,0.012,,,,,,,,,,,,,,,,,,,,
,,528.17544,A1_14,0.011,,,,,,,,,,,,,,,,,,,,
,,530.5372,B4_11,0.011,,,,,,,,,,,,,,,,,,,,
,,530.80416,A4_12,0.015,,,,,,,,,,,,,,,,,,,,
,,533.56176,B1_12,0.009,,,,,,,,,,,,,,,,,,,,
,,537.3468,C2_24,0.013,,,,,,,,,,,,,,,,,,,,
,,538.49328,A4_24,0.012,,,,,,,,,,,,,,,,,,,,
,,538.494,A4_34,0.012,,,,,,,,,,,,,,,,,,,,
,,540.61376,B1_12,0.009,,,,,,,,,,,,,,,,,,,,
,,541.34272,B1_12,0.013,,,,,,,,,,,,,,,,,,,,
,,542.63712,B5_23,0.012,,,,,,,,,,,,,,,,,,,,
,,543.56,A2_34,0.011,,,,,,,,,,,,,,,,,,,,
,,543.97104,B3_42,0.011,,,,,,,,,,,,,,,,,,,,
,,546.09664,B1_12,0.009,,,,,,,,,,,,,,,,,,,,
,,546.40792,A4_24,0.012,,,,,,,,,,,,,,,,,,,,
,,547.02624,B5_33,0.013,,,,,,,,,,,,,,,,,,,,
,,549.35328,A1_23,0.011,,,,,,,,,,,,,,,,,,,,
,,549.61912,B1_12,0.01,,,,,,,,,,,,,,,,,,,,
,,551.94848,A4_21,0.013,,,,,,,,,,,,,,,,,,,,
,,553.96864,C2_24,0.011,,,,,,,,,,,,,,,,,,,,
,,555.38,B6_11,0.014,,,,,,,,,,,,,,,,,,,,
,,555.62088,A4_12,0.014,,,,,,,,,,,,,,,,,,,,
,,557.73072,B1_12,0.009,,,,,,,,,,,,,,,,,,,,
,,558.16144,B1_12,0.009,,,,,,,,,,,,,,,,,,,,
,,562.41904,A4_12,0.014,,,,,,,,,,,,,,,,,,,,
,,562.6804,B1_12,0.01,,,,,,,,,,,,,,,,,,,,
,,565.0868,C2_24,0.012,,,,,,,,,,,,,,,,,,,,
,,568.33392,B5_42,0.014,,,,,,,,,,,,,,,,,,,,
,,577.154,C2_24,0.013,,,,,,,,,,,,,,,,,,,,
,,577.726,B5_33,0.013,,,,,,,,,,,,,,,,,,,,
,,578.8636,B6_11,0.018,,,,,,,,,,,,,,,,,,,,
,,579.01392,B1_12,0.013,,,,,,,,,,,,,,,,,,,,
,,579.0592,B6_11,0.02,,,,,,,,,,,,,,,,,,,,
,,579.92008,B1_12,0.008,,,,,,,,,,,,,,,,,,,,
,,580.63752,B5_21,0.011,,,,,,,,,,,,,,,,,,,,
,,580.78184,B6_41,0.011,,,,,,,,,,,,,,,,,,,,
,,581.62088,A4_21,0.014,,,,,,,,,,,,,,,,,,,,
,,583.04816,A1_23,0.013,,,,,,,,,,,,,,,,,,,,
,,584.22824,B1_21,0.008,,,,,,,,,,,,,,,,,,,,
,,584.84544,A1_23,0.013,,,,,,,,,,,,,,,,,,,,
,,585.63224,B1_12,0.01,,,,,,,,,,,,,,,,,,,,
,,586.57192,B1_12,0.009,,,,,,,,,,,,,,,,,,,,
,,587.4116,B5_33,0.015,,,,,,,,,,,,,,,,,,,,
,,589.13552,B6_12,0.012,,,,,,,,,,,,,,,,,,,,
,,590.02792,A6_12,0.013,,,,,,,,,,,,,,,,,,,,
,,590.44664,A4_12,0.016,,,,,,,,,,,,,,,,,,,,
,,592.3344,A4_12,0.016,,,,,,,,,,,,,,,,,,,,
,,594.6392,B3_42,0.011,,,,,,,,,,,,,,,,,,,,
,,594.82568,B6_12,0.013,,,,,,,,,,,,,,,,,,,,
,,595.53032,B6_14,0.013,,,,,,,,,,,,,,,,,,,,
,,595.86864,B1_12,0.012,,,,,,,,,,,,,,,,,,,,
,,597.16824,A4_12,0.016,,,,,,,,,,,,,,,,,,,,
,,599.53248,B1_12,0.009,,,,,,,,,,,,,,,,,,,,
,,599.94632,C6_22,0.012,,,,,,,,,,,,,,,,,,,,
,,600.20024,C2_24,0.015,,,,,,,,,,,,,,,,,,,,
,,600.2716,B1_12,0.009,,,,,,,,,,,,,,,,,,,,
,,600.63048,C6_33,0.012,,,,,,,,,,,,,,,,,,,,
,,604.22896,A3_32,0.01,,,,,,,,,,,,,,,,,,,,
,,605.48536,C2_24,0.01,,,,,,,,,,,,,,,,,,,,
,,606.3504,A1_23,0.011,,,,,,,,,,,,,,,,,,,,
,,607.7676,B1_12,0.013,,,,,,,,,,,,,,,,,,,,
,,607.90872,C2_24,0.011,,,,,,,,,,,,,,,,,,,,
,,608.40456,B1_12,0.012,,,,,,,,,,,,,,,,,,,,
,,608.42496,C2_24,0.012,,,,,,,,,,,,,,,,,,,,
,,608.486,B6_42,0.013,,,,,,,,,,,,,,,,,,,,
,,608.97328,B5_33,0.014,,,,,,,,,,,,,,,,,,,,
,,610.69696,C2_24,0.013,,,,,,,,,,,,,,,,,,,,
,,611.31696,B1_12,0.012,,,,,,,,,,,,,,,,,,,,
,,612.3264,C3_22,0.008,,,,,,,,,,,,,,,,,,,,
,,614.25952,A4_21,0.016,,,,,,,,,,,,,,,,,,,,
,,614.9496,A4_12,0.016,,,,,,,,,,,,,,,,,,,,
,,615.11616,B6_12,0.012,,,,,,,,,,,,,,,,,,,,
,,615.9152,B1_12,0.012,,,,,,,,,,,,,,,,,,,,
,,615.95856,B1_12,0.011,,,,,,,,,,,,,,,,,,,,
,,615.96696,B5_24,0.01,,,,,,,,,,,,,,,,,,,,
,,618.37792,D1_43,0.009,,,,,,,,,,,,,,,,,,,,
,,618.7136,A4_12,0.015,,,,,,,,,,,,,,,,,,,,
,,618.8508,A4_21,0.017,,,,,,,,,,,,,,,,,,,,
,,618.88976,B1_12,0.009,,,,,,,,,,,,,,,,,,,,
,,619.37424,A1_23,0.012,,,,,,,,,,,,,,,,,,,,
,,620.83752,A3_32,0.01,,,,,,,,,,,,,,,,,,,,
,,621.17624,A1_23,0.013,,,,,,,,,,,,,,,,,,,,
,,621.59104,B1_12,0.012,,,,,,,,,,,,,,,,,,,,
,,621.95048,B6_12,0.012,,,,,,,,,,,,,,,,,,,,
,,625.07448,B1_12,0.009,,,,,,,,,,,,,,,,,,,,
,,625.2056,D1_43,0.008,,,,,,,,,,,,,,,,,,,,
,,626.17136,B1_12,0.009,,,,,,,,,,,,,,,,,,,,
,,628.45248,A4_21,0.016,,,,,,,,,,,,,,,,,,,,
,,628.4856,B1_12,0.008,,,,,,,,,,,,,,,,,,,,
,,632.05992,A1_23,0.012,,,,,,,,,,,,,,,,,,,,
,,632.43536,B1_12,0.01,,,,,,,,,,,,,,,,,,,,
,,632.55704,B6_12,0.01,,,,,,,,,,,,,,,,,,,,
,,632.86624,B1_12,0.009,,,,,,,,,,,,,,,,,,,,
,,635.3596,C2_24,0.012,,,,,,,,,,,,,,,,,,,,
,,636.35088,C2_24,0.011,,,,,,,,,,,,,,,,,,,,
,,637.04296,A6_12,0.013,,,,,,,,,,,,,,,,,,,,
,,637.96712,B5_33,0.013,,,,,,,,,,,,,,,,,,,,
,,639.248,A4_21,0.017,,,,,,,,,,,,,,,,,,,,
,,639.76616,A4_12,0.014,,,,,,,,,,,,,,,,,,,,
,,640.05768,C6_32,0.012,,,,,,,,,,,,,,,,,,,,
,,641.35288,A4_12,0.015,,,,,,,,,,,,,,,,,,,,
,,641.97488,A4_12,0.017,,,,,,,,,,,,,,,,,,,,
,,642.66856,A4_12,0.015,,,,,,,,,,,,,,,,,,,,
,,643.1596,A4_12,0.014,,,,,,,,,,,,,,,,,,,,
,,644.11768,A1_23,0.011,,,,,,,,,,,,,,,,,,,,
,,644.33296,A4_13,0.01,,,,,,,,,,,,,,,,,,,,
,,645.78296,C2_24,0.013,,,,,,,,,,,,,,,,,,,,
,,646.37744,C3_13,0.01,,,,,,,,,,,,,,,,,,,,
,,649.53024,B5_42,0.015,,,,,,,,,,,,,,,,,,,,
,,649.85752,A1_23,0.01,,,,,,,,,,,,,,,,,,,,
,,649.93056,B1_12,0.01,,,,,,,,,,,,,,,,,,,,
,,650.0792,C3_13,0.01,,,,,,,,,,,,,,,,,,,,
,,650.86488,A1_23,0.011,,,,,,,,,,,,,,,,,,,,
,,653.32184,B5_42,0.018,,,,,,,,,,,,,,,,,,,,
,,654.34112,A4_34,0.01,,,,,,,,,,,,,,,,,,,,
,,656.5836,B5_33,0.013,,,,,,,,,,,,,,,,,,,,
,,657.90712,A1_23,0.013,,,,,,,,,,,,,,,,,,,,
,,659.43152,B1_12,0.01,,,,,,,,,,,,,,,,,,,,
,,659.43288,B1_13,0.015,,,,,,,,,,,,,,,,,,,,
,,659.4564,B1_12,0.013,,,,,,,,,,,,,,,,,,,,
,,659.49488,B1_12,0.012,,,,,,,,,,,,,,,,,,,,
,,665.74528,B2_11,0.011,,,,,,,,,,,,,,,,,,,,
,,666.57864,B5_33,0.012,,,,,,,,,,,,,,,,,,,,
,,666.78216,A4_21,0.018,,,,,,,,,,,,,,,,,,,,
,,667.28192,B6_11,0.013,,,,,,,,,,,,,,,,,,,,
,,667.62504,B5_33,0.012,,,,,,,,,,,,,,,,,,,,
,,667.65536,B5_33,0.012,,,,,,,,,,,,,,,,,,,,
,,668.90264,C2_24,0.012,,,,,,,,,,,,,,,,,,,,
,,669.19408,C2_24,0.012,,,,,,,,,,,,,,,,,,,,
,,669.30536,B1_12,0.011,,,,,,,,,,,,,,,,,,,,
,,669.57832,A1_23,0.013,,,,,,,,,,,,,,,,,,,,
,,670.064,B1_12,0.011,,,,,,,,,,,,,,,,,,,,
,,670.53768,C2_24,0.01,,,,,,,,,,,,,,,,,,,,
,,672.13848,B1_14,0.011,,,,,,,,,,,,,,,,,,,,
,,672.19024,A1_23,0.014,,,,,,,,,,,,,,,,,,,,
,,674.9644,A1_23,0.014,,,,,,,,,,,,,,,,,,,,
,,675.7328,B1_12,0.01,,,,,,,,,,,,,,,,,,,,
,,675.99864,B1_12,0.01,,,,,,,,,,,,,,,,,,,,
,,676.63168,B6_13,0.012,,,,,,,,,,,,,,,,,,,,
,,676.79584,B1_12,0.008,,,,,,,,,,,,,,,,,,,,
,,679.74736,B1_12,0.009,,,,,,,,,,,,,,,,,,,,
,,680.02352,B1_13,0.018,,,,,,,,,,,,,,,,,,,,
,,680.02432,B1_12,0.012,,,,,,,,,,,,,,,,,,,,
,,680.2864,D1_43,0.01,,,,,,,,,,,,,,,,,,,,
,,682.0564,B5_42,0.015,,,,,,,,,,,,,,,,,,,,
,,683.66072,A1_23,0.012,,,,,,,,,,,,,,,,,,,,
,,684.33152,A3_32,0.01,,,,,,,,,,,,,,,,,,,,
,,684.41288,A4_24,0.011,,,,,,,,,,,,,,,,,,,,
,,684.41352,A4_34,0.01,,,,,,,,,,,,,,,,,,,,
,,684.52824,B1_12,0.011,,,,,,,,,,,,,,,,,,,,
,,684.84816,B4_22,0.016,,,,,,,,,,,,,,,,,,,,
,,685.70776,A4_21,0.014,,,,,,,,,,,,,,,,,,,,
,,686.64256,B1_12,0.014,,,,,,,,,,,,,,,,,,,,
,,686.68712,B1_12,0.011,,,,,,,,,,,,,,,,,,,,
,,688.52624,C3_13,0.01,,,,,,,,,,,,,,,,,,,,
,,688.88368,A4_12,0.016,,,,,,,,,,,,,,,,,,,,
,,690.36608,C2_24,0.012,,,,,,,,,,,,,,,,,,,,
,,691.00352,C2_24,0.013,,,,,,,,,,,,,,,,,,,,
,,692.8952,B2_14,0.01,,,,,,,,,,,,,,,,,,,,
,,694.21968,B4_22,0.012,,,,,,,,,,,,,,,,,,,,
,,694.24184,B4_22,0.018,,,,,,,,,,,,,,,,,,,,
,,694.78776,B1_12,0.009,,,,,,,,,,,,,,,,,,,,
,,697.05176,B1_12,0.01,,,,,,,,,,,,,,,,,,,,
,,697.05248,B1_13,0.018,,,,,,,,,,,,,,,,,,,,
,,697.07136,B1_12,0.013,,,,,,,,,,,,,,,,,,,,
,,697.09536,B1_12,0.01,,,,,,,,,,,,,,,,,,,,
,,697.1008,B1_12,0.008,,,,,,,,,,,,,,,,,,,,
,,697.14048,B1_12,0.012,,,,,,,,,,,,,,,,,,,,
,,698.92192,B5_21,0.012,,,,,,,,,,,,,,,,,,,,
,,699.6368,B4_22,0.01,,,,,,,,,,,,,,,,,,,,
,,700.23744,A4_12,0.014,,,,,,,,,,,,,,,,,,,,
,,701.56376,A4_12,0.013,,,,,,,,,,,,,,,,,,,,
,,701.86976,B5_42,0.015,,,,,,,,,,,,,,,,,,,,
,,703.07384,A4_12,0.014,,,,,,,,,,,,,,,,,,,,
,,703.46704,B5_42,0.015,,,,,,,,,,,,,,,,,,,,
,,703.61312,D1_43,0.01,,,,,,,,,,,,,,,,,,,,
,,704.38456,A4_12,0.015,,,,,,,,,,,,,,,,,,,,
,,706.74416,B1_12,0.009,,,,,,,,,,,,,,,,,,,,
,,706.75312,B1_21,0.012,,,,,,,,,,,,,,,,,,,,
,,711.46936,B1_32,0.009,,,,,,,,,,,,,,,,,,,,
,,711.68136,B6_41,0.009,,,,,,,,,,,,,,,,,,,,
,,711.91528,B5_42,0.016,,,,,,,,,,,,,,,,,,,,
,,712.69752,D5_42,0.008,,,,,,,,,,,,,,,,,,,,
,,713.90784,A1_23,0.01,,,,,,,,,,,,,,,,,,,,
,,715.16616,D1_43,0.01,,,,,,,,,,,,,,,,,,,,
,,717.64264,A4_12,0.015,,,,,,,,,,,,,,,,,,,,
,,718.06136,A4_24,0.013,,,,,,,,,,,,,,,,,,,,
,,718.74304,B5_42,0.017,,,,,,,,,,,,,,,,,,,,
,,720.43968,B1_12,0.016,,,,,,,,,,,,,,,,,,,,
,,720.8496,B1_12,0.009,,,,,,,,,,,,,,,,,,,,
,,721.14288,B1_12,0.009,,,,,,,,,,,,,,,,,,,,
,,722.97344,C2_24,0.012,,,,,,,,,,,,,,,,,,,,
,,724.53,C2_24,0.012,,,,,,,,,,,,,,,,,,,,
,,725.7972,B5_24,0.013,,,,,,,,,,,,,,,,,,,,
,,727.69048,A4_12,0.013,,,,,,,,,,,,,,,,,,,,
,,729.582,A3_32,0.011,,,,,,,,,,,,,,,,,,,,
,,730.2404,B5_42,0.013,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
Well Information,,,,,,,,,,,,,,,,,,,,,,,,
Well,A1,A2,A3,A4,A5,A6,B1,B2,B3,B4,B5,B6,C1,C2,C3,C4,C5,C6,D1,D2,D3,D4,D5,D6
Active,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
