Investigator,Ghislaine,Time (s),Electrode,Amplitude(mV),,,,,,,,,,,,,,,,,,,,
   Gas Mixer Status,Regulating,0.27232,C3_32,0.034,,,,,,,,,,,,,,,,,,,,
   AxIS Version,1.5.1.12,0.27856,C3_31,0.046,,,,,,,,,,,,,,,,,,,,
   Maestro Edge Firmware,1.5.1.12,0.29512,C5_21,0.017,,,,,,,,,,,,,,,,,,,,
   Maestro Edge BioCore Version,4B,0.30096,B1_24,0.018,,,,,,,,,,,,,,,,,,,,
,,0.30512,C5_33,0.016,,,,,,,,,,,,,,,,,,,,
Spike Detector Settings,,0.31056,D5_21,0.016,,,,,,,,,,,,,,,,,,,,
   Method,Adaptive Threshold Crossing,0.32232,D3_13,0.018,,,,,,,,,,,,,,,,,,,,
   Threshold,6,0.32944,D1_24,0.024,,,,,,,,,,,,,,,,,,,,
   Threshold Status,Variable,0.35232,C5_11,0.012,,,,,,,,,,,,,,,,,,,,
   Threshold Crossing Only,TRUE,0.35992,B1_32,0.017,,,,,,,,,,,,,,,,,,,,
   Pre-Spike Duration,0.84 ms,0.3664,A1_21,0.018,,,,,,,,,,,,,,,,,,,,
   Post-Spike Duration,2.16 ms,0.38048,B6_11,0.02,,,,,,,,,,,,,,,,,,,,
   Coincident Event Filter,Default (Well),0.38136,D6_32,0.019,,,,,,,,,,,,,,,,,,,,
   Coincidence Occurrence Threshold,4 Electrodes,0.38616,C1_13,0.026,,,,,,,,,,,,,,,,,,,,
   Coincidence Event Window,160 µs,0.3968,B2_12,0.064,,,,,,,,,,,,,,,,,,,,
   Allow Sample Overlap,FALSE,0.44344,A6_11,0.064,,,,,,,,,,,,,,,,,,,,
   Spike Count Interval,1 s,0.44848,A6_11,0.033,,,,,,,,,,,,,,,,,,,,
,,0.45192,C5_34,0.022,,,,,,,,,,,,,,,,,,,,
,,0.4528,C3_32,0.036,,,,,,,,,,,,,,,,,,,,
,,0.45344,B1_22,0.036,,,,,,,,,,,,,,,,,,,,
,,0.46824,C4_22,0.017,,,,,,,,,,,,,,,,,,,,
,,0.48112,D6_32,0.021,,,,,,,,,,,,,,,,,,,,
,,0.48304,C2_23,0.021,,,,,,,,,,,,,,,,,,,,
,,0.484,C2_13,0.018,,,,,,,,,,,,,,,,,,,,
,,0.5092,B5_21,0.028,,,,,,,,,,,,,,,,,,,,
,,0.5476,B2_24,0.035,,,,,,,,,,,,,,,,,,,,
,,0.54984,D6_32,0.039,,,,,,,,,,,,,,,,,,,,
,,0.55008,C1_21,0.02,,,,,,,,,,,,,,,,,,,,
,,0.55792,B4_21,0.023,,,,,,,,,,,,,,,,,,,,
,,0.55832,A2_33,0.015,,,,,,,,,,,,,,,,,,,,
,,0.56888,D5_11,0.02,,,,,,,,,,,,,,,,,,,,
,,0.57192,C1_31,0.018,,,,,,,,,,,,,,,,,,,,
,,0.57944,C3_32,0.044,,,,,,,,,,,,,,,,,,,,
,,0.58192,A1_21,0.02,,,,,,,,,,,,,,,,,,,,
,,0.582,D6_21,0.023,,,,,,,,,,,,,,,,,,,,
,,0.59352,D6_11,0.017,,,,,,,,,,,,,,,,,,,,
,,0.59408,B4_32,0.036,,,,,,,,,,,,,,,,,,,,
,,0.60432,B3_34,0.016,,,,,,,,,,,,,,,,,,,,
,,0.61832,B5_22,0.039,,,,,,,,,,,,,,,,,,,,
,,0.62424,A2_33,0.03,,,,,,,,,,,,,,,,,,,,
,,0.63288,B5_11,0.013,,,,,,,,,,,,,,,,,,,,
,,0.63392,B5_22,0.03,,,,,,,,,,,,,,,,,,,,
,,0.63584,B5_31,0.025,,,,,,,,,,,,,,,,,,,,
,,0.64648,A2_24,0.021,,,,,,,,,,,,,,,,,,,,
,,0.66624,C3_32,0.024,,,,,,,,,,,,,,,,,,,,
,,0.69016,C3_32,0.021,,,,,,,,,,,,,,,,,,,,
,,0.72992,D1_23,0.018,,,,,,,,,,,,,,,,,,,,
,,0.73824,D5_11,0.031,,,,,,,,,,,,,,,,,,,,
,,0.73848,B2_44,0.018,,,,,,,,,,,,,,,,,,,,
,,0.74592,C3_31,0.019,,,,,,,,,,,,,,,,,,,,
,,0.75592,B5_22,0.023,,,,,,,,,,,,,,,,,,,,
,,0.76232,B4_21,0.045,,,,,,,,,,,,,,,,,,,,
,,0.76456,A6_12,0.054,,,,,,,,,,,,,,,,,,,,
,,0.78456,D6_11,0.018,,,,,,,,,,,,,,,,,,,,
,,0.78944,C3_31,0.015,,,,,,,,,,,,,,,,,,,,
,,0.80352,C1_43,0.028,,,,,,,,,,,,,,,,,,,,
,,0.80968,B1_22,0.025,,,,,,,,,,,,,,,,,,,,
,,0.81144,B1_14,0.017,,,,,,,,,,,,,,,,,,,,
,,0.83488,C5_44,0.032,,,,,,,,,,,,,,,,,,,,
,,0.83928,A1_31,0.015,,,,,,,,,,,,,,,,,,,,
,,0.84168,D1_43,0.022,,,,,,,,,,,,,,,,,,,,
,,0.84528,C3_32,0.019,,,,,,,,,,,,,,,,,,,,
,,0.846,C2_23,0.023,,,,,,,,,,,,,,,,,,,,
,,0.84688,C2_13,0.024,,,,,,,,,,,,,,,,,,,,
,,0.8536,B5_44,0.019,,,,,,,,,,,,,,,,,,,,
,,0.86416,B1_42,0.016,,,,,,,,,,,,,,,,,,,,
,,0.86616,C5_34,0.02,,,,,,,,,,,,,,,,,,,,
,,0.86712,C5_24,0.016,,,,,,,,,,,,,,,,,,,,
,,0.86992,B5_44,0.027,,,,,,,,,,,,,,,,,,,,
,,0.88192,D5_11,0.025,,,,,,,,,,,,,,,,,,,,
,,0.8924,B2_12,0.06,,,,,,,,,,,,,,,,,,,,
,,0.89512,A2_24,0.018,,,,,,,,,,,,,,,,,,,,
,,0.89928,A6_11,0.031,,,,,,,,,,,,,,,,,,,,
,,0.90016,B5_44,0.023,,,,,,,,,,,,,,,,,,,,
,,0.906,B5_44,0.025,,,,,,,,,,,,,,,,,,,,
,,0.90736,B5_34,0.014,,,,,,,,,,,,,,,,,,,,
,,0.90984,C3_31,0.015,,,,,,,,,,,,,,,,,,,,
,,0.9108,B5_44,0.018,,,,,,,,,,,,,,,,,,,,
,,0.92064,B5_44,0.04,,,,,,,,,,,,,,,,,,,,
,,0.92472,A1_21,0.018,,,,,,,,,,,,,,,,,,,,
,,0.92952,B5_44,0.025,,,,,,,,,,,,,,,,,,,,
,,0.934,D1_43,0.016,,,,,,,,,,,,,,,,,,,,
,,0.93984,B5_44,0.028,,,,,,,,,,,,,,,,,,,,
,,0.94168,B5_34,0.014,,,,,,,,,,,,,,,,,,,,
,,0.94632,D1_33,0.019,,,,,,,,,,,,,,,,,,,,
,,0.94856,B5_44,0.033,,,,,,,,,,,,,,,,,,,,
,,0.95216,B5_44,0.03,,,,,,,,,,,,,,,,,,,,
,,0.9568,B5_44,0.042,,,,,,,,,,,,,,,,,,,,
,,0.95792,A6_11,0.033,,,,,,,,,,,,,,,,,,,,
,,0.96432,B5_44,0.027,,,,,,,,,,,,,,,,,,,,
,,0.96688,B5_44,0.03,,,,,,,,,,,,,,,,,,,,
,,0.97008,B5_44,0.022,,,,,,,,,,,,,,,,,,,,
,,0.97304,B5_44,0.024,,,,,,,,,,,,,,,,,,,,
,,0.97432,A6_11,0.029,,,,,,,,,,,,,,,,,,,,
,,0.97536,B5_44,0.026,,,,,,,,,,,,,,,,,,,,
,,0.97968,B5_44,0.027,,,,,,,,,,,,,,,,,,,,
,,0.98984,B5_44,0.03,,,,,,,,,,,,,,,,,,,,
,,0.99336,D5_11,0.022,,,,,,,,,,,,,,,,,,,,
,,0.99752,B5_44,0.029,,,,,,,,,,,,,,,,,,,,
,,1.00824,B5_44,0.023,,,,,,,,,,,,,,,,,,,,
,,1.014,D1_34,0.027,,,,,,,,,,,,,,,,,,,,
,,1.01408,B5_34,0.016,,,,,,,,,,,,,,,,,,,,
,,1.0188,B5_33,0.024,,,,,,,,,,,,,,,,,,,,
,,1.02144,B5_44,0.033,,,,,,,,,,,,,,,,,,,,
,,1.03008,C1_43,0.021,,,,,,,,,,,,,,,,,,,,
,,1.0436,D5_21,0.018,,,,,,,,,,,,,,,,,,,,
,,1.04432,D6_42,0.018,,,,,,,,,,,,,,,,,,,,
,,1.04696,A6_11,0.028,,,,,,,,,,,,,,,,,,,,
,,1.054,B5_44,0.035,,,,,,,,,,,,,,,,,,,,
,,1.05824,A6_11,0.031,,,,,,,,,,,,,,,,,,,,
,,1.05888,D1_43,0.016,,,,,,,,,,,,,,,,,,,,
,,1.06192,D1_34,0.021,,,,,,,,,,,,,,,,,,,,
,,1.06768,B5_44,0.027,,,,,,,,,,,,,,,,,,,,
,,1.07144,D1_24,0.018,,,,,,,,,,,,,,,,,,,,
,,1.07152,B5_44,0.023,,,,,,,,,,,,,,,,,,,,
,,1.07744,B5_34,0.013,,,,,,,,,,,,,,,,,,,,
,,1.08488,B5_44,0.018,,,,,,,,,,,,,,,,,,,,
,,1.0992,A6_11,0.035,,,,,,,,,,,,,,,,,,,,
,,1.09928,D1_34,0.019,,,,,,,,,,,,,,,,,,,,
,,1.10328,B5_44,0.021,,,,,,,,,,,,,,,,,,,,
,,1.10432,A6_11,0.07,,,,,,,,,,,,,,,,,,,,
,,1.1064,D1_43,0.019,,,,,,,,,,,,,,,,,,,,
,,1.10712,D5_21,0.019,,,,,,,,,,,,,,,,,,,,
,,1.10888,B5_44,0.018,,,,,,,,,,,,,,,,,,,,
,,1.1096,C1_43,0.019,,,,,,,,,,,,,,,,,,,,
,,1.11168,B5_44,0.022,,,,,,,,,,,,,,,,,,,,
,,1.11288,B5_12,0.013,,,,,,,,,,,,,,,,,,,,
,,1.11896,B5_44,0.019,,,,,,,,,,,,,,,,,,,,
,,1.1272,B5_44,0.034,,,,,,,,,,,,,,,,,,,,
,,1.13448,D1_43,0.018,,,,,,,,,,,,,,,,,,,,
,,1.14056,C3_31,0.048,,,,,,,,,,,,,,,,,,,,
,,1.14232,B6_11,0.013,,,,,,,,,,,,,,,,,,,,
,,1.14728,A6_11,0.033,,,,,,,,,,,,,,,,,,,,
,,1.14752,C1_43,0.021,,,,,,,,,,,,,,,,,,,,
,,1.14968,C3_32,0.026,,,,,,,,,,,,,,,,,,,,
,,1.1512,C3_31,0.044,,,,,,,,,,,,,,,,,,,,
,,1.15856,C1_21,0.019,,,,,,,,,,,,,,,,,,,,
,,1.1596,D6_42,0.016,,,,,,,,,,,,,,,,,,,,
,,1.16568,B5_34,0.011,,,,,,,,,,,,,,,,,,,,
,,1.16872,D5_21,0.015,,,,,,,,,,,,,,,,,,,,
,,1.17552,B5_44,0.024,,,,,,,,,,,,,,,,,,,,
,,1.17752,A6_11,0.03,,,,,,,,,,,,,,,,,,,,
,,1.1808,B1_22,0.026,,,,,,,,,,,,,,,,,,,,
,,1.18128,B5_44,0.034,,,,,,,,,,,,,,,,,,,,
,,1.18944,B1_21,0.014,,,,,,,,,,,,,,,,,,,,
,,1.1908,C5_44,0.027,,,,,,,,,,,,,,,,,,,,
,,1.2088,C2_23,0.025,,,,,,,,,,,,,,,,,,,,
,,1.2096,C2_13,0.02,,,,,,,,,,,,,,,,,,,,
,,1.22488,B2_12,0.063,,,,,,,,,,,,,,,,,,,,
,,1.22784,D1_43,0.028,,,,,,,,,,,,,,,,,,,,
,,1.23192,B5_44,0.019,,,,,,,,,,,,,,,,,,,,
,,1.24472,B1_24,0.018,,,,,,,,,,,,,,,,,,,,
,,1.25136,D6_42,0.019,,,,,,,,,,,,,,,,,,,,
,,1.26232,B5_44,0.029,,,,,,,,,,,,,,,,,,,,
,,1.27536,B5_44,0.016,,,,,,,,,,,,,,,,,,,,
,,1.29392,C5_34,0.023,,,,,,,,,,,,,,,,,,,,
,,1.29488,C5_24,0.015,,,,,,,,,,,,,,,,,,,,
,,1.3064,B5_44,0.021,,,,,,,,,,,,,,,,,,,,
,,1.31016,D1_43,0.03,,,,,,,,,,,,,,,,,,,,
,,1.31256,A2_24,0.016,,,,,,,,,,,,,,,,,,,,
,,1.3144,C1_31,0.016,,,,,,,,,,,,,,,,,,,,
,,1.32816,B5_12,0.014,,,,,,,,,,,,,,,,,,,,
,,1.33024,B5_44,0.024,,,,,,,,,,,,,,,,,,,,
,,1.3416,B5_44,0.021,,,,,,,,,,,,,,,,,,,,
,,1.34232,D1_33,0.017,,,,,,,,,,,,,,,,,,,,
,,1.34368,C1_21,0.023,,,,,,,,,,,,,,,,,,,,
,,1.3532,A6_11,0.032,,,,,,,,,,,,,,,,,,,,
,,1.35944,B5_44,0.021,,,,,,,,,,,,,,,,,,,,
,,1.36632,D5_11,0.032,,,,,,,,,,,,,,,,,,,,
,,1.3732,C5_34,0.017,,,,,,,,,,,,,,,,,,,,
,,1.38272,B5_33,0.089,,,,,,,,,,,,,,,,,,,,
,,1.38304,D1_43,0.04,,,,,,,,,,,,,,,,,,,,
,,1.38496,A6_11,0.031,,,,,,,,,,,,,,,,,,,,
,,1.38584,B5_44,0.019,,,,,,,,,,,,,,,,,,,,
,,1.38592,C1_13,0.023,,,,,,,,,,,,,,,,,,,,
,,1.39216,A4_33,0.018,,,,,,,,,,,,,,,,,,,,
,,1.40616,B5_44,0.021,,,,,,,,,,,,,,,,,,,,
,,1.40752,A6_11,0.037,,,,,,,,,,,,,,,,,,,,
,,1.40976,A6_11,0.029,,,,,,,,,,,,,,,,,,,,
,,1.41352,D6_42,0.018,,,,,,,,,,,,,,,,,,,,
,,1.42904,B5_44,0.027,,,,,,,,,,,,,,,,,,,,
,,1.43232,C3_32,0.021,,,,,,,,,,,,,,,,,,,,
,,1.43664,D5_11,0.019,,,,,,,,,,,,,,,,,,,,
,,1.45456,B5_34,0.015,,,,,,,,,,,,,,,,,,,,
,,1.45608,D6_11,0.012,,,,,,,,,,,,,,,,,,,,
,,1.45704,C2_13,0.023,,,,,,,,,,,,,,,,,,,,
,,1.45944,B5_33,0.024,,,,,,,,,,,,,,,,,,,,
,,1.46304,B5_44,0.025,,,,,,,,,,,,,,,,,,,,
,,1.46728,B5_44,0.023,,,,,,,,,,,,,,,,,,,,
,,1.46816,B5_34,0.02,,,,,,,,,,,,,,,,,,,,
,,1.46984,C2_13,0.019,,,,,,,,,,,,,,,,,,,,
,,1.48024,D1_43,0.029,,,,,,,,,,,,,,,,,,,,
,,1.49128,A6_11,0.039,,,,,,,,,,,,,,,,,,,,
,,1.49288,C3_32,0.048,,,,,,,,,,,,,,,,,,,,
,,1.4936,B5_44,0.023,,,,,,,,,,,,,,,,,,,,
,,1.49384,D1_23,0.018,,,,,,,,,,,,,,,,,,,,
,,1.506,B5_44,0.032,,,,,,,,,,,,,,,,,,,,
,,1.5144,D1_43,0.016,,,,,,,,,,,,,,,,,,,,
,,1.5168,D5_21,0.026,,,,,,,,,,,,,,,,,,,,
,,1.52152,B5_44,0.031,,,,,,,,,,,,,,,,,,,,
,,1.52184,A6_42,0.016,,,,,,,,,,,,,,,,,,,,
,,1.52856,B4_43,0.028,,,,,,,,,,,,,,,,,,,,
,,1.53096,B5_44,0.025,,,,,,,,,,,,,,,,,,,,
,,1.54768,B5_44,0.02,,,,,,,,,,,,,,,,,,,,
,,1.55224,A6_11,0.054,,,,,,,,,,,,,,,,,,,,
,,1.55224,B6_11,0.018,,,,,,,,,,,,,,,,,,,,
,,1.55896,D1_43,0.016,,,,,,,,,,,,,,,,,,,,
,,1.56136,B5_44,0.027,,,,,,,,,,,,,,,,,,,,
,,1.56472,C4_12,0.038,,,,,,,,,,,,,,,,,,,,
,,1.57216,C5_43,0.015,,,,,,,,,,,,,,,,,,,,
,,1.57344,D5_21,0.018,,,,,,,,,,,,,,,,,,,,
,,1.57664,B5_44,0.02,,,,,,,,,,,,,,,,,,,,
,,1.57784,D5_21,0.022,,,,,,,,,,,,,,,,,,,,
,,1.57992,C4_12,0.015,,,,,,,,,,,,,,,,,,,,
,,1.58112,B5_33,0.022,,,,,,,,,,,,,,,,,,,,
,,1.5816,A6_11,0.033,,,,,,,,,,,,,,,,,,,,
,,1.58536,D1_43,0.029,,,,,,,,,,,,,,,,,,,,
,,1.58576,B5_23,0.021,,,,,,,,,,,,,,,,,,,,
,,1.58576,D6_32,0.023,,,,,,,,,,,,,,,,,,,,
,,1.58856,C5_43,0.017,,,,,,,,,,,,,,,,,,,,
,,1.59976,C3_32,0.027,,,,,,,,,,,,,,,,,,,,
,,1.60296,D5_21,0.02,,,,,,,,,,,,,,,,,,,,
,,1.60464,C4_12,0.03,,,,,,,,,,,,,,,,,,,,
,,1.60992,D5_21,0.028,,,,,,,,,,,,,,,,,,,,
,,1.61648,B5_44,0.026,,,,,,,,,,,,,,,,,,,,
,,1.61896,B5_44,0.032,,,,,,,,,,,,,,,,,,,,
,,1.62416,D6_32,0.024,,,,,,,,,,,,,,,,,,,,
,,1.6268,B5_44,0.023,,,,,,,,,,,,,,,,,,,,
,,1.6276,D5_21,0.022,,,,,,,,,,,,,,,,,,,,
,,1.6312,B4_43,0.024,,,,,,,,,,,,,,,,,,,,
,,1.63496,B5_44,0.021,,,,,,,,,,,,,,,,,,,,
,,1.63616,D5_21,0.019,,,,,,,,,,,,,,,,,,,,
,,1.64392,D6_21,0.018,,,,,,,,,,,,,,,,,,,,
,,1.64776,C4_12,0.028,,,,,,,,,,,,,,,,,,,,
,,1.65352,B5_44,0.029,,,,,,,,,,,,,,,,,,,,
,,1.65992,B5_11,0.018,,,,,,,,,,,,,,,,,,,,
,,1.66336,B5_12,0.019,,,,,,,,,,,,,,,,,,,,
,,1.6648,C5_33,0.013,,,,,,,,,,,,,,,,,,,,
,,1.66504,A6_11,0.035,,,,,,,,,,,,,,,,,,,,
,,1.67384,B5_34,0.012,,,,,,,,,,,,,,,,,,,,
,,1.67664,D4_43,0.017,,,,,,,,,,,,,,,,,,,,
,,1.6768,D5_21,0.016,,,,,,,,,,,,,,,,,,,,
,,1.68176,D6_43,0.019,,,,,,,,,,,,,,,,,,,,
,,1.68208,D5_21,0.022,,,,,,,,,,,,,,,,,,,,
,,1.684,B5_44,0.032,,,,,,,,,,,,,,,,,,,,
,,1.68448,D5_21,0.02,,,,,,,,,,,,,,,,,,,,
,,1.6924,D5_21,0.015,,,,,,,,,,,,,,,,,,,,
,,1.6928,B5_21,0.027,,,,,,,,,,,,,,,,,,,,
,,1.69328,B5_33,0.024,,,,,,,,,,,,,,,,,,,,
,,1.69592,C1_43,0.022,,,,,,,,,,,,,,,,,,,,
,,1.698,B5_44,0.034,,,,,,,,,,,,,,,,,,,,
,,1.6984,D1_43,0.027,,,,,,,,,,,,,,,,,,,,
,,1.70248,D5_21,0.021,,,,,,,,,,,,,,,,,,,,
,,1.70392,B5_33,0.023,,,,,,,,,,,,,,,,,,,,
,,1.70696,C4_12,0.03,,,,,,,,,,,,,,,,,,,,
,,1.7072,B5_44,0.038,,,,,,,,,,,,,,,,,,,,
,,1.70888,D5_21,0.022,,,,,,,,,,,,,,,,,,,,
,,1.71232,D5_21,0.027,,,,,,,,,,,,,,,,,,,,
,,1.71528,B5_33,0.034,,,,,,,,,,,,,,,,,,,,
,,1.72096,B2_12,0.063,,,,,,,,,,,,,,,,,,,,
,,1.72288,A1_31,0.018,,,,,,,,,,,,,,,,,,,,
,,1.7288,D5_21,0.026,,,,,,,,,,,,,,,,,,,,
,,1.73288,D5_21,0.015,,,,,,,,,,,,,,,,,,,,
,,1.736,D5_21,0.022,,,,,,,,,,,,,,,,,,,,
,,1.73992,D5_21,0.022,,,,,,,,,,,,,,,,,,,,
,,1.74056,B5_44,0.021,,,,,,,,,,,,,,,,,,,,
,,1.74304,D3_13,0.017,,,,,,,,,,,,,,,,,,,,
,,1.74536,B5_21,0.028,,,,,,,,,,,,,,,,,,,,
,,1.75136,D3_33,0.027,,,,,,,,,,,,,,,,,,,,
,,1.75152,D3_44,0.024,,,,,,,,,,,,,,,,,,,,
,,1.7516,D3_34,0.012,,,,,,,,,,,,,,,,,,,,
,,1.7584,A6_23,0.035,,,,,,,,,,,,,,,,,,,,
,,1.76024,D5_21,0.025,,,,,,,,,,,,,,,,,,,,
,,1.76376,B2_24,0.038,,,,,,,,,,,,,,,,,,,,
,,1.76576,B5_44,0.036,,,,,,,,,,,,,,,,,,,,
,,1.76696,A6_11,0.038,,,,,,,,,,,,,,,,,,,,
,,1.7672,D5_21,0.02,,,,,,,,,,,,,,,,,,,,
,,1.7692,D3_13,0.016,,,,,,,,,,,,,,,,,,,,
,,1.76944,C1_31,0.017,,,,,,,,,,,,,,,,,,,,
,,1.77056,C4_12,0.029,,,,,,,,,,,,,,,,,,,,
,,1.78256,B5_44,0.029,,,,,,,,,,,,,,,,,,,,
,,1.78376,D5_21,0.021,,,,,,,,,,,,,,,,,,,,
,,1.7888,C1_24,0.022,,,,,,,,,,,,,,,,,,,,
,,1.7936,D6_32,0.03,,,,,,,,,,,,,,,,,,,,
,,1.79504,D5_21,0.018,,,,,,,,,,,,,,,,,,,,
,,1.80048,D6_32,0.021,,,,,,,,,,,,,,,,,,,,
,,1.80576,D3_33,0.023,,,,,,,,,,,,,,,,,,,,
,,1.80584,D3_44,0.025,,,,,,,,,,,,,,,,,,,,
,,1.80592,D3_34,0.011,,,,,,,,,,,,,,,,,,,,
,,1.80864,B5_44,0.026,,,,,,,,,,,,,,,,,,,,
,,1.81856,C1_43,0.016,,,,,,,,,,,,,,,,,,,,
,,1.81952,C3_31,0.043,,,,,,,,,,,,,,,,,,,,
,,1.82256,C2_23,0.026,,,,,,,,,,,,,,,,,,,,
,,1.82344,C2_13,0.02,,,,,,,,,,,,,,,,,,,,
,,1.82416,C4_12,0.031,,,,,,,,,,,,,,,,,,,,
,,1.82752,C1_43,0.025,,,,,,,,,,,,,,,,,,,,
,,1.82888,C3_31,0.046,,,,,,,,,,,,,,,,,,,,
,,1.8356,D6_32,0.019,,,,,,,,,,,,,,,,,,,,
,,1.83888,B5_44,0.017,,,,,,,,,,,,,,,,,,,,
,,1.84344,D3_33,0.02,,,,,,,,,,,,,,,,,,,,
,,1.84352,D3_43,0.011,,,,,,,,,,,,,,,,,,,,
,,1.84352,D3_44,0.02,,,,,,,,,,,,,,,,,,,,
,,1.85032,C1_43,0.022,,,,,,,,,,,,,,,,,,,,
,,1.85512,D3_23,0.019,,,,,,,,,,,,,,,,,,,,
,,1.85928,C1_43,0.018,,,,,,,,,,,,,,,,,,,,
,,1.86056,B5_21,0.024,,,,,,,,,,,,,,,,,,,,
,,1.86968,C1_11,0.02,,,,,,,,,,,,,,,,,,,,
,,1.87272,C5_34,0.023,,,,,,,,,,,,,,,,,,,,
,,1.87368,C5_24,0.017,,,,,,,,,,,,,,,,,,,,
,,1.87496,B5_44,0.025,,,,,,,,,,,,,,,,,,,,
,,1.87592,A2_24,0.016,,,,,,,,,,,,,,,,,,,,
,,1.8772,C1_21,0.022,,,,,,,,,,,,,,,,,,,,
,,1.88832,B5_21,0.024,,,,,,,,,,,,,,,,,,,,
,,1.89504,C1_43,0.022,,,,,,,,,,,,,,,,,,,,
,,1.9008,B4_32,0.037,,,,,,,,,,,,,,,,,,,,
,,1.90104,B5_44,0.025,,,,,,,,,,,,,,,,,,,,
,,1.90256,C4_12,0.03,,,,,,,,,,,,,,,,,,,,
,,1.90264,C1_21,0.028,,,,,,,,,,,,,,,,,,,,
,,1.9056,B5_44,0.022,,,,,,,,,,,,,,,,,,,,
,,1.90688,D3_33,0.016,,,,,,,,,,,,,,,,,,,,
,,1.90688,D3_34,0.014,,,,,,,,,,,,,,,,,,,,
,,1.90688,D3_44,0.019,,,,,,,,,,,,,,,,,,,,
,,1.91184,C1_43,0.019,,,,,,,,,,,,,,,,,,,,
,,1.91256,D5_11,0.029,,,,,,,,,,,,,,,,,,,,
,,1.91528,D6_21,0.021,,,,,,,,,,,,,,,,,,,,
,,1.92152,B5_44,0.031,,,,,,,,,,,,,,,,,,,,
,,1.93304,B5_33,0.028,,,,,,,,,,,,,,,,,,,,
,,1.93504,C1_43,0.02,,,,,,,,,,,,,,,,,,,,
,,1.93736,C5_44,0.014,,,,,,,,,,,,,,,,,,,,
,,1.94256,A6_11,0.035,,,,,,,,,,,,,,,,,,,,
,,1.94336,B5_44,0.033,,,,,,,,,,,,,,,,,,,,
,,1.94488,A6_11,0.03,,,,,,,,,,,,,,,,,,,,
,,1.94944,C1_43,0.019,,,,,,,,,,,,,,,,,,,,
,,1.9536,A4_42,0.02,,,,,,,,,,,,,,,,,,,,
,,1.95384,D1_23,0.016,,,,,,,,,,,,,,,,,,,,
,,1.95592,B5_44,0.027,,,,,,,,,,,,,,,,,,,,
,,1.9584,B5_12,0.037,,,,,,,,,,,,,,,,,,,,
,,1.95904,B5_34,0.014,,,,,,,,,,,,,,,,,,,,
,,1.96648,B5_21,0.029,,,,,,,,,,,,,,,,,,,,
,,1.96944,C6_43,0.026,,,,,,,,,,,,,,,,,,,,
,,1.97208,C3_32,0.023,,,,,,,,,,,,,,,,,,,,
,,1.97848,B5_31,0.019,,,,,,,,,,,,,,,,,,,,
,,1.98336,C1_21,0.023,,,,,,,,,,,,,,,,,,,,
,,1.98856,D3_23,0.019,,,,,,,,,,,,,,,,,,,,
,,1.99768,C1_34,0.02,,,,,,,,,,,,,,,,,,,,
,,2.01008,B5_44,0.033,,,,,,,,,,,,,,,,,,,,
,,2.01192,D3_44,0.022,,,,,,,,,,,,,,,,,,,,
,,2.012,D3_33,0.016,,,,,,,,,,,,,,,,,,,,
,,2.02568,B4_21,0.041,,,,,,,,,,,,,,,,,,,,
,,2.02592,C1_21,0.017,,,,,,,,,,,,,,,,,,,,
,,2.02704,A6_11,0.036,,,,,,,,,,,,,,,,,,,,
,,2.02704,B4_11,0.026,,,,,,,,,,,,,,,,,,,,
