Investigator,Ghislaine,Time (s),Electrode,Amplitude(mV)
,,1.24392,C1_31,0.019
,,1.2444,C1_43,0.018
,,1.25704,C5_34,0.021
,,1.26512,C4_33,0.029
,,1.26688,C1_31,0.024
,,1.28336,C5_34,0.016
,,1.28944,C1_31,0.022
,,1.28976,C3_32,0.029
,,1.30976,C1_31,0.024
,,1.33,C1_31,0.019
,,1.35048,C1_31,0.02
,,1.36616,C2_23,0.023
,,1.36688,C2_13,0.021
,,1.36944,C1_31,0.018
,,1.38784,C1_31,0.017
,,1.39656,C3_31,0.027
,,1.40584,C1_31,0.022
,,1.42576,C1_31,0.022
,,1.42808,C1_13,0.02
,,1.42856,C2_32,0.016
,,1.42856,C5_34,0.028
,,1.42952,C5_24,0.013
,,1.44304,C2_21,0.025
,,1.44424,C1_31,0.023
,,1.44592,C2_11,0.015
,,1.4616,C1_31,0.016
,,1.47896,C1_31,0.017
,,1.47912,C2_32,0.016
,,1.48312,C3_32,0.022
,,1.4968,C1_31,0.019
,,1.51376,C1_31,0.019
,,1.52504,C3_31,0.024
,,1.53056,C1_31,0.016
,,1.54792,C1_31,0.019
,,1.54872,C5_34,0.023
,,1.56312,C1_44,0.04
,,1.5668,C1_31,0.018
,,1.58472,C1_31,0.022
,,1.60192,C1_31,0.016
,,1.63552,C1_31,0.019
,,1.65144,C1_31,0.017
,,1.65504,C1_43,0.017
,,1.66728,C1_31,0.023
,,1.68368,C1_31,0.017
,,1.68896,C3_31,0.028
,,1.7012,C1_31,0.018
,,1.72072,C1_31,0.024
,,1.72552,C2_23,0.022
,,1.72632,C2_13,0.023
,,1.73648,C4_12,0.018
,,1.73928,C1_31,0.02
,,1.75632,C1_31,0.019
,,1.76904,C5_34,0.027
,,1.77,C5_24,0.015
,,1.778,C1_31,0.019
,,1.79264,C5_44,0.012
,,1.79656,C1_31,0.021
,,1.81464,C3_32,0.024
,,1.81768,C1_31,0.018
,,1.8392,C1_31,0.018
,,1.84968,C4_21,0.022
,,1.86128,C1_31,0.017
,,1.8864,C1_31,0.016
,,1.90888,C1_31,0.018
,,1.91264,C4_21,0.02
,,1.93312,C1_31,0.017
,,1.95728,C1_31,0.017
,,1.97808,C4_33,0.035
,,1.98872,C1_31,0.017
,,2.01288,C3_32,0.023
,,2.01416,C1_31,0.017
,,2.0324,C1_43,0.018
,,2.04016,C1_31,0.017
,,2.05216,C2_23,0.024
,,2.05296,C2_13,0.02
,,2.06808,C1_31,0.019
,,2.09984,C1_31,0.016
,,2.1192,C5_33,0.02
,,2.13704,C1_31,0.019
,,2.1444,C4_22,0.021
,,2.20176,C5_44,0.028
,,2.31584,C5_14,0.029
,,2.33976,C5_42,0.017
,,2.384,C2_32,0.016
,,2.3876,C1_14,0.02
,,2.41296,C1_13,0.019
,,2.43592,C2_32,0.016
,,2.44296,C4_12,0.021
,,2.47664,C2_13,0.023
,,2.51592,C3_32,0.02
,,2.52136,C1_22,0.012
,,2.5816,C3_32,0.025
,,2.58856,C2_21,0.019
,,2.59304,C2_33,0.015
,,2.61656,C1_34,0.018
,,2.62112,C5_34,0.025
,,2.62208,C5_24,0.017
,,2.66552,C4_33,0.032
,,2.68432,C6_42,0.026
,,2.69312,C5_44,0.032
,,2.72336,C4_12,0.017
,,2.80272,C2_23,0.02
,,2.80352,C2_13,0.021
,,2.91568,C1_13,0.019
,,2.92752,C5_34,0.018
,,2.9408,C2_21,0.022
,,2.95744,C4_22,0.023
,,2.96568,C3_32,0.02
,,2.99288,C2_13,0.023
,,3.00696,C3_31,0.025
,,3.02744,C3_31,0.017
,,3.084,C2_23,0.019
,,3.08664,C5_34,0.024
,,3.14176,C2_21,0.023
,,3.14816,C4_12,0.017
,,3.1664,C5_42,0.017
,,3.18736,C2_32,0.018
,,3.18744,C3_32,0.026
,,3.20048,C3_32,0.022
,,3.22888,C2_33,0.013
,,3.24296,C2_32,0.017
,,3.24504,C4_33,0.029
,,3.27384,C2_13,0.025
,,3.28728,C1_43,0.015
,,3.29104,C3_31,0.028
,,3.32568,C2_23,0.049
,,3.32768,C3_32,0.032
,,3.33264,C2_21,0.019
,,3.33728,C1_44,0.041
,,3.34016,C3_32,0.025
,,3.3644,C5_43,0.015
,,3.37216,C2_23,0.04
,,3.38024,C2_11,0.014
,,3.39112,C2_23,0.02
,,3.42968,C2_23,0.04
,,3.45704,C2_24,0.02
,,3.47856,C4_22,0.019
,,3.4992,C1_13,0.031
,,3.56488,C2_24,0.022
,,3.5652,C2_22,0.021
,,3.56528,C2_23,0.048
,,3.56928,C2_13,0.024
,,3.59304,C2_12,0.03
,,3.6376,C2_23,0.036
,,3.6436,C1_13,0.028
,,3.664,C4_12,0.02
,,3.67,C4_12,0.018
,,3.72672,C3_32,0.02
,,3.74264,C1_13,0.029
,,3.78712,C5_34,0.023
,,3.78816,C5_24,0.012
,,3.79312,C6_42,0.022
,,3.8048,C2_23,0.032
,,3.82736,C3_31,0.03
,,3.85976,C3_31,0.02
,,3.8612,C1_13,0.029
,,3.8916,C4_22,0.02
,,3.92304,C2_23,0.027
,,3.958,C2_21,0.025
,,3.96024,C4_33,0.033
,,3.96368,C2_23,0.017
,,3.964,C5_14,0.027
,,3.9644,C2_13,0.022
,,3.96808,C3_32,0.02
,,3.96896,C5_34,0.019
,,3.96984,C5_24,0.013
,,4.07296,C5_33,0.022
,,4.1296,C5_12,0.014
,,4.18,C1_34,0.016
,,4.23664,C5_34,0.018
,,4.27176,C3_32,0.019
,,4.28408,C2_23,0.018
,,4.28488,C2_13,0.021
,,4.3092,C5_34,0.027
,,4.31008,C5_24,0.014
,,4.3332,C2_43,0.014
,,4.34192,C4_11,0.014
,,4.3496,C4_12,0.018
,,4.50136,C4_33,0.033
,,4.5148,C5_12,0.014
,,4.59936,C5_42,0.018
,,4.70136,C4_12,0.021
,,4.70576,C4_12,0.02
,,4.73584,C2_23,0.023
,,4.73656,C2_13,0.027
,,4.7724,C3_32,0.021
,,4.78672,C3_32,0.019
,,4.85704,C3_32,0.025
,,4.9932,C5_34,0.025
,,4.99416,C5_24,0.015
,,5.01952,C1_13,0.021
,,5.05608,C2_13,0.026
,,5.08176,C4_22,0.019
,,5.14,C3_32,0.024
,,5.21376,C5_44,0.033
,,5.27872,C4_33,0.029
,,5.29616,C4_22,0.022
,,5.39448,C2_13,0.022
,,5.4524,C4_12,0.019
,,5.48016,C3_32,0.029
,,5.52952,C4_12,0.019
,,5.54192,C5_34,0.023
,,5.54288,C5_24,0.018
,,5.66576,C3_32,0.021
,,5.71216,C2_21,0.022
,,5.73872,C5_12,0.014
,,5.74264,C4_22,0.019
,,5.76104,C2_23,0.026
,,5.76184,C2_13,0.018
,,5.7976,C4_33,0.034
,,5.80912,C2_32,0.016
,,5.82512,C3_31,0.03
,,5.83296,C5_44,0.03
,,5.84832,C1_44,0.042
,,5.87032,C5_42,0.018
,,5.90008,C2_32,0.015
,,5.98824,C5_34,0.025
,,5.9892,C5_24,0.016
,,6.03104,C5_33,0.02
,,6.07288,C3_31,0.032
,,6.09856,C2_21,0.02
,,6.15472,C1_13,0.033
,,6.17648,C2_24,0.017
,,6.2032,C2_13,0.026
,,6.27992,C3_32,0.021
,,6.28728,C1_34,0.016
,,6.3504,C6_42,0.02
,,6.37928,C3_31,0.03
,,6.40064,C2_21,0.02
,,6.41064,C4_21,0.019
,,6.42408,C1_32,0.019
,,6.4348,C4_33,0.04
,,6.43656,C1_13,0.032
,,6.44912,C3_43,0.013
,,6.52384,C4_12,0.017
,,6.53376,C2_13,0.027
,,6.53968,C5_34,0.023
,,6.74928,C2_43,0.023
,,6.78256,C2_21,0.026
,,6.79368,C2_24,0.014
,,6.82768,C2_21,0.021
,,6.87328,C4_12,0.018
,,6.88152,C2_13,0.021
,,6.9504,C5_34,0.026
,,6.95128,C5_24,0.018
,,7.02736,C2_13,0.025
,,7.03288,C2_21,0.019
,,7.0348,C2_44,0.044
,,7.0644,C2_21,0.021
,,7.06808,C4_33,0.031
,,7.11488,C4_22,0.019
,,7.11928,C5_44,0.026
,,7.1304,C2_32,0.016
,,7.18072,C2_32,0.021
,,7.18392,C4_21,0.018
,,7.2292,C2_24,0.022
,,7.25944,C3_31,0.031
,,7.32368,C2_21,0.021
,,7.34192,C2_24,0.02
,,7.39824,C1_14,0.014
,,7.4096,C4_22,0.018
,,7.4236,C2_13,0.026
,,7.46152,C5_34,0.019
,,7.54584,C4_12,0.021
,,7.5624,C2_23,0.045
,,7.57648,C3_32,0.026
,,7.5928,C5_34,0.024
,,7.59368,C5_24,0.017
,,7.60208,C2_23,0.044
,,7.61064,C4_33,0.036
,,7.64488,C5_12,0.015
,,7.6544,C2_23,0.04
,,7.69264,C1_34,0.012
,,7.716,C2_23,0.032
,,7.77864,C3_31,0.026
,,7.79704,C5_42,0.019
,,7.82184,C2_13,0.019
,,7.83896,C2_23,0.037
,,7.8708,C3_32,0.022
,,7.87984,C2_21,0.023
,,7.9132,C4_12,0.025
,,7.91544,C4_22,0.024
,,7.92384,C4_11,0.015
,,7.95392,C4_22,0.017
,,7.9688,C2_23,0.035
,,7.974,C1_13,0.019
,,8.0444,C2_21,0.019
,,8.05024,C1_44,0.036
,,8.088,C5_34,0.018
,,8.10224,C5_34,0.028
,,8.12336,C4_33,0.034
,,8.12576,C3_31,0.034
,,8.13496,C4_23,0.02
,,8.1532,C2_13,0.023
,,8.26768,C1_43,0.019
,,8.30624,C3_32,0.019
,,8.32136,C3_32,0.023
,,8.32888,C3_32,0.019
,,8.36176,C3_32,0.034
,,8.45456,C3_32,0.02
,,8.46048,C4_12,0.019
,,8.4736,C2_13,0.019
,,8.5052,C3_43,0.013
,,8.51312,C2_32,0.02
,,8.64464,C3_31,0.016
,,8.64912,C5_34,0.025
,,8.65008,C5_24,0.019
,,8.67328,C3_31,0.033
,,8.70824,C4_33,0.03
,,8.71144,C3_43,0.015
,,8.84328,C5_42,0.015
,,8.8436,C4_21,0.018
,,8.89216,C3_32,0.02
,,8.93384,C4_22,0.018
,,8.93456,C2_21,0.021
,,8.9548,C4_12,0.02
,,9.01736,C5_14,0.029
,,9.0536,C2_32,0.018
,,9.108,C5_34,0.022
,,9.10896,C5_24,0.014
,,9.11008,C2_32,0.018
,,9.14296,C5_21,0.016
,,9.15888,C3_32,0.031
,,9.16144,C2_21,0.018
,,9.18592,C2_13,0.024
,,9.208,C2_31,0.016
,,9.24096,C2_21,0.042
,,9.27736,C4_33,0.03
,,9.28112,C3_31,0.033
,,9.37584,C5_33,0.019
,,9.4308,C3_32,0.028
,,9.44688,C2_34,0.016
,,9.49088,C1_13,0.02
,,9.57112,C2_13,0.024
,,9.62,C1_13,0.021
,,9.6296,C5_12,0.012
,,9.638,C5_14,0.024
,,9.65112,C5_43,0.017
,,9.66456,C2_43,0.021
,,9.71304,C3_32,0.021
,,9.71432,C4_12,0.021
,,9.71904,C4_12,0.017
,,9.72784,C2_21,0.025
,,9.77392,C4_33,0.031
,,9.78384,C1_34,0.016
,,9.80184,C5_34,0.019
,,9.82256,C2_43,0.015
,,9.83808,C5_42,0.017
,,9.8568,C1_44,0.045
,,9.87704,C3_31,0.015
,,9.87816,C1_13,0.019
,,9.88656,C2_13,0.025
,,9.89408,C5_34,0.021
,,9.89504,C5_24,0.015
,,9.9212,C1_14,0.023
,,10.01248,C2_21,0.03
,,10.12616,C5_14,0.016
,,10.14368,C2_42,0.014
,,10.21928,C4_33,0.036
,,10.22648,C5_14,0.014
,,10.24864,C2_21,0.025
,,10.254,C3_43,0.012
,,10.29192,C5_44,0.034
,,10.38016,C5_34,0.023
,,10.38104,C5_24,0.018
,,10.38904,C2_32,0.02
,,10.398,C3_31,0.023
,,10.43992,C2_32,0.017
,,10.5104,C2_32,0.019
,,10.566,C2_13,0.023
,,10.56752,C3_32,0.018
,,10.59072,C5_21,0.017
,,10.65824,C2_21,0.016
,,10.68448,C4_33,0.03
,,10.6872,C4_22,0.021
,,10.70968,C2_32,0.019
,,10.75352,C5_12,0.015
,,10.77112,C4_12,0.02
,,10.79736,C2_21,0.022
,,10.80344,C2_43,0.02
,,10.8232,C3_32,0.021
,,10.8844,C3_31,0.024
,,10.92904,C2_13,0.021
,,10.93768,C4_22,0.018
,,10.9912,C5_34,0.017
,,11.00176,C5_42,0.017
,,11.0736,C5_34,0.024
,,11.07456,C5_24,0.017
,,11.07792,C2_14,0.014
,,11.09432,C2_43,0.019
,,11.15376,C5_44,0.029
,,11.17896,C2_12,0.028
,,11.27072,C4_41,0.01
,,11.30376,C2_13,0.022
,,11.32488,C2_32,0.019
,,11.38648,C3_32,0.021
,,11.39512,C4_33,0.028
,,11.40752,C5_34,0.029
,,11.4088,C5_24,0.013
,,11.41056,C4_22,0.026
,,11.44608,C3_31,0.021
,,11.49936,C4_12,0.022
,,11.61984,C3_31,0.035
,,11.64968,C1_13,0.027
,,11.72664,C2_13,0.025
,,11.72808,C3_32,0.02
,,11.76288,C1_13,0.03
,,11.76384,C1_44,0.04
,,11.79752,C5_43,0.019
,,11.79824,C5_42,0.015
,,11.80776,C5_21,0.018
,,11.83408,C5_44,0.023
,,11.83784,C5_34,0.024
,,11.8388,C5_24,0.015
,,11.86528,C5_14,0.022
,,11.8896,C4_22,0.02
,,11.93976,C4_33,0.032
,,11.94968,C1_13,0.031
,,11.98368,C2_32,0.018
,,11.996,C3_31,0.026
,,12.0244,C2_13,0.022
,,12.03336,C2_32,0.017
,,12.06736,C4_12,0.016
,,12.12104,C2_21,0.024
,,12.13448,C4_22,0.017
,,12.14648,C2_32,0.018
,,12.19296,C1_43,0.019
,,12.20544,C5_14,0.026
,,12.2208,C2_32,0.018
,,12.22752,C5_34,0.028
,,12.2284,C5_24,0.015
,,12.26696,C3_32,0.021
,,12.28488,C2_23,0.022
,,12.35912,C4_33,0.031
,,12.3856,C1_13,0.02
,,12.3908,C2_23,0.028
,,12.40816,C4_12,0.015
,,12.4108,C2_24,0.02
,,12.43048,C4_12,0.018
,,12.4852,C1_43,0.014
,,12.53928,C2_23,0.02
,,12.54008,C2_13,0.021
,,12.55856,C2_24,0.019
,,12.5688,C4_22,0.018
,,12.58848,C5_21,0.021
,,12.59712,C1_43,0.017
,,12.60128,C1_34,0.018
,,12.65064,C4_11,0.014
,,12.65256,C2_14,0.016
,,12.66616,C4_41,0.011
,,12.67328,C2_24,0.016
,,12.67464,C4_12,0.018
,,12.71432,C4_41,0.014
,,12.71576,C5_34,0.017
,,12.72072,C4_41,0.013
,,12.79632,C5_34,0.024
,,12.79728,C5_24,0.019
,,12.804,C2_43,0.016
,,12.82144,C4_41,0.017
,,12.84064,C2_13,0.021
,,12.85392,C4_41,0.015
,,12.90024,C5_34,0.016
,,12.90656,C4_12,0.027
,,12.92056,C4_33,0.034
,,12.92792,C3_31,0.026
,,12.93192,C3_32,0.02
,,12.95328,C3_32,0.022
,,13.01064,C1_13,0.016
,,13.06312,C4_41,0.013
,,13.09248,C4_22,0.02
,,13.0984,C4_41,0.016
,,13.11968,C4_41,0.015
,,13.17376,C5_43,0.015
,,13.192,C5_14,0.024
,,13.22888,C2_13,0.022
,,13.23872,C4_41,0.014
,,13.25584,C4_41,0.013
,,13.30616,C1_14,0.017
,,13.33952,C4_41,0.012
,,13.35752,C2_13,0.023
,,13.38296,C5_12,0.013
,,13.42168,C4_22,0.019
,,13.4712,C4_11,0.014
,,13.51464,C4_12,0.017
,,13.51904,C4_41,0.015
,,13.5332,C4_33,0.035
,,13.53464,C4_41,0.014
,,13.55088,C1_13,0.032
,,13.61088,C5_43,0.015
,,13.63008,C1_13,0.029
,,13.63672,C2_23,0.019
,,13.63752,C2_13,0.022
,,13.71656,C5_34,0.02
,,13.71752,C5_24,0.013
,,13.71904,C1_44,0.04
,,13.7416,C4_12,0.019
,,13.77096,C4_41,0.014
,,13.78496,C4_41,0.022
,,13.7856,C4_12,0.017
,,13.83616,C2_43,0.023
,,13.88808,C2_14,0.017
,,13.93776,C4_41,0.015
,,13.99104,C2_23,0.02
,,13.99184,C2_13,0.023
,,14.0156,C2_21,0.024
,,14.02072,C4_23,0.021
,,14.03736,C5_43,0.014
,,14.04736,C4_33,0.037
,,14.04952,C5_34,0.023
,,14.05048,C5_24,0.016
,,14.11592,C2_23,0.047
,,14.13928,C4_41,0.017
,,14.1524,C2_23,0.046
,,14.19064,C4_22,0.022
,,14.20408,C2_23,0.024
,,14.21216,C5_14,0.024
,,14.218,C3_32,0.031
,,14.28184,C5_34,0.021
,,14.29808,C2_13,0.02
,,14.33696,C3_31,0.029
,,14.34048,C5_44,0.031
,,14.37208,C4_12,0.022
,,14.40384,C4_21,0.019
,,14.4168,C5_42,0.014
,,14.42632,C3_41,0.011
,,14.43408,C5_34,0.021
,,14.44808,C3_43,0.011
,,14.46,C2_21,0.021
,,14.5436,C4_22,0.018
,,14.6724,C2_13,0.02
,,14.68672,C2_21,0.017
,,14.71376,C4_33,0.037
,,14.79848,C4_23,0.023
,,14.82232,C3_32,0.023
,,14.85168,C2_21,0.021
,,14.86296,C2_43,0.016
,,14.87088,C3_32,0.021
,,14.89016,C3_32,0.036
,,14.93904,C3_31,0.02
,,15.00696,C2_13,0.021
,,15.01256,C5_34,0.019
,,15.0628,C2_32,0.019
,,15.09392,C1_31,0.023
,,15.12944,C4_12,0.018
,,15.14256,C1_31,0.021
,,15.18344,C1_31,0.024
,,15.18696,C5_34,0.023
,,15.18792,C5_24,0.015
,,15.21056,C2_13,0.017
,,15.22312,C1_31,0.022
,,15.22992,C4_41,0.015
,,15.23864,C4_41,0.014
,,15.24104,C5_42,0.015
,,15.24416,C4_12,0.02
,,15.25312,C1_13,0.02
,,15.25424,C4_41,0.016
,,15.25784,C1_31,0.023
,,15.2628,C2_21,0.023
,,15.2896,C1_31,0.024
,,15.31024,C3_32,0.021
,,15.32528,C1_31,0.021
,,15.33048,C2_13,0.021
,,15.3348,C3_32,0.024
,,15.3428,C1_44,0.041
,,15.3516,C4_33,0.038
,,15.35608,C1_31,0.02
,,15.38944,C1_31,0.02
,,15.41504,C1_31,0.023
,,15.43736,C3_31,0.012
,,15.4412,C4_22,0.02
,,15.44152,C1_31,0.023
,,15.46176,C1_43,0.019
,,15.46736,C1_31,0.02
,,15.48744,C2_43,0.017
,,15.49128,C1_31,0.017
,,15.49856,C3_31,0.014
,,15.51264,C3_41,0.009
,,15.51456,C1_31,0.021
,,15.52568,C3_32,0.022
,,15.53784,C1_31,0.019
,,15.56104,C1_31,0.021
,,15.5844,C1_31,0.025
,,15.61008,C1_31,0.021
,,15.63888,C1_31,0.021
,,15.66504,C1_31,0.02
,,15.66504,C5_34,0.022
,,15.66592,C5_24,0.016
,,15.68528,C2_13,0.02
,,15.68816,C5_12,0.012
,,15.69,C1_31,0.016
,,15.71552,C1_31,0.021
,,15.73848,C1_31,0.021
,,15.76088,C1_31,0.019
,,15.78496,C1_31,0.022
,,15.80848,C1_31,0.021
,,15.81992,C3_31,0.028
,,15.82224,C5_44,0.029
,,15.8272,C3_32,0.022
,,15.82744,C2_21,0.021
,,15.83216,C1_31,0.02
,,15.8556,C1_31,0.019
,,15.87736,C1_31,0.023
,,15.89776,C1_31,0.02
,,15.9156,C4_33,0.03
,,15.91952,C1_31,0.017
,,15.92832,C1_43,0.019
,,15.94008,C1_31,0.024
,,15.94616,C3_31,0.03
,,15.95896,C4_22,0.02
,,15.96112,C1_31,0.018
,,15.98432,C1_31,0.021
,,16.00488,C1_31,0.019
,,16.02456,C1_31,0.019
,,16.04424,C1_31,0.018
,,16.04648,C2_13,0.022
,,16.05328,C3_31,0.032
,,16.06408,C1_31,0.019
,,16.07688,C5_42,0.015
,,16.08456,C1_31,0.022
,,16.1044,C1_31,0.019
,,16.1044,C5_34,0.022
,,16.10752,C5_34,0.025
,,16.10848,C5_24,0.015
,,16.12384,C1_31,0.018
,,16.12904,C2_43,0.017
,,16.14256,C1_31,0.017
,,16.16224,C1_31,0.022
,,16.17528,C2_24,0.019
,,16.18048,C1_31,0.018
,,16.18536,C3_31,0.022
,,16.19968,C1_31,0.021
,,16.21912,C1_31,0.016
,,16.23752,C1_31,0.016
,,16.2484,C3_32,0.019
,,16.25608,C1_31,0.016
,,16.27496,C1_31,0.017
,,16.29336,C1_31,0.017
,,16.31152,C1_31,0.016
,,16.32848,C4_33,0.036
,,16.3292,C1_31,0.023
,,16.3384,C5_42,0.014
,,16.34768,C1_31,0.018
,,16.36624,C1_31,0.018
,,16.38368,C1_31,0.017
,,16.40128,C1_31,0.018
,,16.41984,C1_31,0.017
,,16.44208,C1_31,0.018
,,16.44376,C1_13,0.017
,,16.464,C1_31,0.021
,,16.48672,C1_31,0.021
,,16.49752,C2_32,0.023
,,16.50648,C4_22,0.019
,,16.51168,C1_31,0.018
,,16.5272,C2_13,0.024
,,16.52888,C5_44,0.032
,,16.52936,C4_12,0.02
,,16.53504,C1_31,0.021
,,16.54152,C2_32,0.02
,,16.55504,C2_21,0.025
,,16.56456,C1_31,0.021
,,16.58232,C2_21,0.024
,,16.59,C1_31,0.016
,,16.60752,C1_33,0.011
,,16.6172,C1_31,0.017
,,16.6184,C1_43,0.019
,,16.62056,C5_21,0.016
,,16.6452,C5_34,0.027
,,16.64616,C5_24,0.015
,,16.6472,C1_14,0.019
,,16.64752,C1_32,0.014
,,16.65784,C4_12,0.02
,,16.65928,C1_34,0.015
,,16.66072,C1_42,0.027
,,16.67408,C1_13,0.022
,,16.71712,C4_22,0.019
,,16.7232,C2_21,0.022
,,16.72344,C1_43,0.023
,,16.73864,C1_32,0.017
,,16.75872,C1_13,0.02
,,16.78744,C2_13,0.024
,,16.86576,C5_11,0.014
,,16.88,C3_31,0.024
,,16.95152,C4_22,0.021
,,16.95904,C1_44,0.042
,,17.0496,C4_12,0.024
,,17.09008,C4_22,0.02
,,17.12408,C2_24,0.016
,,17.16184,C5_34,0.022
,,17.1628,C5_24,0.014
,,17.19208,C5_21,0.017
,,17.206,C2_33,0.016
,,17.21368,C2_23,0.021
,,17.2156,C2_14,0.016
,,17.2248,C2_23,0.02
,,17.22552,C2_13,0.022
,,17.24992,C1_13,0.02
,,17.28688,C4_12,0.021
,,17.3188,C4_21,0.018
,,17.3296,C4_33,0.029
,,17.41664,C5_44,0.029
,,17.466,C2_23,0.021
,,17.46696,C2_34,0.021
,,17.4824,C4_22,0.018
,,17.51856,C2_13,0.022
,,17.55744,C2_24,0.019
,,17.63968,C4_12,0.018
,,17.6572,C2_23,0.021
,,17.66376,C3_32,0.021
,,17.686,C4_22,0.023
,,17.72448,C2_13,0.022
,,17.79224,C1_14,0.022
,,17.86552,C2_43,0.024
,,17.91784,C4_21,0.02
,,17.9268,C5_42,0.022
,,17.94104,C4_21,0.018
,,18.01112,C4_33,0.029
,,18.01272,C5_34,0.023
,,18.0136,C5_24,0.017
,,18.02504,C4_22,0.02
,,18.04864,C2_13,0.02
,,18.11208,C4_24,0.027
,,18.16032,C4_12,0.024
,,18.24376,C4_21,0.021
,,18.2784,C5_34,0.021
,,18.27928,C5_24,0.018
,,18.3008,C2_21,0.02
,,18.32056,C5_44,0.029
,,18.36936,C4_33,0.034
,,18.37128,C2_21,0.021
,,18.37168,C4_12,0.024
,,18.39304,C4_22,0.019
,,18.4684,C4_12,0.02
,,18.48704,C2_13,0.022
,,18.4872,C2_24,0.018
,,18.49144,C5_34,0.02
,,18.50056,C4_12,0.018
,,18.64,C4_12,0.019
,,18.64304,C5_44,0.029
,,18.6664,C4_21,0.02
,,18.69896,C4_22,0.019
,,18.72856,C5_21,0.016
,,18.74688,C4_33,0.031
,,18.78984,C2_21,0.021
,,18.82112,C1_13,0.02
,,18.84888,C2_13,0.023
,,18.8696,C3_32,0.017
,,18.92576,C1_13,0.031
,,18.96632,C5_44,0.025
,,19.01856,C5_42,0.015
,,19.12776,C5_12,0.014
,,19.13408,C1_44,0.043
,,19.17488,C5_34,0.018
,,19.19512,C2_43,0.019
,,19.21664,C2_13,0.021
,,19.2584,C4_12,0.023
,,19.30552,C4_12,0.026
,,19.3116,C4_22,0.018
,,19.3252,C3_32,0.02
,,19.3464,C4_22,0.018
,,19.37088,C4_33,0.033
,,19.56648,C5_12,0.015
,,19.56744,C5_34,0.022
,,19.5684,C5_24,0.015
,,19.60208,C5_21,0.015
,,19.60616,C5_12,0.012
,,19.61456,C2_13,0.027
,,19.63184,C3_31,0.016
,,19.69192,C5_34,0.021
,,19.69416,C5_44,0.029
,,19.69624,C3_41,0.009
,,19.784,C2_32,0.021
,,19.82904,C2_32,0.019
,,19.84144,C2_24,0.015
,,19.8596,C3_32,0.021
,,19.89536,C2_32,0.02
,,19.91176,C4_33,0.026
,,19.93856,C5_34,0.027
,,19.93952,C5_24,0.015
,,20.0164,C4_22,0.018
,,20.042,C2_13,0.026
,,20.08992,C3_32,0.019
