Investigator,Ghislaine,Time (s),Electrode,Amplitude(mV)
,,18.88928,B1_32,0.019
,,18.89568,B5_22,0.025
,,18.91728,B5_22,0.027
,,18.96728,B5_22,0.026
,,19.01496,B5_22,0.03
,,19.05368,B5_22,0.029
,,19.08696,B5_22,0.036
,,19.17712,B5_22,0.027
,,19.21144,B5_22,0.034
,,19.26016,B5_22,0.023
,,19.97592,B5_22,0.02
,,20.01864,B4_23,0.012
,,20.10456,B2_12,0.018
,,20.24984,B5_33,0.018
,,21.05296,B5_22,0.028
,,21.0808,B5_22,0.027
,,21.15912,B5_22,0.031
,,21.17784,B5_22,0.02
,,21.3996,B1_32,0.016
,,21.6292,B1_23,0.015
,,21.87624,B2_12,0.013
,,21.95088,B5_24,0.01
,,22.45768,B1_32,0.016
,,22.54208,B2_12,0.014
,,23.13648,B1_12,0.017
,,23.79608,B5_22,0.017
,,23.88104,B1_32,0.017
,,24.10568,B1_23,0.016
,,24.42568,B5_22,0.024
,,24.46232,B5_22,0.024
,,24.5224,B5_22,0.028
,,24.58256,B5_22,0.031
,,24.6288,B5_22,0.025
,,24.66064,B5_22,0.027
,,24.66384,B5_22,0.017
,,24.77312,B5_22,0.027
,,24.78048,B5_23,0.021
,,24.90992,B5_22,0.025
,,25.05584,B5_22,0.022
,,25.12424,B5_22,0.022
,,25.23624,B5_22,0.019
,,25.28656,B5_22,0.017
,,25.33736,B5_22,0.019
,,25.4328,B1_32,0.021
,,25.46072,B5_22,0.019
,,25.46144,B4_23,0.011
,,25.7956,B5_23,0.02
,,25.87408,B5_22,0.026
,,25.90784,B5_22,0.032
,,25.94536,B5_22,0.033
,,26.07536,B2_12,0.015
,,26.6696,B5_22,0.028
,,26.69464,B5_22,0.031
,,26.73136,B1_23,0.018
,,26.93176,B5_22,0.03
,,26.9804,B1_32,0.02
,,26.99624,B5_22,0.024
,,27.11904,B5_22,0.024
,,27.19016,B5_22,0.027
,,27.23488,B5_22,0.02
,,27.24176,B1_32,0.019
,,27.31752,B5_22,0.027
,,27.39648,B5_22,0.025
,,27.45336,B5_22,0.027
,,27.50512,B5_32,0.027
,,27.5536,B5_22,0.03
,,27.59696,B5_33,0.022
,,27.61112,B5_22,0.024
,,27.70104,B5_22,0.022
,,27.8332,B5_22,0.023
,,27.91264,B5_22,0.02
,,28.01032,B5_23,0.019
,,28.04944,B5_22,0.025
,,28.1856,B5_22,0.025
,,28.38528,B1_12,0.017
,,28.56464,B5_22,0.026
,,28.85512,B5_33,0.021
,,29.02016,B1_32,0.016
,,29.1596,B5_22,0.021
,,29.24768,B4_23,0.012
,,29.69976,B1_12,0.02
,,29.7296,B1_12,0.017
,,29.75224,B1_33,0.021
,,29.78056,B4_23,0.012
,,29.94528,B1_23,0.019
,,30.67632,B1_32,0.015
,,30.91512,B1_32,0.021
,,31.52536,B1_12,0.024
,,31.81032,B2_12,0.016
,,31.93864,B5_22,0.017
,,32.00064,B5_23,0.027
,,32.21768,B1_12,0.019
,,32.2368,B5_22,0.027
,,32.27944,B5_22,0.026
,,32.31688,B5_22,0.018
,,32.37136,B5_22,0.023
,,32.45736,B5_22,0.024
,,32.48944,B5_22,0.029
,,32.51328,B5_22,0.021
,,32.52032,B5_22,0.029
,,32.5472,B1_23,0.017
,,32.61168,B5_22,0.021
,,32.73208,B5_22,0.025
,,32.74536,B5_22,0.023
,,32.75872,B5_23,0.022
,,32.79144,B5_22,0.025
,,32.81216,B5_22,0.023
,,32.83016,B5_22,0.03
,,32.86776,B5_22,0.039
,,33.02472,B5_23,0.02
,,33.05928,B5_22,0.026
,,33.22592,B5_31,0.012
,,33.37112,B1_12,0.014
,,33.47552,B5_34,0.012
,,34.02488,B1_12,0.015
,,34.59488,B5_22,0.022
,,35.72392,B1_32,0.019
,,35.95792,B5_22,0.021
,,36.46824,B1_32,0.018
,,36.4948,B5_22,0.031
,,36.52528,B5_22,0.031
,,36.56608,B5_22,0.028
,,36.60056,B5_22,0.028
,,36.60448,B5_22,0.029
,,36.63288,B5_22,0.047
,,36.67832,B5_22,0.031
,,36.7636,B5_22,0.025
,,36.80264,B5_22,0.023
,,36.88408,B5_22,0.023
,,36.93192,B5_22,0.017
,,37.13488,B4_24,0.02
,,37.15344,B5_22,0.038
,,37.18568,B5_22,0.023
,,37.24568,B5_22,0.025
,,37.79216,B1_12,0.024
,,37.82016,B1_33,0.038
,,38.44624,B4_23,0.015
,,38.53016,B1_32,0.02
,,38.6184,B5_34,0.014
,,39.03616,B5_22,0.029
,,39.0612,B5_22,0.022
,,39.08704,B5_22,0.026
,,39.13816,B5_22,0.032
,,39.16312,B5_22,0.029
,,39.3292,B1_32,0.019
,,39.38152,B5_22,0.023
,,39.45776,B1_23,0.019
,,39.4852,B5_22,0.031
,,39.51944,B5_22,0.033
,,39.56008,B5_22,0.032
,,39.9248,B1_32,0.021
,,40.00336,B4_23,0.013
,,40.04416,B1_12,0.013
,,40.0648,B1_12,0.02
,,40.15544,B1_33,0.02
,,40.82688,B1_12,0.022
,,41.16456,B5_34,0.014
,,41.21656,B5_23,0.019
,,41.24336,B1_32,0.02
,,41.36176,B5_23,0.018
,,41.53184,B5_22,0.029
,,41.56632,B5_22,0.03
,,41.60168,B5_22,0.027
,,41.6276,B5_22,0.028
,,41.65408,B5_22,0.026
,,41.68104,B5_22,0.032
,,41.70456,B5_22,0.022
,,41.75432,B5_22,0.02
,,41.77888,B5_23,0.018
,,41.94248,B4_24,0.016
,,41.96728,B4_23,0.018
,,41.982,B1_12,0.016
,,42.01664,B5_23,0.023
,,42.08584,B1_33,0.024
,,42.1116,B5_22,0.019
,,42.28144,B5_22,0.023
,,42.32304,B2_12,0.017
,,42.4992,B1_23,0.019
,,42.52072,B5_22,0.028
,,42.53976,B5_22,0.02
,,42.64056,B5_22,0.018
,,42.65392,B2_12,0.016
,,42.66088,B5_31,0.011
,,42.80808,B5_22,0.023
,,42.86456,B5_31,0.018
,,42.93032,B5_23,0.021
,,42.96096,B5_22,0.02
,,42.96104,B1_32,0.018
,,43.07008,B2_12,0.013
,,43.39728,B5_22,0.021
,,43.51392,B5_22,0.021
,,43.70432,B1_23,0.017
,,43.80104,B5_23,0.029
,,43.91896,B5_22,0.025
,,43.94656,B5_22,0.029
,,43.98496,B5_22,0.03
,,44.01944,B5_22,0.023
,,44.09536,B1_12,0.015
,,44.09968,B5_22,0.026
,,44.13584,B5_22,0.03
,,44.16952,B1_33,0.02
,,44.48112,B4_23,0.014
,,44.58728,B5_22,0.022
,,44.77248,B5_22,0.021
,,44.8044,B5_22,0.022
,,44.8432,B5_22,0.018
,,44.88312,B5_22,0.021
,,44.93064,B5_22,0.022
,,44.9524,B5_22,0.025
,,44.96848,B5_22,0.021
,,45.18368,B5_22,0.027
,,45.20464,B5_22,0.022
,,45.2332,B5_22,0.02
,,45.28608,B5_22,0.017
,,45.33304,B5_22,0.028
,,45.37832,B5_22,0.027
,,45.38512,B5_22,0.024
,,45.45456,B5_22,0.027
,,45.45696,B1_32,0.017
,,45.56128,B5_22,0.027
,,45.598,B5_22,0.025
,,45.60096,B5_22,0.021
,,45.61672,B4_23,0.011
,,45.82568,B5_22,0.035
,,45.84512,B5_22,0.025
,,45.86584,B5_22,0.027
,,45.89856,B5_22,0.027
,,45.91984,B5_22,0.026
,,45.92064,B5_23,0.02
,,45.98064,B5_22,0.022
,,46.08752,B1_33,0.02
,,46.14784,B5_22,0.024
,,46.18072,B5_23,0.022
,,46.50464,B4_23,0.015
,,46.93112,B5_34,0.013
,,46.96808,B5_23,0.016
,,47.0032,B1_32,0.017
,,47.06952,B1_33,0.02
,,47.29176,B4_23,0.015
,,47.4388,B1_32,0.018
,,47.4492,B5_22,0.03
,,47.48416,B5_22,0.023
,,47.4904,B1_33,0.016
,,47.58136,B5_22,0.029
,,47.60832,B5_22,0.03
,,47.62424,B5_22,0.022
,,47.634,B5_22,0.032
,,47.6492,B1_32,0.017
,,47.67472,B5_22,0.031
,,47.70912,B5_22,0.026
,,47.74008,B5_22,0.03
,,47.74616,B5_33,0.02
,,47.77296,B5_22,0.025
,,47.87856,B4_23,0.013
,,47.99432,B1_12,0.02
,,48.19424,B1_32,0.018
,,48.27144,B1_33,0.026
,,48.69112,B5_31,0.033
,,48.78512,B5_31,0.035
,,48.85576,B5_31,0.029
,,48.87968,B5_31,0.015
,,48.99632,B1_23,0.016
,,49.2352,B2_12,0.016
,,49.68456,B5_22,0.021
,,49.738,B5_22,0.034
,,49.76128,B5_22,0.026
,,49.80224,B5_22,0.027
,,49.84312,B5_22,0.032
,,49.9816,B1_12,0.015
,,50.41952,B4_23,0.017
,,50.43224,B1_32,0.017
,,50.6152,B1_33,0.033
,,51.40224,B5_22,0.022
,,51.4844,B5_22,0.03
,,51.51248,B5_22,0.027
,,51.53952,B5_22,0.03
,,51.5728,B5_22,0.025
,,51.62648,B5_22,0.028
,,51.68104,B5_22,0.029
,,51.72568,B5_22,0.025
,,52.02312,B5_22,0.021
,,52.082,B5_22,0.021
,,52.1456,B1_32,0.016
,,52.34016,B5_22,0.019
,,52.73376,B5_22,0.024
,,52.78568,B5_23,0.019
,,52.85584,B5_22,0.027
,,52.9424,B4_23,0.015
,,52.95984,B5_22,0.024
,,53.28352,B5_22,0.027
,,53.31712,B1_12,0.022
,,53.41456,B5_22,0.021
,,53.49632,B5_22,0.03
,,53.514,B5_22,0.022
,,53.52824,B5_22,0.028
,,53.58352,B5_22,0.03
,,53.61656,B5_22,0.026
,,53.81296,B5_22,0.019
,,53.94888,B5_22,0.025
,,54.0544,B1_33,0.018
,,54.07896,B5_22,0.016
,,54.4432,B5_33,0.019
,,54.44496,B5_22,0.02
,,54.66616,B5_22,0.021
,,54.81856,B4_23,0.017
,,54.8212,B5_22,0.027
,,54.89912,B5_22,0.024
,,54.96872,B5_22,0.027
,,55.01088,B5_22,0.021
,,55.05216,B5_22,0.021
,,55.06456,B5_22,0.021
,,55.10312,B5_22,0.021
,,55.1144,B1_32,0.019
,,55.12472,B1_23,0.015
,,55.14472,B4_23,0.013
,,55.16816,B5_22,0.026
,,55.20832,B5_22,0.022
,,55.31712,B5_22,0.023
,,55.33352,B5_22,0.02
,,55.34976,B5_23,0.026
,,55.396,B5_22,0.025
,,55.40528,B5_22,0.025
,,55.4764,B5_22,0.031
,,55.5172,B5_22,0.026
,,55.5504,B5_22,0.026
,,55.60368,B5_22,0.019
,,55.61864,B5_22,0.028
,,55.64392,B1_23,0.016
,,55.6748,B4_23,0.015
,,55.68688,B1_33,0.02
,,55.68928,B5_22,0.027
,,55.73216,B5_22,0.025
,,55.76072,B5_22,0.027
,,55.76496,B1_23,0.015
,,55.76936,B5_22,0.019
,,55.79872,B5_22,0.038
,,55.83648,B5_22,0.026
,,55.8636,B5_22,0.025
,,55.8668,B5_22,0.019
,,55.98416,B5_22,0.029
,,56.01888,B5_22,0.021
,,56.09608,B5_22,0.034
,,56.1004,B5_22,0.026
,,56.11912,B5_22,0.025
,,56.25112,B5_23,0.022
,,56.26768,B5_22,0.023
,,56.39424,B5_22,0.016
,,57.03848,B5_33,0.02
,,57.04832,B1_12,0.016
,,57.24768,B1_23,0.017
,,57.33784,B5_22,0.049
,,57.44624,B5_22,0.03
,,57.46808,B5_22,0.034
,,57.50584,B5_22,0.028
,,57.6076,B5_22,0.029
,,57.6436,B5_22,0.03
,,57.67344,B5_22,0.026
,,57.69704,B5_22,0.029
,,57.72864,B5_22,0.029
,,57.77696,B5_34,0.014
,,58.02936,B5_22,0.024
,,58.03392,B5_23,0.022
,,58.4364,B5_22,0.021
,,58.43856,B1_12,0.023
,,58.54512,B2_12,0.014
,,58.55608,B1_33,0.021
,,58.59272,B5_22,0.026
,,58.78512,B5_22,0.029
,,58.81768,B5_33,0.023
,,59.19896,B5_22,0.033
,,59.20592,B4_23,0.014
,,59.81936,B5_22,0.028
,,59.84016,B5_22,0.027
,,59.85768,B5_22,0.032
,,59.92704,B5_22,0.036
,,59.9564,B5_22,0.021
,,59.9796,B5_22,0.029
,,60.01344,B5_22,0.033
,,60.43072,B5_22,0.022
,,60.49264,B1_32,0.018
,,60.67712,B4_23,0.017
,,60.81144,B1_32,0.019
,,60.90456,B5_34,0.014
,,60.93512,B1_23,0.015
,,61.05416,B2_12,0.015
,,61.3056,B1_33,0.025
,,61.39512,B1_23,0.019
,,61.4364,B2_12,0.019
,,61.5068,B1_23,0.017
,,61.91024,B5_22,0.026
,,62.30144,B1_12,0.015
,,62.30728,B5_22,0.032
,,62.36544,B1_33,0.022
,,62.50728,B1_12,0.023
,,62.51488,B4_23,0.014
,,62.51632,B1_23,0.02
,,62.604,B1_33,0.025
,,62.6688,B1_23,0.017
,,62.81672,B2_12,0.015
,,62.85904,B1_33,0.018
,,62.94016,B5_22,0.022
,,63.18568,B1_12,0.022
,,63.19632,B1_12,0.023
,,63.2052,B1_23,0.017
,,63.50432,B5_22,0.017
,,63.52568,B1_12,0.022
,,63.53792,B5_23,0.02
,,63.69112,B3_34,0.01
,,63.7152,B5_22,0.021
,,63.81144,B5_22,0.027
,,63.8348,B2_12,0.015
,,63.84056,B5_22,0.027
,,63.86488,B5_22,0.018
,,63.8764,B5_22,0.035
,,63.90672,B5_22,0.028
,,63.9316,B5_22,0.033
,,63.97384,B5_22,0.027
,,63.9972,B2_12,0.015
,,64.02632,B5_22,0.03
,,64.21288,B5_22,0.018
,,64.46096,B5_22,0.024
,,64.60456,B5_22,0.02
,,64.64416,B4_23,0.016
,,64.84488,B1_12,0.018
,,64.89552,B1_32,0.016
,,65.15856,B5_22,0.021
,,65.2516,B4_23,0.018
,,65.5584,B5_22,0.02
,,65.71384,B5_22,0.02
,,65.836,B5_22,0.022
,,65.90968,B5_22,0.02
,,66.19472,B2_12,0.014
,,66.23248,B5_23,0.022
,,66.42112,B5_22,0.028
,,66.45216,B5_22,0.027
,,66.47968,B5_22,0.026
,,66.4892,B5_22,0.024
,,66.51,B5_22,0.026
,,66.53384,B5_22,0.026
,,66.53784,B5_22,0.026
,,66.55952,B5_22,0.038
,,66.58736,B5_22,0.031
,,66.62344,B5_22,0.02
,,66.65352,B5_22,0.023
,,66.71576,B4_23,0.015
,,66.83936,B5_22,0.02
,,66.86536,B5_22,0.026
,,66.90152,B1_33,0.019
,,66.90336,B5_22,0.022
,,66.99616,B5_23,0.017
,,67.0684,B5_22,0.024
,,67.13768,B5_22,0.024
,,67.23632,B5_23,0.026
,,67.27992,B5_22,0.019
,,67.31256,B1_32,0.017
,,67.32944,B5_23,0.02
,,67.41648,B5_22,0.022
,,67.54944,B5_22,0.022
,,67.56896,B5_23,0.028
,,67.57136,B5_22,0.021
,,67.686,B5_34,0.018
,,67.71984,B5_22,0.026
,,67.96552,B5_22,0.019
,,67.96696,B4_23,0.018
,,68.01336,B5_23,0.022
,,68.22336,B1_32,0.018
,,68.2864,B5_23,0.031
,,68.43856,B5_22,0.02
,,68.5312,B5_31,0.039
,,68.63392,B5_31,0.036
,,68.63928,B5_22,0.046
,,68.65784,B5_31,0.033
,,68.6724,B5_23,0.03
,,68.70328,B5_22,0.019
,,68.71536,B5_22,0.022
,,68.84712,B5_22,0.037
,,68.91192,B5_22,0.027
,,68.9912,B5_22,0.025
,,69.00856,B1_23,0.014
,,69.01272,B5_42,0.011
,,69.03816,B5_33,0.022
,,69.04104,B1_32,0.017
,,69.12056,B5_23,0.028
,,69.33728,B1_33,0.021
,,69.35272,B5_22,0.027
,,69.43848,B5_22,0.03
,,69.4428,B5_22,0.069
,,69.45392,B5_22,0.027
,,69.45824,B5_22,0.028
,,69.47552,B5_22,0.032
,,69.51024,B5_22,0.025
,,69.51688,B5_22,0.043
,,69.55104,B5_22,0.036
,,69.6256,B5_22,0.04
,,69.68464,B5_22,0.044
,,69.73256,B5_22,0.04
,,69.74128,B1_23,0.012
,,69.7452,B5_34,0.022
,,69.74528,B5_22,0.054
,,69.75832,B5_34,0.014
,,69.77856,B5_22,0.03
,,69.78336,B5_23,0.036
,,69.79552,B5_22,0.029
,,69.8056,B5_22,0.029
,,69.8072,B1_12,0.021
,,69.8088,B4_23,0.016
,,69.81136,B1_32,0.017
,,69.81888,B5_31,0.016
,,69.81936,B5_34,0.015
,,69.83856,B5_22,0.032
,,69.84256,B5_43,0.012
,,69.86112,B5_22,0.037
,,69.86704,B5_22,0.049
,,69.88616,B5_33,0.036
,,69.90464,B5_22,0.032
,,69.90704,B5_33,0.025
,,69.9244,B5_33,0.021
,,69.92688,B5_33,0.023
,,69.92752,B5_22,0.038
,,69.93832,B5_22,0.045
,,69.98584,B5_33,0.026
,,69.99408,B5_22,0.037
,,69.99648,B5_22,0.027
,,70.01736,B5_22,0.039
,,70.03328,B5_34,0.027
,,70.03392,B5_22,0.035
,,70.0384,B1_12,0.015
,,70.04032,B5_33,0.028
,,70.04488,B5_23,0.029
,,70.05488,B5_22,0.028
,,70.05784,B5_22,0.023
,,70.0596,B5_23,0.029
,,70.07872,B5_22,0.025
,,70.0864,B5_23,0.034
,,70.0944,B5_22,0.041
,,70.10056,B5_33,0.02
,,70.11096,B5_34,0.021
,,70.11264,B5_22,0.028
,,70.1152,B5_32,0.033
,,70.11616,B5_23,0.033
,,70.12736,B5_23,0.03
,,70.13368,B5_34,0.015
,,70.13456,B5_22,0.03
,,70.13784,B5_32,0.034
,,70.14912,B5_22,0.032
,,70.15024,B5_23,0.032
,,70.15456,B5_33,0.032
,,70.16304,B5_32,0.032
,,70.1732,B5_22,0.04
,,70.17944,B5_33,0.022
,,70.18176,B5_33,0.028
,,70.1848,B5_31,0.016
,,70.20384,B5_34,0.017
,,70.21408,B5_23,0.029
,,70.2252,B5_34,0.021
,,70.23288,B5_23,0.027
,,70.24176,B5_22,0.046
,,70.25352,B5_22,0.04
,,70.26808,B5_22,0.033
,,70.28632,B5_32,0.035
,,70.29736,B5_34,0.015
,,70.30152,B5_34,0.022
,,70.3184,B5_33,0.028
,,70.32216,B5_22,0.05
,,70.32592,B5_23,0.025
,,70.32936,B5_22,0.029
,,70.33384,B5_22,0.035
,,70.34248,B5_33,0.023
,,70.34376,B5_22,0.027
,,70.35696,B5_22,0.03
,,70.37472,B5_23,0.037
,,70.38264,B5_24,0.013
,,70.38952,B5_34,0.017
,,70.39648,B5_32,0.032
,,70.3976,B5_22,0.049
,,70.408,B5_22,0.037
,,70.41544,B5_23,0.027
,,70.44432,B5_23,0.029
,,70.46584,B5_22,0.026
,,70.4696,B5_22,0.045
,,70.47224,B5_22,0.034
,,70.4912,B5_34,0.02
,,70.49376,B5_33,0.024
,,70.50768,B5_43,0.013
,,70.53256,B5_22,0.051
,,70.554,B5_34,0.023
,,70.5604,B5_33,0.027
,,70.56992,B5_23,0.025
,,70.57472,B5_33,0.037
,,70.60056,B5_22,0.05
,,70.6556,B5_23,0.035
,,70.67416,B5_22,0.045
,,70.68808,B5_23,0.031
,,70.72192,B5_23,0.042
,,70.72664,B5_32,0.039
,,70.72984,B5_33,0.032
,,70.74496,B5_22,0.043
,,70.74528,B5_31,0.018
,,70.76088,B5_22,0.038
,,70.77904,B5_23,0.031
,,70.77968,B5_22,0.029
,,70.85344,B5_22,0.035
,,70.904,B5_22,0.035
,,70.93024,B5_23,0.025
,,70.96488,B5_33,0.031
,,70.99328,B5_22,0.034
,,70.99864,B5_22,0.037
,,71.01024,B5_34,0.02
,,71.02144,B5_22,0.042
,,71.03936,B5_22,0.026
,,71.04832,B5_33,0.032
,,71.05064,B5_34,0.018
,,71.08488,B5_22,0.038
,,71.09568,B5_22,0.028
,,71.34744,B5_22,0.045
,,71.5112,B5_22,0.04
,,71.74376,B5_22,0.04
,,72.34656,B4_23,0.018
,,72.55432,B1_32,0.021
,,72.92672,B4_23,0.013
,,73.53976,B4_23,0.017
,,73.7136,B1_32,0.018
,,74.0488,B1_32,0.019
,,74.06728,B4_23,0.017
,,74.08928,B2_12,0.013
,,74.36824,B1_12,0.02
,,74.59432,B2_12,0.014
,,74.71352,B4_23,0.013
,,75.14672,B5_22,0.025
,,75.16872,B5_22,0.025
,,75.1756,B1_23,0.02
,,75.18856,B5_22,0.029
,,75.20824,B5_22,0.023
,,75.23264,B5_22,0.029
,,75.25488,B5_22,0.027
,,75.2812,B5_22,0.027
,,75.31648,B4_23,0.018
,,75.3316,B1_23,0.019
,,75.35904,B1_23,0.014
,,75.37976,B1_33,0.027
,,75.40808,B2_12,0.013
,,75.4092,B5_22,0.021
,,75.4212,B1_23,0.016
,,75.49824,B5_22,0.02
,,75.9496,B5_22,0.021
,,76.06408,B5_22,0.019
,,76.36424,B5_22,0.02
,,76.51984,B4_23,0.016
,,76.76368,B5_22,0.02
,,76.81968,B2_12,0.014
,,76.86304,B5_22,0.025
,,76.87544,B4_23,0.013
,,76.90488,B5_22,0.025
,,76.95312,B5_22,0.025
,,77.068,B5_22,0.021
,,77.1028,B5_22,0.028
,,77.11088,B5_22,0.025
,,77.1272,B5_22,0.022
,,77.1504,B5_22,0.025
,,77.1572,B1_23,0.015
,,77.1776,B5_22,0.022
,,77.19336,B5_22,0.023
,,77.20344,B5_22,0.026
,,77.23608,B5_22,0.023
,,77.2592,B5_22,0.026
,,77.27632,B5_22,0.026
,,77.33248,B5_22,0.02
,,77.44432,B5_22,0.026
,,77.48568,B2_12,0.017
,,77.51936,B5_22,0.02
,,77.64872,B5_22,0.027
,,77.72656,B2_12,0.016
,,77.99808,B2_12,0.015
,,78.3852,B4_23,0.014
,,78.45968,B1_12,0.018
,,78.5152,B2_12,0.016
,,78.77544,B1_12,0.023
,,78.86824,B1_23,0.013
,,79.19552,B5_31,0.017
,,79.23496,B1_32,0.018
,,79.57392,B1_32,0.016
,,79.7804,B1_23,0.013
,,79.84704,B4_23,0.019
,,79.91736,B1_12,0.023
,,80.09968,B5_22,0.02
,,80.1344,B2_12,0.013
,,80.14568,B5_22,0.018
,,80.40032,B1_12,0.02
,,80.64416,B4_23,0.018
,,80.87512,B4_23,0.017
,,80.9292,B1_32,0.018
,,81.12328,B5_23,0.014
,,81.12592,B5_22,0.021
,,81.14256,B1_12,0.021
,,81.50224,B1_12,0.014
,,81.59296,B2_12,0.015
,,81.9148,B2_12,0.015
,,81.96624,B5_22,0.03
,,81.99744,B5_22,0.027
,,82.06952,B5_22,0.028
,,82.0844,B5_23,0.025
,,82.12752,B1_32,0.017
,,82.17768,B5_22,0.023
,,82.21696,B5_22,0.024
,,82.26448,B5_23,0.026
,,82.646,B5_23,0.019
,,82.69704,B1_32,0.015
,,82.69928,B5_23,0.021
,,82.99784,B1_32,0.02
,,83.0352,B5_22,0.017
,,83.14096,B5_23,0.024
,,83.30136,B5_34,0.015
,,83.50136,B5_23,0.029
,,83.91344,B5_34,0.015
,,83.91784,B5_22,0.034
,,83.94512,B5_22,0.025
,,83.96632,B5_22,0.028
,,84,B5_22,0.026
,,84.0396,B1_12,0.022
,,84.04584,B5_22,0.03
,,84.08192,B5_22,0.031
,,84.28568,B5_22,0.018
,,84.31296,B5_22,0.018
,,84.3264,B1_32,0.018
,,84.41936,B2_12,0.013
,,84.94632,B2_12,0.013
,,85.48824,B5_22,0.02
,,85.65632,B5_32,0.023
,,86.14448,B1_12,0.021
,,86.20768,B1_33,0.02
,,86.47888,B1_12,0.017
,,86.55472,B4_23,0.017
,,86.64128,B5_23,0.015
,,86.70472,B5_32,0.022
,,87.03624,B5_34,0.015
,,87.16712,B5_34,0.015
,,87.24416,B5_23,0.024
,,87.55128,B5_23,0.016
,,87.61024,B5_22,0.028
,,87.63352,B1_32,0.021
,,87.64408,B5_22,0.022
,,87.67496,B5_22,0.026
,,87.71672,B5_22,0.024
