Investigator,Ghislaine,,,,Time (s),Electrode,Amplitude(mV)
,,,,,32.48496,C5_14,0.031
,,,,,32.48736,C5_44,0.028
,,,,,32.48776,C5_32,0.039
,,,,,32.48848,C5_42,0.033
,,,,,32.48984,C5_43,0.026
,,,,,32.4904,C5_33,0.018
,,,,,32.4916,C5_23,0.065
,,,,,32.49216,C5_42,0.024
,,,,,32.49448,C5_44,0.03
,,,,,32.49632,C5_32,0.024
,,,,,32.49672,C5_14,0.016
,,,,,32.4968,C5_42,0.031
,,,,,32.49752,C5_34,0.018
,,,,,32.4976,C5_33,0.018
,,,,,32.49896,C5_44,0.032
,,,,,32.49904,C5_32,0.025
,,,,,32.49936,C5_43,0.028
,,,,,32.50064,C5_23,0.022
,,,,,32.5024,C5_22,0.023
,,,,,32.50248,C5_44,0.032
,,,,,32.50296,C5_42,0.03
,,,,,32.5032,C5_43,0.028
,,,,,32.50336,C5_13,0.019
,,,,,32.50344,C5_32,0.043
,,,,,32.50656,C5_43,0.03
,,,,,32.50664,C5_34,0.017
,,,,,32.50704,C5_42,0.027
,,,,,32.50824,C5_31,0.014
,,,,,32.50952,C5_13,0.022
,,,,,32.51112,C5_32,0.024
,,,,,32.5112,C5_33,0.02
,,,,,32.5112,C5_43,0.031
,,,,,32.51224,C5_14,0.02
,,,,,32.51304,C3_33,0.048
,,,,,32.51352,C3_43,0.037
,,,,,32.51368,C5_23,0.02
,,,,,32.51424,C5_42,0.038
,,,,,32.51512,C5_14,0.019
,,,,,32.5152,C5_44,0.021
,,,,,32.516,C3_41,0.011
,,,,,32.516,C5_22,0.024
,,,,,32.51624,C3_43,0.017
,,,,,32.51656,C5_13,0.024
,,,,,32.51888,C5_43,0.032
,,,,,32.52016,C5_32,0.021
,,,,,32.5204,C5_42,0.035
,,,,,32.5212,C5_43,0.034
,,,,,32.52256,C5_14,0.017
,,,,,32.52384,C5_32,0.023
,,,,,32.52536,C5_43,0.03
,,,,,32.52544,C5_44,0.036
,,,,,32.52616,C5_32,0.025
,,,,,32.52656,C5_33,0.02
,,,,,32.52776,C5_42,0.031
,,,,,32.52832,C5_44,0.04
,,,,,32.52928,C5_33,0.024
,,,,,32.53008,C5_22,0.021
,,,,,32.5312,C5_43,0.044
,,,,,32.53144,C5_42,0.026
,,,,,32.53176,C5_44,0.022
,,,,,32.53368,C5_43,0.027
,,,,,32.53376,C5_14,0.017
,,,,,32.5356,C5_42,0.038
,,,,,32.5372,C5_32,0.025
,,,,,32.53744,C5_44,0.029
,,,,,32.53752,C5_22,0.027
,,,,,32.53832,C5_42,0.025
,,,,,32.53896,C5_33,0.057
,,,,,32.53896,C5_34,0.016
,,,,,32.53936,C3_44,0.019
,,,,,32.54008,C5_14,0.022
,,,,,32.5408,C5_43,0.024
,,,,,32.54184,C5_44,0.036
,,,,,32.54312,C3_33,0.015
,,,,,32.54312,C5_42,0.028
,,,,,32.54384,C3_42,0.036
,,,,,32.54424,C5_32,0.015
,,,,,32.54448,C3_31,0.024
,,,,,32.546,C5_33,0.025
,,,,,32.54632,C5_44,0.035
,,,,,32.5476,C5_32,0.025
,,,,,32.5476,C5_42,0.047
,,,,,32.54768,C5_13,0.022
,,,,,32.54816,C5_22,0.02
,,,,,32.54872,C5_43,0.028
,,,,,32.54912,C5_44,0.043
,,,,,32.55008,C5_32,0.019
,,,,,32.55056,C3_33,0.032
,,,,,32.55064,C5_42,0.022
,,,,,32.55072,C5_33,0.022
,,,,,32.5512,C3_31,0.03
,,,,,32.5512,C3_43,0.057
,,,,,32.5516,C5_14,0.017
,,,,,32.55256,C3_42,0.025
,,,,,32.5536,C5_13,0.021
,,,,,32.55416,C5_42,0.023
,,,,,32.5568,C5_23,0.022
,,,,,32.55712,C5_32,0.082
,,,,,32.55736,C5_44,0.04
,,,,,32.55808,C5_42,0.027
,,,,,32.55848,C5_33,0.021
,,,,,32.56,C5_44,0.029
,,,,,32.56064,C5_42,0.035
,,,,,32.5608,C5_32,0.028
,,,,,32.56104,C5_43,0.03
,,,,,32.56136,C5_14,0.024
,,,,,32.56224,C5_22,0.022
,,,,,32.56312,C5_32,0.032
,,,,,32.56392,C5_42,0.033
,,,,,32.564,C5_43,0.03
,,,,,32.56464,C5_33,0.018
,,,,,32.56648,C5_22,0.034
,,,,,32.56656,C5_32,0.027
,,,,,32.56696,C5_44,0.03
,,,,,32.56816,C5_14,0.023
,,,,,32.56944,C5_44,0.024
,,,,,32.57112,C5_42,0.029
,,,,,32.5712,C5_13,0.021
,,,,,32.57152,C5_43,0.033
,,,,,32.57208,C5_44,0.025
,,,,,32.57384,C5_14,0.029
,,,,,32.57456,C5_43,0.033
,,,,,32.5756,C5_44,0.023
,,,,,32.576,C5_32,0.025
,,,,,32.57664,C5_14,0.023
,,,,,32.57688,C5_42,0.034
,,,,,32.57816,C5_31,0.015
,,,,,32.5788,C5_33,0.027
,,,,,32.57936,C5_32,0.023
,,,,,32.58072,C2_23,0.081
,,,,,32.5808,C2_12,0.038
,,,,,32.58104,C2_13,0.029
,,,,,32.58112,C5_44,0.021
,,,,,32.58144,C2_21,0.018
,,,,,32.58144,C2_22,0.038
,,,,,32.58232,C5_13,0.029
,,,,,32.58384,C5_33,0.068
,,,,,32.58408,C5_42,0.02
,,,,,32.58464,C5_22,0.029
,,,,,32.58464,C5_43,0.03
,,,,,32.586,C5_44,0.017
,,,,,32.58656,C5_34,0.027
,,,,,32.58712,C5_42,0.031
,,,,,32.58776,C5_14,0.019
,,,,,32.59008,C5_14,0.019
,,,,,32.5904,C5_32,0.032
,,,,,32.59056,C5_42,0.025
,,,,,32.59184,C5_44,0.025
,,,,,32.5924,C2_23,0.031
,,,,,32.59296,C5_32,0.027
,,,,,32.59344,C5_33,0.018
,,,,,32.59344,C5_43,0.038
,,,,,32.59376,C5_42,0.032
,,,,,32.59456,C5_23,0.024
,,,,,32.59488,C5_14,0.017
,,,,,32.59552,C5_32,0.02
,,,,,32.59576,C5_44,0.036
,,,,,32.596,C5_13,0.024
,,,,,32.59616,C5_43,0.028
,,,,,32.59672,C5_42,0.026
,,,,,32.598,C5_44,0.029
,,,,,32.59928,C5_33,0.019
,,,,,32.60016,C5_32,0.025
,,,,,32.60072,C5_43,0.038
,,,,,32.6008,C5_44,0.049
,,,,,32.6016,C5_42,0.035
,,,,,32.604,C5_32,0.023
,,,,,32.60448,C5_42,0.028
,,,,,32.60624,C5_43,0.032
,,,,,32.60824,C5_42,0.029
,,,,,32.60912,C5_33,0.027
,,,,,32.60928,C5_44,0.027
,,,,,32.61056,C5_42,0.026
,,,,,32.61384,C5_43,0.032
,,,,,32.61424,C5_42,0.027
,,,,,32.6144,C5_44,0.032
,,,,,32.61608,C5_32,0.037
,,,,,32.6164,C5_43,0.044
,,,,,32.61664,C5_34,0.016
,,,,,32.61792,C5_33,0.025
,,,,,32.61904,C5_44,0.029
,,,,,32.6192,C5_32,0.037
,,,,,32.6196,C5_34,0.023
,,,,,32.62032,C5_14,0.025
,,,,,32.62032,C5_43,0.031
,,,,,32.62048,C5_42,0.027
,,,,,32.62208,C5_44,0.024
,,,,,32.62552,C5_42,0.028
,,,,,32.62584,C5_14,0.02
,,,,,32.62768,C3_33,0.014
,,,,,32.62904,C5_44,0.025
,,,,,32.63328,C5_33,0.021
,,,,,32.63472,C5_32,0.035
,,,,,32.6352,C5_42,0.045
,,,,,32.63568,C2_23,0.038
,,,,,32.63688,C5_33,0.051
,,,,,32.63896,C5_42,0.038
,,,,,32.63904,C5_44,0.033
,,,,,32.64024,C2_23,0.078
,,,,,32.6404,C2_12,0.042
,,,,,32.64064,C2_13,0.029
,,,,,32.6408,C2_33,0.023
,,,,,32.64096,C2_21,0.018
,,,,,32.64104,C2_22,0.038
,,,,,32.6412,C5_32,0.036
,,,,,32.64296,C5_33,0.022
,,,,,32.64384,C5_43,0.022
,,,,,32.64384,C5_44,0.036
,,,,,32.64632,C5_32,0.022
,,,,,32.64912,C5_42,0.028
,,,,,32.65216,C5_42,0.027
,,,,,32.65304,C5_22,0.025
,,,,,32.65368,C5_43,0.03
,,,,,32.6564,C5_22,0.023
,,,,,32.6604,C5_42,0.031
,,,,,32.66136,C5_33,0.027
,,,,,32.66152,C5_14,0.1
,,,,,32.66256,C5_44,0.021
,,,,,32.66464,C5_14,0.01
,,,,,32.66512,C5_42,0.036
,,,,,32.66648,C5_33,0.021
,,,,,32.66744,C5_42,0.033
,,,,,32.66872,C5_43,0.027
,,,,,32.67256,C5_14,0.017
,,,,,32.67328,C5_44,0.023
,,,,,32.6752,C5_32,0.023
,,,,,32.67768,C5_14,0.019
,,,,,32.67832,C5_42,0.033
,,,,,32.6828,C5_22,0.018
,,,,,32.6852,C5_42,0.024
,,,,,32.68696,C5_43,0.032
,,,,,32.68936,C5_44,0.018
,,,,,32.692,C5_32,0.024
,,,,,32.692,C5_42,0.027
,,,,,32.69504,C5_32,0.022
,,,,,32.69512,C5_33,0.023
,,,,,32.69528,C5_44,0.022
,,,,,32.6976,C2_23,0.085
,,,,,32.69776,C2_12,0.035
,,,,,32.698,C2_13,0.028
,,,,,32.69832,C2_21,0.019
,,,,,32.69832,C2_22,0.044
,,,,,32.702,C5_32,0.025
,,,,,32.7028,C5_44,0.036
,,,,,32.70552,C5_14,0.021
,,,,,32.71008,C5_14,0.017
,,,,,32.7128,C5_44,0.025
,,,,,32.71984,C5_23,0.019
,,,,,32.72,C5_34,0.02
,,,,,32.72192,C3_31,0.019
,,,,,32.72336,C5_44,0.038
,,,,,32.72496,C5_42,0.03
,,,,,32.72752,C5_43,0.026
,,,,,32.72824,C5_42,0.021
,,,,,32.7356,C5_44,0.028
,,,,,32.73992,C5_14,0.022
,,,,,32.74552,C5_34,0.021
,,,,,32.7536,C5_32,0.021
,,,,,32.75384,C5_43,0.03
,,,,,32.75408,C5_42,0.026
,,,,,32.76168,C5_43,0.025
,,,,,32.7648,C5_44,0.03
,,,,,32.76576,C5_42,0.015
,,,,,32.77152,C5_42,0.028
,,,,,32.77384,C5_14,0.024
,,,,,32.7752,C5_43,0.025
,,,,,32.78216,C5_14,0.024
,,,,,32.7852,C5_32,0.02
,,,,,32.78552,C2_23,0.079
,,,,,32.7856,C2_12,0.037
,,,,,32.78592,C2_13,0.025
,,,,,32.78616,C2_21,0.022
,,,,,32.78624,C2_22,0.035
,,,,,32.7864,C2_11,0.022
,,,,,32.79232,C5_32,0.017
,,,,,32.7964,C5_44,0.022
,,,,,32.80472,C5_44,0.021
,,,,,32.81328,C5_14,0.017
,,,,,32.81488,C5_43,0.024
,,,,,32.81976,C5_14,0.016
,,,,,32.82752,C5_32,0.028
,,,,,32.83256,C5_33,0.02
,,,,,32.83752,C2_23,0.024
,,,,,32.83848,C5_23,0.024
,,,,,32.84248,C2_12,0.037
,,,,,32.84256,C2_23,0.079
,,,,,32.8432,C2_13,0.021
,,,,,32.84336,C2_22,0.036
,,,,,32.84504,C3_32,0.016
,,,,,32.8504,C5_32,0.019
,,,,,32.85096,C5_43,0.024
,,,,,32.85656,C5_43,0.04
,,,,,32.86528,C5_33,0.017
,,,,,32.86784,C5_22,0.018
,,,,,32.8728,C5_44,0.02
,,,,,32.878,C5_43,0.029
,,,,,32.8836,C5_22,0.017
,,,,,32.88376,C3_31,0.021
,,,,,32.88456,C5_13,0.021
,,,,,32.88544,C5_43,0.024
,,,,,32.88736,C2_23,0.026
,,,,,32.89536,C5_23,0.018
,,,,,32.90368,C5_32,0.019
,,,,,32.90424,C5_13,0.013
,,,,,32.91184,C5_33,0.021
,,,,,32.91352,C5_34,0.019
,,,,,32.92408,C2_31,0.032
,,,,,32.9304,C2_33,0.02
,,,,,32.9508,C2_23,0.02
,,,,,32.95456,C5_43,0.023
,,,,,32.96,C5_33,0.022
,,,,,32.96128,C5_32,0.021
,,,,,32.9616,C5_44,0.021
,,,,,32.96928,C3_33,0.016
,,,,,32.9812,C5_14,0.017
,,,,,32.98496,C2_33,0.019
,,,,,32.99096,C5_13,0.019
,,,,,32.99128,C5_43,0.024
,,,,,32.99344,C5_22,0.015
,,,,,32.99664,C3_32,0.02
,,,,,32.99976,C5_23,0.022
,,,,,33.00264,C5_34,0.019
,,,,,33.00464,C5_44,0.021
,,,,,33.00648,C5_22,0.022
,,,,,33.01048,C5_33,0.056
,,,,,33.01344,C5_44,0.029
,,,,,33.01568,C5_33,0.075
,,,,,33.0168,C5_32,0.02
,,,,,33.01896,C5_44,0.024
,,,,,33.01968,C2_23,0.023
,,,,,33.02512,C5_44,0.023
,,,,,33.026,C5_42,0.035
,,,,,33.02768,C5_33,0.021
,,,,,33.02792,C3_33,0.018
,,,,,33.0284,C3_44,0.019
,,,,,33.0292,C5_32,0.027
,,,,,33.0296,C2_33,0.028
,,,,,33.03888,C5_14,0.022
,,,,,33.04208,C5_43,0.029
,,,,,33.04368,C5_32,0.033
,,,,,33.04416,C5_33,0.024
,,,,,33.04968,C5_42,0.024
,,,,,33.06736,C2_33,0.021
,,,,,33.07864,C5_13,0.022
,,,,,33.08016,C5_34,0.023
,,,,,33.0836,C2_23,0.02
,,,,,33.08472,C5_33,0.026
,,,,,33.0976,C5_32,0.026
,,,,,33.09832,C5_22,0.022
,,,,,33.09928,C5_13,0.025
,,,,,33.09936,C5_33,0.017
,,,,,33.10408,C5_32,0.069
,,,,,33.10512,C5_33,0.023
,,,,,33.12328,C5_23,0.023
,,,,,33.124,C5_42,0.027
,,,,,33.13,C5_43,0.024
,,,,,33.14064,C5_44,0.025
,,,,,33.15152,C5_44,0.032
,,,,,33.15344,C5_22,0.017
,,,,,33.1624,C5_44,0.026
,,,,,33.16384,C5_32,0.024
,,,,,33.18616,C5_44,0.032
,,,,,33.21,C5_44,0.024
,,,,,33.22688,C5_44,0.028
,,,,,33.2344,C5_44,0.033
,,,,,33.26408,C5_44,0.024
,,,,,33.2652,C2_33,0.02
,,,,,33.27248,C5_32,0.022
,,,,,33.27456,C5_44,0.021
,,,,,33.29984,C5_44,0.022
,,,,,33.33352,C1_12,0.013
,,,,,33.33968,C2_33,0.018
,,,,,33.34872,C5_14,0.021
,,,,,33.38776,C5_13,0.018
,,,,,33.40136,C3_32,0.02
,,,,,33.41664,C5_33,0.019
,,,,,33.42704,C3_32,0.026
,,,,,33.45456,C3_33,0.041
,,,,,33.45504,C3_43,0.039
,,,,,33.46328,C3_33,0.031
,,,,,33.46376,C3_31,0.032
,,,,,33.46384,C3_43,0.054
,,,,,33.4652,C3_42,0.021
,,,,,33.48248,C3_31,0.032
,,,,,33.48672,C5_44,0.021
,,,,,33.53864,C5_43,0.026
,,,,,33.56056,C5_13,0.035
,,,,,33.57304,C3_33,0.039
,,,,,33.57368,C3_43,0.036
,,,,,33.57576,C3_33,0.036
,,,,,33.576,C3_32,0.015
,,,,,33.576,C3_43,0.035
,,,,,33.61864,C5_44,0.027
,,,,,33.76928,C5_34,0.018
,,,,,33.79264,C3_32,0.022
,,,,,33.84648,C3_42,0.021
,,,,,33.85072,C3_43,0.043
,,,,,33.85128,C3_32,0.025
,,,,,33.852,C3_44,0.083
,,,,,33.85664,C3_32,0.016
,,,,,33.86152,C3_43,0.058
,,,,,33.8616,C3_33,0.062
,,,,,33.86216,C3_32,0.033
,,,,,33.86576,C3_33,0.017
,,,,,33.87008,C5_34,0.016
,,,,,33.92128,C5_14,0.023
,,,,,33.92912,C5_44,0.023
,,,,,33.98608,C5_44,0.021
,,,,,34.00904,C5_44,0.022
,,,,,34.01272,C5_14,0.019
,,,,,34.02992,C5_44,0.028
,,,,,34.05344,C5_44,0.024
,,,,,34.07632,C5_44,0.022
,,,,,34.1032,C5_44,0.024
,,,,,34.13264,C5_44,0.024
,,,,,34.14256,C3_33,0.04
,,,,,34.14296,C3_43,0.033
,,,,,34.14544,C3_41,0.01
,,,,,34.1488,C3_33,0.031
,,,,,34.1492,C3_31,0.029
,,,,,34.14928,C3_43,0.059
,,,,,34.15056,C3_42,0.022
,,,,,34.164,C5_44,0.025
,,,,,34.17208,C3_32,0.021
,,,,,34.2136,C5_44,0.027
,,,,,34.25392,C2_31,0.033
,,,,,34.43864,C3_33,0.034
,,,,,34.43904,C3_31,0.029
,,,,,34.43912,C3_43,0.055
,,,,,34.44048,C3_42,0.022
,,,,,34.44424,C3_31,0.027
,,,,,34.52648,C3_43,0.059
,,,,,34.52656,C3_33,0.063
,,,,,34.52704,C3_32,0.038
,,,,,34.54848,C3_32,0.02
,,,,,34.55216,C5_44,0.021
,,,,,34.59744,C3_32,0.017
,,,,,34.60608,C3_33,0.024
,,,,,34.60632,C3_32,0.023
,,,,,34.60696,C3_44,0.019
,,,,,34.78728,C5_14,0.023
,,,,,34.86424,C5_14,0.018
,,,,,34.91088,C5_14,0.022
,,,,,34.9748,C5_14,0.021
,,,,,34.99184,C4_43,0.049
,,,,,35.0552,C2_12,0.014
,,,,,35.18824,C3_33,0.02
,,,,,35.33192,C2_31,0.018
,,,,,35.57496,C2_31,0.021
,,,,,35.86088,C3_33,0.018
,,,,,36.00312,C4_34,0.038
,,,,,36.01304,C6_44,0.069
,,,,,36.01536,C6_44,0.026
,,,,,36.0992,C2_32,0.018
,,,,,36.33832,C2_32,0.02
,,,,,36.52848,C6_11,0.022
,,,,,36.60936,C6_11,0.025
,,,,,36.67488,C6_11,0.028
,,,,,36.75368,C2_42,0.023
,,,,,36.754,C2_43,0.028
,,,,,36.75576,C2_24,0.042
,,,,,36.8252,C1_34,0.017
,,,,,36.82656,C2_42,0.025
,,,,,36.82688,C2_43,0.033
,,,,,36.82896,C2_24,0.032
,,,,,36.8684,C6_11,0.025
,,,,,36.99624,C6_11,0.027
,,,,,37.07504,C1_34,0.013
,,,,,37.2248,C6_34,0.021
,,,,,37.54232,C6_11,0.03
,,,,,38.11384,C6_24,0.028
,,,,,38.22248,C6_44,0.053
,,,,,38.81536,C2_22,0.017
,,,,,39.14256,C2_42,0.02
,,,,,39.14288,C2_43,0.024
,,,,,39.14488,C2_24,0.032
,,,,,39.15048,C2_12,0.016
,,,,,39.23512,C2_42,0.019
,,,,,39.23544,C2_43,0.026
,,,,,39.23744,C2_24,0.031
,,,,,39.77368,C6_31,0.032
,,,,,39.78568,C6_31,0.027
,,,,,39.79688,C6_31,0.026
,,,,,39.81032,C6_31,0.028
,,,,,39.8264,C6_31,0.025
,,,,,39.84296,C6_31,0.03
,,,,,39.85936,C6_31,0.026
,,,,,39.878,C6_31,0.026
,,,,,39.89744,C6_31,0.027
,,,,,39.91704,C6_31,0.024
,,,,,39.9436,C6_31,0.026
,,,,,39.974,C6_31,0.024
,,,,,39.98368,C6_42,0.019
,,,,,40.0032,C6_31,0.028
,,,,,40.02984,C6_31,0.024
,,,,,40.05672,C6_31,0.026
,,,,,40.06776,C6_42,0.021
,,,,,40.1276,C6_31,0.03
,,,,,40.1864,C6_42,0.016
,,,,,40.19712,C6_31,0.028
,,,,,40.23456,C6_31,0.029
,,,,,40.298,C6_11,0.029
,,,,,40.29944,C6_31,0.03
,,,,,40.36864,C6_31,0.027
,,,,,40.37056,C6_42,0.019
,,,,,40.40936,C6_31,0.034
,,,,,40.4388,C6_42,0.023
,,,,,40.498,C6_42,0.02
,,,,,40.53968,C6_31,0.03
,,,,,40.58984,C6_42,0.017
,,,,,40.66168,C6_31,0.037
,,,,,40.71432,C6_31,0.026
,,,,,40.73216,C3_42,0.026
,,,,,40.74648,C6_42,0.021
,,,,,40.74672,C3_32,0.016
,,,,,40.74744,C3_43,0.042
,,,,,40.7488,C3_44,0.077
,,,,,40.75464,C3_32,0.025
,,,,,40.75512,C3_31,0.013
,,,,,40.75536,C3_42,0.05
,,,,,40.75656,C3_44,0.026
,,,,,40.7628,C3_33,0.015
,,,,,40.76928,C6_31,0.029
,,,,,40.80136,C6_42,0.017
,,,,,40.82768,C6_31,0.036
,,,,,40.85712,C2_12,0.019
,,,,,40.9388,C6_11,0.021
,,,,,41.00392,C6_31,0.024
,,,,,41.00576,C6_11,0.028
,,,,,41.04256,C2_22,0.015
,,,,,41.06616,C6_31,0.025
,,,,,41.09104,C6_11,0.026
,,,,,41.14792,C6_11,0.026
,,,,,41.18232,C6_31,0.031
,,,,,41.29304,C6_31,0.032
,,,,,41.29544,C6_11,0.027
,,,,,41.35712,C6_31,0.025
,,,,,41.478,C2_22,0.018
,,,,,41.4968,C3_33,0.021
,,,,,41.50744,C3_33,0.017
,,,,,41.5212,C3_32,0.028
,,,,,41.52272,C3_31,0.023
,,,,,41.52392,C3_33,0.023
,,,,,41.52512,C6_31,0.028
,,,,,41.54096,C3_32,0.02
,,,,,41.54104,C3_31,0.028
,,,,,41.54888,C3_32,0.017
,,,,,41.55928,C3_32,0.037
,,,,,41.55968,C3_33,0.034
,,,,,41.56,C3_43,0.165
,,,,,41.56232,C3_33,0.021
,,,,,41.57648,C3_33,0.016
,,,,,41.57976,C3_41,0.012
,,,,,41.58016,C3_44,0.023
,,,,,41.58104,C3_42,0.037
,,,,,41.5812,C3_32,0.039
,,,,,41.5816,C3_33,0.019
,,,,,41.58232,C3_43,0.015
,,,,,41.58368,C3_44,0.059
,,,,,41.58896,C3_33,0.018
,,,,,41.5912,C3_33,0.013
,,,,,41.5936,C3_32,0.014
,,,,,41.5948,C3_44,0.021
,,,,,41.59864,C5_13,0.033
,,,,,41.60392,C3_32,0.021
,,,,,41.61616,C3_41,0.01
,,,,,41.62088,C3_31,0.025
,,,,,41.62112,C3_32,0.02
,,,,,41.62152,C3_43,0.063
,,,,,41.6216,C3_33,0.07
,,,,,41.62224,C3_44,0.022
,,,,,41.62376,C3_43,0.065
,,,,,41.62408,C3_32,0.041
,,,,,41.6248,C3_44,0.018
,,,,,41.6252,C3_33,0.024
,,,,,41.62568,C3_42,0.028
,,,,,41.62624,C3_43,0.023
,,,,,41.6272,C3_44,0.024
,,,,,41.6292,C3_41,0.01
,,,,,41.6292,C3_43,0.025
,,,,,41.63104,C3_42,0.038
,,,,,41.6316,C3_41,0.01
,,,,,41.634,C3_44,0.076
,,,,,41.6368,C3_43,0.074
,,,,,41.63696,C3_33,0.023
,,,,,41.63704,C3_42,0.047
,,,,,41.63784,C3_41,0.016
,,,,,41.63824,C3_44,0.019
,,,,,41.63992,C3_33,0.032
,,,,,41.64,C3_42,0.028
,,,,,41.64024,C3_43,0.022
,,,,,41.64096,C3_44,0.019
,,,,,41.64144,C3_31,0.02
,,,,,41.64144,C3_32,0.023
,,,,,41.64216,C3_41,0.01
,,,,,41.64336,C3_43,0.193
,,,,,41.64352,C3_33,0.071
,,,,,41.64352,C3_42,0.063
,,,,,41.64392,C3_31,0.025
,,,,,41.64392,C3_32,0.027
,,,,,41.64528,C3_44,0.026
,,,,,41.64576,C3_33,0.059
,,,,,41.64584,C3_43,0.051
,,,,,41.64632,C3_32,0.036
,,,,,41.6464,C3_31,0.037
,,,,,41.64648,C3_41,0.017
,,,,,41.64672,C3_42,0.026
,,,,,41.6484,C3_43,0.07
,,,,,41.64864,C3_31,0.084
,,,,,41.6488,C3_33,0.034
,,,,,41.6488,C3_44,0.028
,,,,,41.64904,C3_32,0.027
,,,,,41.64904,C3_41,0.021
,,,,,41.64936,C3_42,0.092
,,,,,41.65088,C3_31,0.064
,,,,,41.65096,C3_43,0.158
,,,,,41.65136,C3_44,0.052
,,,,,41.65144,C3_32,0.037
,,,,,41.65152,C3_33,0.06
,,,,,41.65192,C3_42,0.068
,,,,,41.65248,C3_34,0.011
,,,,,41.65328,C3_31,0.03
,,,,,41.6536,C3_44,0.088
,,,,,41.65376,C3_32,0.04
,,,,,41.65376,C3_43,0.118
,,,,,41.65384,C3_33,0.07
,,,,,41.65416,C3_41,0.009
,,,,,41.6548,C3_42,0.042
,,,,,41.6556,C3_31,0.061
,,,,,41.65616,C3_43,0.072
,,,,,41.65624,C3_33,0.072
,,,,,41.65632,C3_32,0.078
,,,,,41.65704,C3_44,0.039
,,,,,41.65728,C3_42,0.047
,,,,,41.65824,C3_31,0.022
,,,,,41.65912,C3_33,0.037
,,,,,41.6592,C3_32,0.038
,,,,,41.65976,C3_43,0.045
,,,,,41.66008,C3_42,0.031
,,,,,41.66008,C3_44,0.037
,,,,,41.66064,C3_31,0.024
,,,,,41.6608,C3_41,0.018
,,,,,41.66144,C3_33,0.068
,,,,,41.66152,C3_32,0.028
,,,,,41.66232,C3_44,0.038
,,,,,41.66248,C3_42,0.04
,,,,,41.66256,C3_43,0.168
,,,,,41.66288,C3_31,0.037
,,,,,41.66392,C3_33,0.052
,,,,,41.66472,C3_32,0.022
,,,,,41.66472,C3_41,0.013
,,,,,41.66488,C3_42,0.056
,,,,,41.66504,C3_43,0.031
,,,,,41.66544,C3_44,0.077
,,,,,41.66632,C3_33,0.069
,,,,,41.66696,C3_32,0.05
,,,,,41.6676,C3_42,0.068
,,,,,41.66768,C3_43,0.046
,,,,,41.66808,C3_31,0.088
,,,,,41.66848,C3_41,0.015
,,,,,41.66896,C3_33,0.052
,,,,,41.66896,C3_44,0.076
,,,,,41.6692,C3_32,0.029
,,,,,41.66992,C3_43,0.033
,,,,,41.67008,C3_42,0.032
,,,,,41.6704,C3_31,0.025
,,,,,41.67104,C3_41,0.013
,,,,,41.6712,C3_33,0.027
,,,,,41.67248,C3_32,0.03
,,,,,41.67248,C3_43,0.057
,,,,,41.67264,C3_42,0.031
,,,,,41.67272,C3_31,0.02
,,,,,41.67352,C3_33,0.028
,,,,,41.6736,C3_44,0.038
,,,,,41.67512,C3_42,0.057
,,,,,41.6756,C3_31,0.03
,,,,,41.67568,C3_43,0.081
,,,,,41.67592,C3_33,0.047
,,,,,41.67656,C3_32,0.027
,,,,,41.67752,C3_42,0.02
,,,,,41.67824,C3_43,0.074
,,,,,41.67864,C3_31,0.031
,,,,,41.67872,C3_41,0.018
,,,,,41.6788,C3_33,0.047
,,,,,41.67912,C3_44,0.03
,,,,,41.67952,C3_32,0.021
,,,,,41.68088,C3_42,0.026
,,,,,41.68096,C3_41,0.015
,,,,,41.68112,C3_33,0.036
,,,,,41.6812,C3_31,0.089
,,,,,41.68184,C3_43,0.062
,,,,,41.68192,C3_32,0.046
,,,,,41.68304,C3_44,0.098
,,,,,41.6832,C3_41,0.016
,,,,,41.6836,C3_31,0.024
,,,,,41.6836,C3_42,0.023
,,,,,41.68376,C3_33,0.052
,,,,,41.68416,C3_32,0.053
,,,,,41.68432,C3_43,0.132
,,,,,41.68536,C3_44,0.096
,,,,,41.68592,C3_31,0.07
,,,,,41.68616,C3_42,0.086
,,,,,41.68624,C3_33,0.046
,,,,,41.68656,C3_43,0.19
,,,,,41.68688,C3_32,0.046
,,,,,41.68768,C3_44,0.051
,,,,,41.68848,C3_33,0.067
,,,,,41.68848,C3_42,0.065
,,,,,41.68912,C3_41,0.015
,,,,,41.68928,C3_32,0.037
,,,,,41.68936,C3_43,0.044
,,,,,41.69008,C3_44,0.028
,,,,,41.6904,C3_31,0.052
,,,,,41.69088,C3_33,0.077
,,,,,41.69088,C3_42,0.054
,,,,,41.69152,C3_32,0.035
,,,,,41.69176,C3_41,0.014
,,,,,41.69192,C3_43,0.027
,,,,,41.69248,C3_44,0.037
,,,,,41.69336,C3_33,0.027
,,,,,41.6936,C3_42,0.052
,,,,,41.69376,C3_31,0.037
,,,,,41.694,C3_32,0.057
,,,,,41.69416,C3_41,0.01
,,,,,41.69424,C3_43,0.16
,,,,,41.69496,C3_34,0.01
,,,,,41.6956,C3_44,0.075
,,,,,41.69592,C3_42,0.088
,,,,,41.69608,C3_31,0.071
,,,,,41.69608,C3_33,0.092
,,,,,41.69656,C3_41,0.016
,,,,,41.69664,C3_43,0.083
,,,,,41.69672,C3_32,0.031
,,,,,41.6984,C3_33,0.045
,,,,,41.69864,C3_42,0.049
,,,,,41.69872,C3_31,0.059
